N	3gram	Bakhtin_Pr_2	Problema
1	тем не менее	2	18
2	и т д	4	10
3	то же самое	1	9
4	на то что	2	8
5	как раз и	2	7
6	сам по себе	5	7
7	в этом смысле	2	6
8	в таком случае	1	6
9	о том что	1	5
10	в том что	1	5
11	на самом деле	1	4
12	но в таком	1	4
13	в конце концов	2	4
14	в связи с	1	4
15	той или иной	3	4
16	в то же	5	4
17	сама по себе	4	4
18	иметь в виду	1	3
19	дело в том	1	3
20	более или менее	3	3
21	и если мы	1	3
22	с точки зрения	8	3
23	до сих пор	7	3
24	и в других	1	3
25	сами по себе	1	3
26	что в нем	1	3
27	может быть и	2	3
28	то что он	1	3
29	во всяком случае	1	3
30	здесь перед нами	1	3
31	не только не	1	3
32	можно сказать что	1	3
33	в настоящее время	2	3
34	с другой стороны	3	3
35	по себе но	2	3
36	о том как	1	2
37	хотя и не	2	2
38	в самом деле	4	2
39	так или иначе	1	2
40	по крайней мере	1	2
41	в этих случаях	2	2
42	в сознании и	1	2
43	как мы увидим	3	2
44	а может быть	1	2
45	это вовсе не	2	2
46	вообще во всех	1	2
47	на этот раз	1	2
48	никогда не может	2	2
49	о которых мы	1	2
50	не может быть	4	2
51	здесь не только	1	2
52	что может быть	1	2
53	можно было бы	3	2
54	может быть даже	1	2
55	если бы он	1	1
56	но уже и	1	1
57	а между тем	1	1
58	в этом последнем	1	1
59	если бы оно	1	1
60	также и в	1	1
61	есть прежде всего	1	1
62	в том же	1	1
63	а следовательно и	1	1
64	и во всех	1	1
65	как мы сказали	2	1
66	по своей структуре	1	1
67	друг на друга	2	1
68	и очень долго	1	1
69	является одним из	1	1
70	остается в пределах	1	1
71	бы оно было	1	1
72	того и другого	2	1
73	и т п	9	1
74	то что было	1	1
75	одно и то	2	1
76	это совершенно не	1	1
77	слово во всех	1	1
78	то время как	2	1
79	же как и	1	1
80	что же было	1	1
81	прежде всего как	1	1
82	но в то	3	1
83	мы не знаем	1	1
84	и то же	2	1
85	как мы это	1	1
86	так и в	1	1
87	между собою и	1	1
88	мы здесь не	1	1
89	ни на что	1	1
90	сознание о нем	1	1
91	перед нами в	1	1
92	а вовсе не	1	1
93	не говорит о	1	1
94	бы то ни	1	1
95	до настоящего времени	1	1
96	тут уже не	1	1
97	и в том	1	1
98	того о чем	1	1
99	но по своей	1	1
100	но он есть	1	1
101	только на то	1	1
102	в то время	2	1
103	и хочет чтобы	1	1
104	мы можем сказать	1	1
105	если мы не	1	1
106	она не только	1	1
107	мы будем говорить	1	1
108	в другом случае	1	1
109	на что другое	1	1
110	как мы уже	1	1
111	уже в первом	1	1
112	в том и	1	1
113	и что он	1	1
114	том и в	1	1
115	никак не может	3	1
116	слово о нем	1	1
117	все это не	1	1
118	между собою но	1	1
119	как и в	3	1
120	к тому же	3	1
121	конечно далеко не	1	1
122	для себя не	1	1
123	и в другом	1	1
