N	2gram	Medvedev_F_1	Vladivir
1	и в	24	40
2	то что	8	28
3	не только	7	25
4	и не	20	25
5	учение о	4	24
6	у него	1	24
7	том что	1	18
8	в том	6	18
9	но и	7	18
10	также и	1	17
11	что в	4	17
12	в этом	15	16
13	в его	23	14
14	так что	1	14
15	не может	16	14
16	в виде	1	13
17	точки зрения	16	13
18	вовсе не	10	13
19	только в	2	13
20	даже и	2	12
21	а именно	1	12
22	сказать что	1	12
23	едва ли	1	11
24	никогда не	4	11
25	потому что	1	11
26	таким образом	13	11
27	в году	2	10
28	ни в	2	10
29	тем не	1	10
30	и его	10	10
31	не есть	2	10
32	прежде всего	22	10
33	как раз	2	10
34	и потому	9	10
35	уже не	2	9
36	в себе	3	9
37	и с	8	9
38	в своей	11	9
39	не менее	11	9
40	есть только	1	9
41	что же	1	9
42	как мы	5	8
43	в своем	11	8
44	в этой	6	8
45	он не	3	8
46	не был	1	8
47	и что	2	8
48	а также	1	8
49	раз и	2	8
50	для него	3	8
51	может быть	14	8
52	а не	10	8
53	так же	4	8
54	а только	2	7
55	хотя и	1	7
56	и как	3	7
57	и если	2	7
58	с тем	2	7
59	как и	11	7
60	несмотря на	1	7
61	в то	9	7
62	что и	2	7
63	того что	5	7
64	так как	1	7
65	вместе с	2	7
66	к тому	3	7
67	а в	6	7
68	в своих	2	7
69	смысле слова	1	6
70	и на	8	6
71	кроме того	1	6
72	то в	1	6
73	не мог	1	6
74	с точки	13	6
75	по себе	5	6
76	иной раз	1	6
77	в смысле	1	6
78	во всем	2	6
79	и это	2	6
80	и от	7	6
81	так и	18	6
82	и здесь	6	6
83	значит что	1	6
84	и даже	3	6
85	xix века	1	6
86	это значит	1	6
87	но это	3	6
88	хотя бы	5	6
89	отношения к	6	5
90	мы уже	1	5
91	в ней	10	5
92	совсем не	1	5
93	отнюдь не	6	5
94	в истории	4	5
95	более или	6	5
96	все эти	6	5
97	должно быть	11	5
98	или менее	6	5
99	в отношении	3	5
100	для нас	1	5
101	ничего не	2	5
102	только и	4	5
103	эти три	1	5
104	у нас	5	5
105	ничего общего	1	5
106	еще в	2	5
107	с другой	5	5
108	что он	3	5
109	только на	5	5
110	в одном	2	5
111	не было	3	5
112	в данном	1	5
113	между прочим	1	5
114	в самом	5	4
115	то же	10	4
116	что если	1	4
117	и о	1	4
118	вопрос о	2	4
119	но даже	1	4
120	философии но	1	4
121	учение об	1	4
122	еще не	6	4
123	но не	3	4
124	все же	3	4
125	но в	5	4
126	бы и	1	4
127	на то	1	4
128	оно должно	3	4
129	было бы	6	4
130	ведь если	1	4
131	такой же	1	4
132	в котором	1	4
133	тому что	1	4
134	не имеет	1	4
135	учения о	2	4
136	только при	1	4
137	не с	2	4
138	мог бы	1	4
139	она была	2	4
140	по мнению	1	4
141	если мы	2	4
142	от того	2	4
143	здесь в	2	4
144	а с	1	4
145	до конца	7	4
146	однако и	1	4
147	и все	6	4
148	как это	6	4
149	если оно	1	4
150	по существу	2	4
151	в основном	3	4
152	указать на	2	4
153	в результате	2	4
154	есть и	1	4
155	же как	2	3
156	на самом	7	3
157	на первом	1	3
158	здесь не	3	3
159	бы то	3	3
160	в чем	1	3
161	отличие от	1	3
162	за пределы	2	3
163	о необходимости	1	3
164	независимо от	4	3
165	перед нами	1	3
166	из этих	1	3
167	с их	1	3
168	в нем	14	3
169	при этом	5	3
170	в россии	3	3
171	но все	2	3
172	то ни	3	3
173	это не	2	3
174	этом смысле	1	3
175	бытие и	1	3
176	далеко не	1	3
177	этого не	1	3
178	первом плане	1	3
179	нисколько не	2	3
180	не столько	1	3
181	в отличие	1	3
182	не в	8	3
183	весь этот	1	3
184	и слишком	2	3
185	того чтобы	1	3
186	и притом	1	3
187	сводится к	3	3
188	все то	1	3
189	в духе	1	3
190	отличается от	3	3
191	оно не	4	3
192	жизнь и	3	3
193	философии жизни	1	3
194	если бы	4	3
195	настоящее время	10	3
196	к нему	1	3
197	что бы	5	3
198	и тем	1	3
199	с одной	4	3
200	и чисто	2	3
201	мы знаем	1	3
202	был бы	1	3
203	не так	2	3
204	всяком случае	4	3
205	даже не	1	3
206	именно в	8	3
207	и нельзя	1	3
208	в связи	4	3
209	мы видели	2	3
210	и вовсе	1	3
211	одной стороны	4	3
212	как бы	6	3
213	но для	3	3
214	и для	1	3
215	в настоящее	10	3
216	же в	3	3
217	вполне понятно	2	3
218	ее в	1	3
