N	3gram	Propp_Isto_2	DiskursI
1	в том что	5	13
2	по отношению к	3	9
3	с одной стороны	3	9
4	о том что	2	5
5	в отличие от	1	4
6	к тому же	2	4
7	далеко еще не	1	3
8	не может быть	2	3
9	с другой стороны	2	3
10	том что в	1	2
11	подобно тому как	3	2
12	в одной из	1	2
13	и не только	1	2
14	не только в	4	2
15	в силу своей	1	2
16	и может быть	2	1
17	в этом случае	5	1
18	его таким образом	1	1
19	следует понимать как	1	1
20	последовательности в какой	1	1
21	на самом деле	2	1
22	о том как	1	1
23	до сих пор	6	1
24	сам по себе	1	1
25	и герой в	1	1
26	что он не	4	1
27	мы назвали бы	1	1
28	тех случаях когда	1	1
29	имеют не только	1	1
30	вместе с тем	5	1
31	той последовательности в	1	1
32	в той последовательности	1	1
33	во всех этих	2	1
34	как в сказке	1	1
35	отца к сыну	1	1
36	в связи с	4	1
37	том что он	1	1
38	в следующей главе	1	1
39	хотя бы на	1	1
40	то что происходило	1	1
41	до наших дней	1	1
42	в тех случаях	1	1
43	так например в	1	1
44	это и есть	1	1
45	к этому времени	1	1
46	с самого начала	2	1
47	и один из	1	1
48	на то что	2	1
49	в другом случае	1	1
50	и то же	1	1
51	и прежде всего	1	1
52	тем не менее	1	1
53	но все же	4	1
54	дело не в	2	1
55	и в другом	1	1
