N	3gram	Propp_Isto_4	Hudozhes
1	о том что	2	7
2	подобно тому как	1	4
3	к тому что	1	4
4	не может быть	4	3
5	как и в	1	3
6	тем не менее	2	3
7	дело не только	1	2
8	о том как	1	2
9	до сих пор	5	2
10	тогда как в	1	2
11	в этой связи	1	2
12	так же как	12	2
13	в данном случае	3	2
14	же самое что	1	2
15	то же самое	2	2
16	как будто бы	1	2
17	все те же	1	2
18	не только в	2	2
19	и т д	24	2
20	и деревья и	1	1
21	на том что	1	1
22	и не случайно	1	1
23	у него по	1	1
24	но это только	1	1
25	же как и	4	1
26	и в других	1	1
27	что он не	1	1
28	о том чтобы	1	1
29	с этого момента	1	1
30	точно так же	5	1
31	в приложении к	1	1
32	и то что	5	1
33	мы знаем что	7	1
34	это своего рода	1	1
35	тем что он	2	1
36	то что она	1	1
37	это все те	1	1
38	и откуда они	1	1
39	то время как	1	1
40	он уже не	1	1
41	с другой стороны	4	1
42	содержит в себе	2	1
43	нельзя сказать что	1	1
44	не могло быть	1	1
45	к такого рода	1	1
46	в то время	1	1
47	в этом случае	3	1
48	берет на себя	1	1
49	с того что	2	1
50	но все же	4	1
51	можно сказать что	1	1
52	после того как	2	1
53	в том числе	1	1
54	чтобы ответить на	1	1
55	что и в	1	1
