N	3gram	Medvedev_V_1	Psycholo
1	в самом деле	1	18
2	в том что	5	11
3	то же самое	1	8
4	для того чтобы	3	8
5	мы видим что	1	7
6	все то что	1	6
7	до сих пор	1	5
8	и т п	9	5
9	с одной стороны	2	5
10	с другой стороны	8	5
11	и т д	14	4
12	как если бы	1	3
13	о том что	3	3
14	о том как	3	2
15	в прямом смысле	1	2
16	в какой мере	1	2
17	только в том	2	2
18	и во всех	1	2
19	только то что	2	2
20	то что в	1	2
21	вместе с тем	3	2
22	одно и то	1	2
23	то время как	1	2
24	в данном случае	1	2
25	и то же	1	2
26	не в том	2	2
27	во всяком случае	1	2
28	мы видели что	3	2
29	в то время	1	2
30	и вместе с	1	2
31	в свою очередь	1	2
32	к тому что	3	2
33	в том смысле	1	2
34	по аналогии с	1	2
35	и в другом	2	2
36	то все же	1	1
37	же самый факт	1	1
38	но только эти	1	1
39	какой мере не	1	1
40	как это видно	2	1
41	более или менее	6	1
42	имеем в виду	1	1
43	и может быть	1	1
44	о каждой из	1	1
45	с более или	2	1
46	что для него	1	1
47	том что оно	1	1
48	того или иного	1	1
49	в силу того	1	1
50	однако все это	1	1
51	как и все	1	1
52	в зависимости от	5	1
53	если так то	1	1
54	что он не	1	1
55	между этими двумя	1	1
56	в том случае	1	1
57	не могло бы	1	1
58	не было бы	4	1
59	в этом отношении	13	1
60	от других видов	1	1
61	кроме того что	1	1
62	заключает в себе	1	1
63	можно было бы	2	1
64	это вовсе не	1	1
65	с этим и	1	1
66	ни в какой	1	1
67	может быть и	1	1
68	тому же выводу	1	1
69	напомним только что	1	1
70	с этой точки	1	1
71	же выводу приходит	1	1
72	верно и точно	1	1
73	и есть в	1	1
74	том случае если	1	1
75	в одном и	1	1
76	в применении к	1	1
77	на основании этих	1	1
78	что все они	1	1
79	из которых каждая	1	1
80	в стихах и	1	1
81	как один из	1	1
82	каждый из них	1	1
83	дело не в	1	1
84	в большом количестве	1	1
85	что все эти	1	1
86	в точном смысле	2	1
87	не только у	1	1
88	а между тем	1	1
89	не заметить что	1	1
90	бросается в глаза	1	1
91	в этом плане	1	1
92	этой точки зрения	2	1
93	а в том	1	1
94	дело так будто	1	1
95	очевидно что в	1	1
96	сих пор не	1	1
97	по сравнению с	1	1
98	все это только	2	1
99	в которых она	1	1
100	том смысле что	1	1
101	в том чтобы	2	1
102	как это мы	1	1
103	прав в том	1	1
104	хотя бы в	3	1
105	не только не	2	1
106	мы знаем что	2	1
107	можно сказать что	4	1
108	совершенно очевидно что	1	1
109	они не только	1	1
110	один из его	1	1
111	ли это что	1	1
112	таким образом и	1	1
113	между собой не	1	1
114	по этому поводу	7	1
115	всего сказанного выше	2	1
116	не может быть	8	1
117	по его мнению	1	1
118	подобно тому как	2	1
119	к тому же	1	1
120	что она играет	1	1
121	не в этом	1	1
