N	2gram	Tiupa_Hudo_1	Istorich
1	и т	11	27
2	и в	14	26
3	т д	3	24
4	т е	4	18
5	то что	8	16
6	не только	12	15
7	может быть	5	14
8	что в	6	14
9	же как	2	13
10	но и	5	12
11	так и	13	10
12	и его	5	10
13	что он	9	10
14	все же	3	9
15	его в	3	9
16	так как	1	9
17	и не	2	9
18	то же	9	8
19	мы знаем	2	8
20	а в	7	8
21	в этом	11	7
22	он не	4	7
23	об этом	5	7
24	как и	9	7
25	в этих	5	7
26	знаем что	1	7
27	их в	1	7
28	нас к	1	7
29	как в	8	7
30	в качестве	9	7
31	превращается в	3	7
32	героя в	2	7
33	и то	1	6
34	еще не	7	6
35	что они	1	6
36	как он	2	6
37	таким же	1	6
38	могут быть	1	6
39	в дальнейшем	1	6
40	потому что	5	6
41	а не	12	6
42	не может	7	6
43	когда он	1	6
44	это и	1	5
45	мы уже	4	5
46	но не	3	5
47	и как	1	5
48	но в	5	5
49	уже не	7	5
50	и только	1	5
51	в силу	1	5
52	и по	3	5
53	но все	1	5
54	в другом	2	5
55	и с	4	5
56	это не	7	5
57	к которым	1	5
58	не в	7	5
59	ничего не	8	5
60	и у	1	5
61	как мы	3	5
62	и что	2	5
63	в его	8	5
64	с ними	2	5
65	в одном	1	5
66	у него	9	5
67	тем что	3	5
68	до сих	2	5
69	и др	1	5
70	из которых	1	5
71	сих пор	2	5
72	мы должны	1	5
73	вопрос о	2	4
74	в которых	1	4
75	тогда как	7	4
76	его на	1	4
77	дает нам	1	4
78	в этот	1	4
79	он в	1	4
80	в плену	1	4
81	но он	3	4
82	не годится	1	4
83	три года	1	4
84	в своей	10	4
85	что этот	1	4
86	даже в	3	4
87	же он	1	4
88	представляют собой	2	4
89	здесь не	2	4
90	так в	2	4
91	о том	12	4
92	и даже	3	4
93	вовсе не	1	4
94	с другой	1	4
95	все что	1	4
96	например в	2	3
97	не сразу	1	3
98	из этих	1	3
99	этого мотива	1	3
100	к своей	1	3
101	относится к	1	3
102	в одной	2	3
103	перед нами	5	3
104	все эти	3	3
105	на то	4	3
106	на его	2	3
107	что она	4	3
108	при этом	12	3
109	он должен	1	3
110	что у	3	3
111	на земле	1	3
112	что ни	1	3
113	не мог	1	3
114	том что	16	3
115	от своего	1	3
116	и более	1	3
117	как это	1	3
118	что эта	1	3
119	то чего	1	3
120	не имеет	2	3
121	на него	2	3
122	в русской	4	3
123	связи с	4	3
124	к себе	5	3
125	все еще	2	3
126	и он	5	3
127	она не	4	3
128	данном случае	1	3
129	в образе	1	3
130	на вопрос	2	3
131	но мы	1	3
132	с того	2	3
133	а также	3	3
134	о природе	3	3
135	по ночам	1	3
136	в другой	1	3
137	в том	12	3
138	только в	5	3
139	человека с	1	3
140	переходит в	1	3
141	не на	1	3
142	о чем	1	3
143	там где	1	3
144	что мы	1	3
145	к своему	2	3
146	в данном	1	3
147	как бы	7	3
148	для нас	1	3
149	но это	1	3
150	только что	4	3
151	же в	3	3
152	на смену	1	3
153	он всегда	1	3
154	к этой	3	3
155	и другие	1	3
156	начинается с	2	2
157	мы здесь	1	2
158	видеть в	1	2
159	и за	1	2
160	по его	1	2
161	а как	1	2
162	пока только	1	2
163	связана с	1	2
164	ему в	1	2
165	тех же	1	2
166	отношение к	1	2
167	тут же	1	2
168	он ее	2	2
169	в этой	8	2
170	с этим	3	2
171	вот как	1	2
172	в своем	4	2
173	хотя и	2	2
174	в целом	2	2
175	и тот	1	2
176	в себе	11	2
177	в нем	3	2
178	же это	1	2
