N	4gram	Medvedev_F_1	FransuaR
1	в том числе и	1	7
2	на самом же деле	1	3
3	и в том что	1	2
4	и ни на кого	1	1
5	ни на кого не	2	1
6	нужно сказать что и	1	1
7	и не может быть	2	1
8	как бы ни были	2	1
9	чтобы убедиться в этом	2	1
10	с точки зрения этих	1	1
11	и до сих пор	1	1
12	очень большое место в	1	1
13	убедиться в этом достаточно	1	1
14	в применении к литературе	1	1
15	но в то же	2	1
16	до сих пор недостаточно	1	1
17	сводится к тому чтобы	1	1
18	нет и не может	2	1
19	все более и более	2	1
20	и пр и пр	2	1
21	и до настоящего времени	1	1
22	в то же время	8	1
23	вполне понятно что при	1	1
