N	2gram	Tiupa_Hudo_2	Dialekti
1	и не	18	30
2	т е	2	30
3	может быть	8	20
4	не только	11	19
5	и в	28	19
6	по себе	1	18
7	и т	4	17
8	а не	14	16
9	в себе	9	15
10	т д	2	15
11	что она	7	14
12	потому что	2	14
13	то что	6	14
14	в том	15	14
15	так как	1	14
16	и даже	1	14
17	как бы	5	14
18	вовсе не	2	13
19	то же	6	12
20	точки зрения	2	12
21	не просто	1	12
22	но и	9	12
23	и все	7	12
24	что это	5	10
25	в нем	3	10
26	как и	11	10
27	том что	19	10
28	стало быть	1	10
29	сказать что	2	10
30	так и	8	10
31	это не	6	10
32	никогда не	5	9
33	времени и	1	9
34	же и	2	9
35	не может	4	9
36	мы уже	3	8
37	в этом	13	8
38	в своей	6	8
39	с точки	2	8
40	не в	13	8
41	личности в	3	8
42	она не	5	8
43	прежде всего	3	8
44	и то	2	7
45	время как	1	7
46	так что	1	7
47	и к	2	7
48	как это	7	7
49	и притом	1	7
50	только тогда	1	7
51	в душе	8	7
52	как будто	4	7
53	совершенно не	1	7
54	но это	1	7
55	что в	5	7
56	чтобы не	3	6
57	я не	7	6
58	но не	4	6
59	что они	4	6
60	отнюдь не	2	6
61	в то	6	6
62	не могу	3	6
63	что он	8	6
64	что не	2	6
65	того что	1	6
66	да и	5	6
67	личности и	2	6
68	есть и	3	6
69	жизни и	6	6
70	и потому	1	5
71	и это	3	5
72	говорить о	2	5
73	и стало	1	5
74	в силу	1	5
75	жизнь и	1	5
76	же время	4	5
77	и его	5	5
78	на свете	1	5
79	и с	6	5
80	о том	12	5
81	и что	1	5
82	можно сказать	6	5
83	но как	1	5
84	не мешает	1	5
85	не то	1	5
86	что и	4	5
87	с другой	3	5
88	а именно	1	5
89	как раз	4	5
90	в самом	5	5
91	только в	4	5
92	еще не	3	4
93	самом деле	3	4
94	или иное	1	4
95	за пределы	1	4
96	в одной	1	4
97	независимо от	1	4
98	в своем	5	4
99	все же	2	4
100	нет никакой	1	4
101	та же	2	4
102	как он	3	4
103	при этом	11	4
104	он не	4	4
105	же это	1	4
106	содержит в	1	4
107	заключается в	1	4
108	а потом	1	4
109	в одном	3	4
110	но он	1	4
111	все это	3	4
112	с ним	7	4
113	не нуждается	1	4
114	по своей	1	4
115	в таком	1	4
116	есть только	1	4
117	той или	1	4
118	в ее	18	4
119	то или	1	4
120	и когда	1	4
121	в другом	2	4
122	к нему	3	4
123	и только	2	4
124	во времени	1	4
125	без этого	1	4
126	уже в	1	4
127	ни с	2	4
128	одно из	5	4
129	то время	1	4
130	от того	1	4
131	нельзя сказать	1	4
132	быть и	1	4
133	хотя бы	2	4
134	а в	6	4
135	другой стороны	1	4
136	же как	2	3
137	таком случае	1	3
138	это и	1	3
139	как мы	2	3
140	что если	1	3
141	это время	1	3
142	себе и	1	3
143	в этой	5	3
144	от этого	1	3
145	себе как	1	3
146	это за	1	3
147	личностного бытия	1	3
148	же не	2	3
149	об этом	7	3
150	его в	2	3
151	это было	2	3
152	было бы	3	3
153	в один	1	3
