N	3gram	Medvedev_F_2	Myshleni
1	для того чтобы	3	14
2	в том что	2	11
3	с точки зрения	7	9
4	в этом отношении	7	5
5	с самого начала	2	5
6	из того что	1	4
7	но он не	1	4
8	к тому чтобы	2	4
9	на этот вопрос	1	4
10	в своем развитии	1	4
11	сама по себе	1	4
12	в этом случае	1	3
13	до сих пор	1	3
14	с одной стороны	1	3
15	и тот же	1	3
16	в такой же	1	3
17	в свою очередь	1	3
18	мере в какой	1	3
19	не может быть	10	3
20	один и тот	1	3
21	той мере в	1	3
22	в той мере	1	3
23	в самом деле	5	2
24	с помощью которого	1	2
25	и не может	3	2
26	в зависимости от	3	2
27	в той же	1	2
28	что он не	1	2
29	в отличие от	2	2
30	таким образом в	1	2
31	то что они	1	2
32	в этот период	1	2
33	то и другое	2	2
34	именно в этом	1	2
35	вместе с тем	4	2
36	что оно является	1	2
37	лежит в основе	1	2
38	в высшей степени	4	2
39	но при этом	1	2
40	самого начала что	1	2
41	то что он	1	2
42	с другой стороны	3	2
43	его отношение к	1	2
44	ничего общего с	1	2
45	хотя бы в	3	2
46	но все же	2	2
47	мы говорим о	2	2
48	в основе этой	2	2
49	как мы видели	4	2
50	что иное как	1	1
51	но как раз	1	1
52	этого метода мы	1	1
53	это даже не	1	1
54	сводится к тому	1	1
55	совершенно очевидно что	1	1
56	чтобы можно было	1	1
57	тем что оно	2	1
58	мы имеем в	1	1
59	более или менее	1	1
60	имеем в виду	1	1
61	на самом деле	3	1
62	в этом последнем	1	1
63	тому что и	1	1
64	в этом смысле	2	1
65	в какой они	1	1
66	новые и новые	1	1
67	в области гуманитарных	1	1
68	как например в	1	1
69	на первый план	2	1
70	и в какой	2	1
71	только в том	1	1
72	в известной последовательности	1	1
73	сам по себе	3	1
74	функции и в	1	1
75	в самом предмете	2	1
76	является одним из	1	1
77	как мы увидим	1	1
78	в собственном смысле	1	1
79	в направлении к	1	1
80	на сегодняшний день	1	1
81	бы сказать что	1	1
82	трудная и сложная	1	1
83	если же мы	1	1
84	в применении к	2	1
85	все равно что	1	1
86	точек зрения не	1	1
87	и многие другие	1	1
88	не что иное	1	1
89	иной чем в	1	1
90	не совпадает с	1	1
91	в этой области	1	1
92	данного понятия в	1	1
93	могут быть названы	1	1
94	смысле этого слова	1	1
95	становится еще более	1	1
96	для правильной постановки	1	1
97	не могут быть	4	1
98	это не так	1	1
99	не имеет места	1	1
100	все более и	1	1
101	язык и его	3	1
102	и тем самым	1	1
103	он полагает что	1	1
104	в связи с	10	1
105	а не как	1	1
106	не в результате	1	1
107	во всяком случае	5	1
108	так и в	3	1
109	тем не менее	1	1
110	и во всяком	1	1
111	не было бы	1	1
112	в этом пункте	2	1
113	связи с ним	1	1
114	есть не что	1	1
115	между этими двумя	2	1
116	спрашивается что же	1	1
117	мы не можем	1	1
118	таким образом мы	1	1
119	том смысле что	2	1
120	по аналогии с	1	1
121	области гуманитарных наук	1	1
122	в том чтобы	1	1
123	и его элементы	1	1
124	того или иного	4	1
125	более и более	1	1
126	но в этом	2	1
127	мы знаем что	1	1
128	понятия в этом	1	1
129	в то же	5	1
130	имеет места в	1	1
131	к тому что	2	1
132	в том смысле	3	1
133	к вопросу о	1	1
134	влечет за собой	1	1
