N	3gram	Medvedev_V_1	Myshleni
1	в том что	5	17
2	вместе с тем	3	10
3	для того чтобы	3	7
4	так же как	1	6
5	в зависимости от	5	5
6	можно было бы	2	5
7	с одной стороны	2	5
8	в связи с	3	5
9	ни один из	2	4
10	ни в какой	1	4
11	то время как	1	4
12	же как и	1	4
13	во всяком случае	1	4
14	в то время	1	4
15	о том что	3	3
16	что перед нами	1	3
17	сами по себе	1	3
18	в этом отношении	13	3
19	по сравнению с	1	3
20	с другой стороны	8	3
21	мы видели что	3	3
22	та или иная	1	3
23	говорит об этом	1	2
24	этой точки зрения	2	2
25	теми или иными	1	2
26	по отношению к	7	2
27	в этом смысле	1	2
28	в силу того	1	2
29	только в том	2	2
30	и благодаря этому	1	2
31	то что в	1	2
32	заключает в себе	1	2
33	вместе с этим	1	2
34	в этом и	2	2
35	не может быть	8	2
36	того или иного	1	2
37	с этой точки	1	2
38	и вместе с	1	2
39	в свою очередь	1	2
40	этом и заключается	2	2
41	точки зрения на	1	2
42	той или иной	1	2
43	в другом месте	2	1
44	и связанное с	1	1
45	для этого процесса	1	1
46	при помощи которых	1	1
47	и том же	2	1
48	другой стороны он	1	1
49	в виду не	1	1
50	прежде всего следует	1	1
51	содержания и формы	1	1
52	более или менее	6	1
53	в целом но	1	1
54	подобно тому как	2	1
55	так или иначе	1	1
56	в том числе	2	1
57	то же самое	1	1
58	и в качестве	1	1
59	о том как	3	1
60	как это делает	3	1
61	одним из главнейших	1	1
62	до сих пор	1	1
63	но и у	1	1
64	как и все	1	1
65	тот или иной	1	1
66	что мы имеем	1	1
67	хотя бы и	5	1
68	того что мы	1	1
69	на основании их	1	1
70	обратил внимание на	1	1
71	во всех этих	1	1
72	по аналогии с	1	1
73	том числе и	2	1
74	кроме того что	1	1
75	том или ином	1	1
76	те из них	1	1
77	одном и том	2	1
78	как если бы	1	1
79	ту или иную	1	1
80	а как бы	1	1
81	в применении к	1	1
82	в этой области	3	1
83	в данном случае	1	1
84	в том чтобы	2	1
85	один из них	1	1
86	не только в	2	1
87	нельзя не признать	1	1
88	все же не	1	1
89	очевидно что не	1	1
90	из которых каждая	1	1
91	что в основном	1	1
92	во всей ее	1	1
93	к этому типу	1	1
94	из них которые	1	1
95	в результате чего	2	1
96	не могут быть	1	1
97	значения и роли	1	1
98	имеем дело с	1	1
99	приводит к тому	1	1
100	из них не	2	1
101	не могло бы	1	1
102	в том отношении	2	1
103	то же явление	1	1
104	не только у	1	1
105	всего следует отметить	1	1
106	процесса как показывает	1	1
107	а вместе с	1	1
108	в этом же	1	1
109	этого процесса и	1	1
110	всей ее полноте	1	1
111	ничего общего с	1	1
112	ее полноте нам	1	1
113	ни одна из	1	1
114	в этом заключается	1	1
115	которая не может	2	1
116	главнейшие из них	1	1
117	между рассудком и	1	1
118	таким образом не	3	1
119	что в процессе	1	1
120	этого сложного процесса	1	1
121	по этому поводу	7	1
122	к тому что	3	1
123	в результате этого	1	1
124	сама по себе	1	1
125	две основные тенденции	1	1
126	и опирается на	1	1
127	но было бы	1	1
128	в последнем счете	1	1
129	и в результате	1	1
130	таким образом по	2	1
131	могло бы быть	1	1
132	в конце концов	2	1
133	в основных чертах	3	1
134	что оно является	1	1
135	что он в	1	1
136	на основании изучения	1	1
