N	3gram	Bakhtin_Fr_7	VeschiIm
1	что иное как	1	8
2	не что иное	1	8
3	в том что	3	6
4	в чем же	1	5
5	содержит в себе	1	5
6	есть не что	1	5
7	в свою очередь	3	5
8	с точки зрения	3	4
9	не только в	1	4
10	то же время	9	4
11	в то же	9	4
12	более или менее	2	3
13	сам по себе	1	3
14	можно было бы	2	3
15	в отрыве от	2	3
16	дело в том	2	2
17	о том как	2	2
18	мы находим в	1	2
19	в данном случае	1	2
20	в первом случае	1	2
21	есть не только	1	2
22	и ничем не	1	2
23	так что в	1	2
24	никакого отношения к	1	2
25	это не есть	1	2
26	каждая в отдельности	1	1
27	и может быть	1	1
28	имеет дело с	1	1
29	и еще один	1	1
30	только и может	1	1
31	явление как нечто	1	1
32	мы уже сказали	1	1
33	как и во	1	1
34	в этом смысле	1	1
35	есть прежде всего	1	1
36	момент который также	1	1
37	с вещами и	1	1
38	на первый план	1	1
39	в той же	1	1
40	по себе и	1	1
41	не имеющие никакого	1	1
42	и не в	1	1
43	имеющие никакого отношения	1	1
44	потому что он	1	1
45	в применении к	1	1
46	для него это	1	1
47	еще один момент	1	1
48	в результате такого	1	1
49	в себя момент	1	1
50	но в то	3	1
51	мы не знаем	1	1
52	таким образом и	2	1
53	тут у нас	1	1
54	в конце концов	4	1
55	он между прочим	1	1
56	и в этом	1	1
57	мы говорили о	1	1
58	а только в	1	1
59	один момент который	1	1
60	и во всяком	1	1
61	вещи в их	1	1
62	не есть нечто	1	1
63	взятый сам по	1	1
64	во всяком случае	1	1
65	только в своей	1	1
66	это и есть	1	1
67	о том что	1	1
68	и прежде всего	1	1
69	именно потому что	1	1
70	нужно сказать что	1	1
71	уже сказали что	1	1
72	мы видим что	1	1
73	в себе в	1	1
74	свидетельствует о том	1	1
75	где нет ни	1	1
