N	2gram	Voloshinov_1	Marksizm
1	может быть	1	28
2	и в	3	19
3	и не	1	19
4	не может	4	18
5	абстрактного объективизма	1	17
6	точки зрения	1	17
7	то же	1	16
8	не только	1	13
9	с точки	1	13
10	связи с	1	13
11	если бы	1	11
12	но и	1	10
13	для него	1	9
14	языка как	1	9
15	а не	1	9
16	в то	1	8
17	же время	1	8
18	в языке	1	7
19	язык как	1	6
20	к тому	1	6
21	и все	1	6
22	и на	1	5
23	в его	1	5
24	вполне понятно	1	4
25	тому что	1	4
26	речь и	1	4
27	бы в	1	4
28	в ней	1	3
29	в конкретном	1	3
30	с другими	1	3
31	социального общения	2	3
32	методы и	1	3
33	подхода к	1	3
34	категорий и	1	2
35	конечно и	1	2
36	общения и	2	2
37	в особенности	1	2
38	в системе	1	2
39	всякого высказывания	1	1
40	из этих	1	1
41	в центре	2	1
42	так называемая	1	1
43	можно назвать	1	1
44	в каждом	1	1
45	литературного языка	1	1
46	несмотря на	1	1
47	предпосылки рационалистического	1	1
48	аудитории и	1	1
49	не менее	1	1
50	бы на	1	1
51	на нее	1	1
52	русского литературного	1	1
53	ситуации и	1	1
54	этого общения	1	1
55	рационалистического и	1	1
56	в лингвистике	1	1
57	мы видим	1	1
58	осуществления в	1	1
59	если в	2	1
60	не из	1	1
61	себя от	1	1
62	художественная речь	1	1
63	механистического мировоззрения	1	1
64	и механистического	1	1
65	исходя из	1	1
66	грамматических категорий	1	1
67	этой проблемы	1	1
68	чрезвычайная важность	1	1
