N	2gram	Bakhtin_Fr_5	Problema
1	то есть	25	46
2	в его	13	43
3	и не	15	42
4	и в	45	38
5	не может	5	27
6	может быть	2	26
7	как бы	12	22
8	по отношению	1	21
9	отношению к	1	19
10	и с	10	17
11	и его	13	16
12	в этом	14	15
13	в нем	10	15
14	только в	4	13
15	прежде всего	10	13
16	независимо от	2	13
17	но не	4	12
18	за пределы	1	12
19	во всех	13	11
20	в области	1	11
21	ни в	3	11
22	и для	3	11
23	таким образом	8	10
24	в их	4	10
25	художественном творчестве	1	10
26	к нему	2	10
27	не только	14	9
28	в поэзии	3	9
29	не имеет	3	9
30	его в	5	9
31	но и	10	9
32	и как	5	8
33	было бы	2	8
34	точки зрения	4	8
35	для нее	1	8
36	в том	10	8
37	и др	8	8
38	то что	2	8
39	еще не	1	7
40	в самом	4	7
41	вообще не	3	7
42	как и	10	7
43	не в	7	7
44	как мы	8	7
45	между тем	2	7
46	с помощью	3	7
47	в своей	3	7
48	что в	12	7
49	самом деле	5	6
50	там где	3	6
51	и наконец	2	6
52	в пределах	2	6
53	с точки	2	6
54	ничего не	4	6
55	есть чисто	1	6
56	мы можем	2	6
57	человеческой культуры	2	6
58	произведение в	2	6
59	все же	2	6
60	а в	4	6
61	тем как	1	5
62	отличие от	2	5
63	в своем	11	5
64	все эти	5	5
65	при этом	2	5
66	то же	11	5
67	это не	3	5
68	в них	6	5
69	рядом с	2	5
70	далеко не	1	5
71	в отличие	2	5
72	так и	6	5
73	его целом	1	5
74	в основе	4	5
75	и о	4	5
76	никогда не	1	5
77	с ним	5	5
78	и прежде	3	5
79	конечно не	2	5
80	большинстве случаев	2	5
81	в большинстве	2	5
82	а не	4	5
83	со словом	2	5
84	формы и	1	5
85	все они	4	5
86	мы здесь	1	4
87	на самом	5	4
88	конечно и	2	4
89	в ней	8	4
90	конечном счете	1	4
91	относится к	2	4
92	как в	3	4
93	но в	14	4
94	в себе	1	4
95	перестает быть	2	4
96	в данном	2	4
97	с миром	8	4
98	не менее	3	4
99	но они	3	4
100	в то	11	4
101	известной степени	4	4
102	здесь не	6	4
103	данном случае	2	4
104	в произведении	1	4
105	можно было	4	4
106	о том	4	4
107	в конечном	1	4
108	от всех	5	4
109	с ними	1	4
110	в других	1	4
111	в форме	1	4
112	и только	2	4
113	к которому	1	4
114	что не	1	4
115	в романе	11	4
116	более того	1	4
117	и потому	1	4
118	момент как	1	4
119	в более	1	4
120	себя самого	1	4
121	хотя бы	2	4
122	между ними	1	4
123	сказать что	4	4
124	также и	7	3
125	например в	5	3
126	которую мы	1	3
127	говорить о	2	3
128	менее всего	3	3
129	нет и	2	3
130	из важнейших	2	3
131	значение имеет	1	3
132	кроме того	4	3
133	и к	5	3
134	не будем	2	3
135	в целом	2	3
136	он не	6	3
137	творца и	1	3
138	в мире	1	3
139	а как	1	3
140	несмотря на	2	3
141	том что	7	3
142	тем не	1	3
143	на него	2	3
144	же время	9	3
145	все то	1	3
146	как только	1	3
147	слова но	2	3
148	и это	4	3
149	хотя и	5	3
150	и от	4	3
151	приводит к	1	3
152	в дальнейшем	1	3
153	если бы	1	3
154	но здесь	1	3
155	основе своей	1	3
156	и содержания	1	3
157	но с	1	3
158	одной из	5	3
159	со всеми	5	3
160	момент не	1	3
161	в известной	2	3
162	и должна	1	3
163	и даже	4	3
164	себя и	2	3
165	его как	4	3
166	на фоне	2	3
167	связь с	3	3
168	и на	5	3
169	здесь совершенно	1	3
170	да и	1	3
171	слова и	2	3
172	но это	5	3
173	все это	7	3
174	за его	2	3
175	и другими	1	3
176	от него	1	3
177	и все	7	3
178	не знает	1	3
179	в таком	1	3
180	они не	1	3
181	можно говорить	2	2
182	и завершается	1	2
183	он может	1	2
184	моменты содержания	1	2
185	и есть	2	2
186	в котором	1	2
187	др в	2	2
188	его не	4	2
189	есть не	1	2
190	единство и	3	2
191	но она	3	2
192	и он	3	2
193	не остается	1	2
194	столь же	1	2
195	в чем	2	2
196	с его	7	2
197	коем случае	1	2
198	но как	1	2
199	не все	1	2
200	в едином	1	2
201	в истории	2	2
202	дело идет	3	2
203	и у	5	2
204	что это	2	2
205	бы не	1	2
206	нами в	1	2
207	на то	1	2
208	не имеют	1	2
209	оно было	2	2
210	момента в	1	2
211	его тела	1	2
212	он должен	2	2
213	на этом	5	2
214	человека в	1	2
215	в каждом	2	2
216	момент и	1	2
217	лишь в	2	2
218	форму и	1	2
219	о которых	1	2
220	место и	1	2
221	строгом смысле	1	2
222	как таковой	1	2
223	и при	1	2
224	не его	1	2
225	и более	1	2
226	не могли	1	2
227	том же	2	2
228	и вообще	2	2
229	и вся	1	2
230	раз и	1	2
231	а иногда	1	2
232	что эта	2	2
233	дело в	3	2
234	одна из	1	2
235	того чтобы	6	2
236	чем не	2	2
237	слово и	1	2
238	в коем	1	2
239	в самой	8	2
240	все стороны	1	2
241	связь и	1	2
242	связи с	6	2
243	здесь же	3	2
244	этом отношении	5	2
245	у нас	1	2
246	не могут	2	2
247	же самое	2	2
248	слова с	1	2
249	для того	6	2
250	должен быть	2	2
251	и художественное	1	2
252	что все	2	2
253	в себя	5	2
254	здесь нет	3	2
255	том как	2	2
256	поэтому в	1	2
257	здесь все	3	2
258	движения и	1	2
259	и здесь	4	2
260	в другом	3	2
261	другими словами	1	2
262	и что	2	2
263	в значительной	2	2
264	от них	1	2
265	и во	4	2
266	этот момент	3	2
267	носит чисто	1	2
268	мир в	1	2
269	того что	3	2
270	единство не	1	2
271	в двух	1	2
272	нуждается в	3	2
273	что он	6	2
274	и ее	1	2
275	на мир	7	2
276	себя в	1	2
277	не можем	1	2
278	не обходится	1	2
279	в виде	1	2
280	в начале	2	2
281	не дает	1	2
282	языка но	2	2
283	что и	7	2
284	вовсе не	8	2
285	случае не	1	2
286	тем что	1	2
287	в особенности	2	2
288	без всякой	1	2
289	или иной	1	2
290	связаны с	4	2
291	здесь в	4	2
292	характерно для	3	2
293	души и	1	2
294	и пр	1	2
295	не было	3	2
296	в связи	5	2
297	именно поэтому	1	2
298	в частности	1	2
299	как это	4	2
300	в строгом	1	2
301	все моменты	1	2
302	характера и	1	2
303	к своему	1	2
304	тенденцию к	1	2
305	по существу	3	2
306	для понимания	1	2
307	можно сказать	2	2
308	форм и	5	2
309	и события	1	2
310	той или	1	2
311	чтобы его	2	2
312	целом в	1	2
313	но зато	1	2
314	слово в	1	2
315	в свою	1	2
316	не нуждается	2	2
317	творчестве не	1	2
318	и другие	3	2
319	по поводу	4	2
320	и эта	1	2
321	к этому	2	2
