N	2gram	Vygotskiy__6	Mirosoze
1	может быть	13	30
2	не только	16	29
3	и в	28	28
4	не может	19	28
5	но и	10	25
6	а не	3	25
7	он не	7	24
8	в этом	27	20
9	у него	2	17
10	не в	4	16
11	потому что	22	16
12	в своей	2	15
13	никогда не	8	14
14	до конца	3	14
15	человека в	1	13
16	в нем	7	13
17	и он	1	12
18	и это	1	12
19	в самом	8	11
20	для него	6	11
21	и не	11	11
22	в своем	7	10
23	было бы	9	10
24	что в	17	10
25	прежде всего	2	10
26	что он	18	10
27	и все	5	10
28	с тем	5	9
29	но он	2	9
30	и его	3	9
31	в его	3	9
32	в котором	2	8
33	но не	10	8
34	но в	5	7
35	в себе	4	7
36	в конце	2	7
37	к нему	1	7
38	того что	24	7
39	и на	5	6
40	он сам	2	6
41	в которой	7	6
42	в этой	5	6
43	ведет к	1	6
44	только в	18	6
45	он уже	1	6
46	вместе с	7	6
47	все это	2	6
48	в том	28	6
49	нет и	1	5
50	если он	2	5
51	это не	5	5
52	как и	6	5
53	что есть	1	5
54	у нас	2	5
55	не могут	5	5
56	то что	28	5
57	и человека	2	5
58	смысле слова	1	4
59	отношения к	3	4
60	это и	3	4
61	есть не	1	4
62	отношение к	7	4
63	за пределы	1	4
64	привести к	1	4
65	не как	1	4
66	и по	3	4
67	должен был	3	4
68	в них	3	4
69	в этих	2	4
70	точки зрения	13	4
71	в их	3	4
72	в которых	2	4
73	она не	2	4
74	мог бы	3	4
75	что и	4	4
76	в середине	1	4
77	значит что	1	4
78	один из	3	4
79	уже не	1	4
80	а в	2	4
81	тем что	8	4
82	и там	2	4
83	с этой	2	4
84	на пути	1	4
85	от него	2	4
86	не знает	3	4
87	с его	3	3
88	с этим	4	3
89	когда он	2	3
90	и еще	1	3
91	на том	2	3
92	на этом	4	3
93	и с	1	3
94	его в	6	3
95	не мог	1	3
96	том что	19	3
97	но если	4	3
98	не имеет	6	3
99	в момент	1	3
100	к тому	10	3
101	этот путь	2	3
102	в ее	1	3
103	учение о	1	3
104	только и	1	3
105	начинается в	2	3
106	все его	1	3
107	конечно не	1	3
108	и их	1	3
109	так как	10	3
110	ко всем	4	3
111	это есть	3	3
112	для человека	1	3
113	он должен	4	3
114	для нас	2	3
115	интерес к	2	3
116	в динамике	1	3
117	в свете	5	3
118	в иной	2	3
119	мы увидим	1	3
120	есть и	1	3
121	одним из	2	2
122	в этот	1	2
123	не остается	1	2
124	вопрос о	5	2
125	движение в	3	2
126	время как	5	2
127	по отношению	10	2
128	себе и	2	2
129	человеку и	1	2
130	относится к	4	2
131	в истории	1	2
132	в центре	1	2
133	как в	3	2
134	все же	2	2
135	и как	6	2
136	и к	6	2
137	от этого	3	2
138	за собой	3	2
139	и переходит	1	2
140	и у	1	2
141	он в	1	2
142	все эти	2	2
143	приводит к	6	2
144	самого себя	1	2
145	с их	1	2
146	только один	1	2
147	вообще не	6	2
148	как он	1	2
149	если бы	7	2
150	он ни	1	2
151	с ней	3	2
152	не значит	1	2
153	прежде чем	1	2
154	входит в	1	2
155	в ином	3	2
156	чем в	2	2
157	прийти к	1	2
158	оказывается что	1	2
159	мысли и	2	2
160	от его	1	2
161	сих пор	3	2
162	и жизнь	1	2
163	в то	6	2
164	к этим	1	2
165	в основе	3	2
166	того чтобы	10	2
167	по своей	3	2
168	не принадлежит	1	2
169	в каком	1	2
170	когда мы	6	2
171	есть только	1	2
172	могут быть	5	2
173	отличается от	3	2
174	мысли о	1	2
175	он никогда	1	2
176	в наше	1	2
177	должен быть	1	2
178	на помощь	1	2
179	он мог	2	2
180	и от	2	2
181	то время	6	2
182	и что	6	2
183	различие между	2	2
184	и когда	1	2
185	еще в	2	2
186	по сравнению	15	2
187	с ним	2	2
188	о том	1	2
189	может не	1	2
190	с того	3	2
191	самому себе	1	2
192	и во	1	2
193	своему значению	1	2
194	мы видим	7	2
195	привела к	1	2
196	его мысль	1	2
197	отношению к	10	2
198	для того	8	2
199	в высшей	2	2
200	до сих	3	2
201	связано с	3	2
202	на этот	4	2
203	отрывается от	1	2
204	о чем	1	2
205	он и	1	2
206	эти пути	1	2
207	по своему	2	2
208	с внутренней	1	2
209	в той	4	2
210	как бы	11	2
211	сам не	1	2
212	вокруг которого	1	2
213	том смысле	2	2
214	в начале	1	2
215	в более	1	2
216	не существует	1	2
217	бы в	3	2
218	конце концов	1	2
219	отношении к	3	2
220	в свою	1	2
221	сказать что	13	2
222	эти слова	1	2
223	к этому	1	2
224	все что	1	2
225	ту же	3	1
226	должно вести	1	1
227	и то	4	1
228	выражения в	1	1
229	на самом	1	1
230	переход от	4	1
231	между двумя	2	1
232	к другому	4	1
233	и до	1	1
234	всех прежде	1	1
235	в зависимости	5	1
236	мы имеем	4	1
237	мы не	6	1
238	это знание	1	1
