N	2gram	Nazirov_Tv_2	Istorich
1	и в	20	26
2	так как	3	18
3	никогда не	11	13
4	потому что	7	13
5	и на	5	12
6	в этом	8	12
7	таким образом	10	12
8	в том	8	12
9	что в	7	12
10	мы видели	1	11
11	может быть	8	11
12	связь с	2	11
13	и т	13	10
14	не только	13	10
15	том что	4	10
16	в образе	3	10
17	с другой	2	10
18	и не	9	10
19	еще не	5	9
20	о смерти	1	9
21	представление о	7	9
22	что он	6	9
23	но и	8	9
24	и это	3	8
25	все эти	4	8
26	все же	5	8
27	в нем	3	8
28	т д	11	8
29	с ним	3	8
30	вместе с	3	8
31	другой стороны	2	8
32	например в	5	7
33	но в	4	7
34	и его	9	7
35	о том	5	7
36	с одной	1	7
37	уже не	3	7
38	ином мире	1	7
39	у него	6	7
40	превращается в	3	7
41	власть над	1	7
42	мы уже	1	6
43	мы не	4	6
44	как в	4	6
45	после чего	1	6
46	в ином	1	6
47	так в	2	6
48	в русской	2	6
49	и с	8	6
50	в виде	2	6
51	то что	3	6
52	связан с	1	6
53	не может	7	6
54	то же	7	5
55	за собой	4	5
56	в жертву	1	5
57	как и	6	5
58	и эти	1	5
59	и что	2	5
60	в то	10	5
61	то это	1	5
62	так и	6	5
63	нас к	1	5
64	в его	10	5
65	мы видим	4	5
66	только в	2	5
67	тем что	3	5
68	у нас	2	5
69	как это	1	5
70	его в	3	5
71	как мы	1	4
72	и он	2	4
73	с его	1	4
74	что оно	1	4
75	но как	1	4
76	из этих	1	4
77	на его	4	4
78	после этого	1	4
79	на земле	1	4
80	и по	2	4
81	это не	7	4
82	еще нет	1	4
83	на землю	2	4
84	здесь же	1	4
85	что и	1	4
86	до сих	3	4
87	прежде всего	8	4
88	связано с	1	4
89	зависит от	2	4
90	одну из	1	4
91	как бы	11	4
92	сих пор	3	4
93	в книге	1	4
94	но это	5	4
95	же как	3	3
96	и через	3	3
97	связана с	1	3
98	там же	9	3
99	почти всегда	1	3
100	на место	1	3
101	это еще	1	3
102	этот дворец	1	3
103	или иное	1	3
104	когда он	4	3
105	и наконец	2	3
106	в себе	3	3
107	если он	5	3
108	совершенно ясна	1	3
109	что она	4	3
110	главным образом	1	3
111	при этом	8	3
112	если бы	4	3
113	и вот	1	3
114	так например	3	3
115	в них	1	3
116	нет в	1	3
117	такой же	2	3
118	в своей	6	3
119	таким же	1	3
120	и ее	2	3
121	в одном	2	3
122	не в	4	3
123	их в	2	3
124	она не	1	3
125	вопрос не	1	3
126	могут быть	2	3
127	как только	1	3
128	его с	1	3
129	приходит к	1	3
130	меня в	1	3
131	и другие	1	3
132	то время	1	3
133	только через	2	3
134	показывает что	4	3
135	от него	1	3
136	один из	3	3
137	том как	1	3
138	так что	2	3
139	при помощи	2	3
140	и других	2	3
141	и только	2	3
142	со стороны	1	3
143	не было	2	3
144	в частности	2	3
145	предположить что	1	3
146	наряду с	7	3
147	как будто	1	3
148	и от	4	3
149	а в	4	3
150	еще в	1	3
151	сказать что	1	3
152	из этого	2	3
153	как на	1	3
154	в своих	3	3
155	к этому	3	3
156	ту же	1	2
157	из его	1	2
158	голод и	1	2
159	представляет собой	1	2
160	он был	1	2
161	но не	5	2
162	то он	1	2
163	по отношению	3	2
164	должны были	1	2
165	тогда как	3	2
166	на то	1	2
167	в одной	3	2
168	с этим	1	2
169	дает нам	1	2
170	то или	1	2
171	такова же	1	2
172	перед нами	1	2
173	и как	1	2
174	ней нет	1	2
175	что это	1	2
176	в этой	5	2
177	и до	1	2
178	но он	1	2
179	на западе	3	2
180	он не	3	2
181	это явление	1	2
182	с этой	3	2
183	можно было	1	2
184	человека в	3	2
185	же не	2	2
186	живет в	1	2
187	было бы	1	2
188	известно что	2	2
189	приходит в	1	2
190	ни в	1	2
191	вовсе не	2	2
192	вопрос этот	1	2
193	в эту	1	2
194	я его	1	2
195	всему миру	2	2
196	в которых	3	2
197	знаем что	1	2
198	своего рода	3	2
199	образом и	1	2
200	однако в	1	2
201	что этот	2	2
202	где нет	2	2
203	даже в	1	2
204	тем самым	4	2
205	не имеет	1	2
206	одна из	3	2
207	на него	2	2
208	не вполне	1	2
209	в руки	2	2
210	и далее	2	2
211	в городе	1	2
212	нет ни	1	2
213	отличается от	1	2
214	к тому	1	2
215	за что	1	2
216	но при	1	2
217	только то	1	2
218	на той	1	2
219	и сам	5	2
220	что у	4	2
221	с собой	1	2
222	когда в	1	2
223	ничего не	4	2
224	сводится к	2	2
225	как у	3	2
226	в античной	3	2
227	все время	2	2
228	в лице	4	2
229	или же	1	2
230	самого себя	1	2
231	еще одну	1	2
232	мы знаем	1	2
233	не так	2	2
234	всяком случае	2	2
235	смерти и	1	2
236	что они	4	2
237	а с	3	2
238	и др	3	2
239	что не	3	2
240	такое понимание	1	2
241	не означает	2	2
242	а не	6	2
243	уже давно	1	2
244	него в	2	2
245	так же	5	2
246	к себе	1	2
247	что же	1	2
248	отношению к	3	2
249	стороны и	1	2
250	значит что	1	2
251	влечет за	2	2
252	под названием	1	2
253	для нас	1	2
254	в этих	1	2
255	смерти в	1	2
256	не есть	1	2
257	но эти	2	2
258	с ними	2	2
259	в последнем	1	2
260	героя в	4	2
261	я могу	1	2
262	точно так	1	2
263	во всяком	2	2
264	с новыми	1	1
265	вряд ли	1	1
266	речь идет	1	1
267	соответствии с	4	1
268	одним из	3	1
269	но кто	1	1
270	относится и	2	1
271	таком случае	2	1
272	по адресу	1	1
273	не видим	1	1
274	с кем	1	1
275	в связи	1	1
276	только потому	1	1
277	и есть	2	1
278	которые были	1	1
279	нас на	1	1
280	в какой-то	1	1
281	со всех	1	1
282	очень точно	1	1
283	что если	1	1
284	так я	1	1
285	очень интересны	1	1
286	вскоре он	1	1
287	если герой	1	1
288	этом не	1	1
289	со смертью	1	1
290	еще с	1	1
291	эта функция	1	1
292	это сказывается	1	1
293	же что	1	1
294	перенесенный в	1	1
295	бы с	1	1
296	всех сторон	1	1
297	там нет	2	1
298	месте в	1	1
299	материальной жизни	1	1
300	не имел	1	1
301	за это	1	1
302	что его	2	1
303	во всех	1	1
304	то мы	1	1
305	на чудесной	1	1
306	как правило	2	1
307	не все	1	1
308	он будет	1	1
309	отличие от	2	1
310	такой силой	1	1
311	тут же	2	1
312	не просто	1	1
313	тесно связан	1	1
314	в истории	2	1
315	же с	9	1
316	этого развития	1	1
317	не хватает	1	1
318	и нет	1	1
319	не хочешь	1	1
320	этой стороны	1	1
321	однако не	1	1
322	подробную разработку	1	1
323	встрече с	1	1
324	во дворце	1	1
325	хотя и	4	1
326	как уже	1	1
327	его к	1	1
328	и к	1	1
329	более глубокую	1	1
330	в этот	2	1
331	выше мы	1	1
332	в целом	6	1
333	сказать о	1	1
334	до меня	1	1
335	сил в	1	1
336	связанного с	1	1
337	обнаруживает в	1	1
338	в случае	1	1
339	и если	2	1
340	положение что	1	1
341	к выводу	1	1
342	в первую	1	1
