N	3gram	Medvedev_V_1	Myshleni
1	для того чтобы	3	18
2	в том что	5	13
3	не только не	2	9
4	по сравнению с	1	7
5	так же как	1	7
6	к тому что	3	6
7	по отношению к	7	5
8	то же самое	1	5
9	в данном случае	1	5
10	с одной стороны	2	5
11	этой точки зрения	2	4
12	то о чем	1	4
13	в самом деле	1	4
14	с этой точки	1	4
15	вместе с тем	3	4
16	не может быть	8	4
17	о том что	3	4
18	одной стороны и	2	3
19	до сих пор	1	3
20	в этом отношении	13	3
21	одно и то	1	3
22	и то же	1	3
23	можно сказать что	4	3
24	по этому поводу	7	3
25	нет и не	1	2
26	какой мере не	1	2
27	в какой мере	1	2
28	именно в этом	1	2
29	ни в какой	1	2
30	неизбежно приводит к	1	2
31	то время как	1	2
32	же как и	1	2
33	в то время	1	2
34	не могут не	2	2
35	и вместе с	1	2
36	приводит к тому	1	2
37	в этом и	2	2
38	не чем иным	1	2
39	чем иным как	1	2
40	в свою очередь	1	2
41	в конечном счете	5	2
42	таким образом в	2	2
43	если бы все	1	2
44	к этому же	1	1
45	и связанное с	1	1
46	и есть то	1	1
47	если все эти	1	1
48	в силу этого	4	1
49	не удивительно поэтому	1	1
50	в которой он	1	1
51	очевидно что такое	1	1
52	очевидно что в	1	1
53	о природе и	1	1
54	подобно тому как	2	1
55	в том числе	2	1
56	также и в	2	1
57	а не по	1	1
58	говорят об одном	1	1
59	в соответствии с	1	1
60	в этом смысле	1	1
61	в том же	1	1
62	удивительно поэтому что	1	1
63	в силу того	1	1
64	только в том	2	1
65	и не может	2	1
66	в зависимости от	5	1
67	естественно что эта	1	1
68	того что мы	1	1
69	и непосредственно как	1	1
70	не удивительно что	3	1
71	что он не	1	1
72	по аналогии с	1	1
73	и во всех	1	1
74	том числе и	2	1
75	заключает в себе	1	1
76	в каком направлении	1	1
77	можно было бы	2	1
78	кроме того что	1	1
79	в процессе формирования	1	1
80	прямо и непосредственно	1	1
81	одном и том	2	1
82	есть то что	1	1
83	к двум основным	1	1
84	в этой области	3	1
85	того чтобы понять	1	1
86	в целом и	1	1
87	свести к двум	1	1
88	мы знаем не	1	1
89	не только в	2	1
90	и том же	2	1
91	проявляется не только	1	1
92	сама по себе	1	1
93	после всего сказанного	1	1
94	во всех этих	1	1
95	никогда не может	1	1
96	с другой стороны	8	1
97	не только для	1	1
98	об одном и	1	1
99	не могут быть	1	1
100	во всяком случае	1	1
101	все эти примеры	1	1
102	в целом но	1	1
103	как и весь	1	1
104	тенденций в процессе	1	1
105	это и есть	3	1
106	этом и заключается	2	1
107	как это мы	1	1
108	но и для	1	1
109	может быть выражена	1	1
110	в этом заключается	1	1
111	той или иной	1	1
112	но и он	2	1
113	и ту же	1	1
114	после того как	1	1
115	между собой не	1	1
116	всего сказанного выше	2	1
117	в то же	5	1
118	говорит что если	1	1
119	мы имеем дело	1	1
120	таким образом даже	2	1
121	одну и ту	1	1
122	обратил внимание на	1	1
123	таким образом по	2	1
124	только тогда когда	1	1
125	прежде всего не	2	1
126	в конце концов	2	1
