N	3gram	Bakhtin_sl_1	Problemy
1	то же время	12	12
2	в то же	12	12
3	с самого начала	1	8
4	в отношении к	6	7
5	и т п	23	6
6	не может быть	1	6
7	и в то	5	5
8	себе самому и	1	5
9	во всяком случае	5	5
10	с точки зрения	8	4
11	бы то ни	1	4
12	то ни было	1	4
13	его отношение к	1	4
14	и прежде всего	1	4
15	на протяжении всего	1	4
16	а между тем	2	3
17	как и у	1	3
18	по крайней мере	1	3
19	и не в	1	3
20	но в то	4	3
21	и все это	1	3
22	с другой стороны	4	3
23	может войти в	1	2
24	еще далеко не	1	2
25	в той или	9	2
26	а вовсе не	2	2
27	в этом случае	2	2
28	и не может	2	2
29	хотя бы и	3	2
30	не входит в	1	2
31	в отличие от	1	2
32	его внутренняя речь	1	2
33	и в этом	2	2
34	которого он в	1	2
35	о том что	1	2
36	в чужих устах	1	2
37	так и в	3	2
38	никогда не бывает	1	2
39	выходит за пределы	3	2
40	той или иной	9	2
41	тем не менее	1	2
42	друг с другом	2	2
43	в большинстве случаев	6	2
44	именно потому что	1	2
45	и т д	5	2
46	как мы видели	1	2
47	в пределах одного	1	2
48	точки зрения на	3	1
49	в своей основной	1	1
50	но как мы	1	1
51	прежде всего как	1	1
52	и от него	1	1
53	непосредственной интенциональности и	1	1
54	слово как бы	1	1
55	прежде всего в	1	1
56	бы ни был	1	1
57	большей или меньшей	4	1
58	и в особенности	4	1
59	громадное значение в	1	1
60	и в отношении	1	1
61	в том и	2	1
62	самого начала в	1	1
63	в нем и	1	1
64	же время он	1	1
65	до сих пор	2	1
66	как мы сказали	4	1
67	на свой предмет	1	1
68	как в отношении	1	1
69	таким образом на	1	1
70	оставаясь в пределах	1	1
71	на самом же	1	1
72	в этом отношении	1	1
73	одного синтаксического целого	2	1
74	как мы уже	2	1
75	и нуждается в	1	1
76	рано или поздно	1	1
77	в монологическом высказывании	2	1
78	со всех сторон	1	1
79	скрещиваются между собой	1	1
80	но и эти	1	1
81	у него нет	1	1
82	с таким же	1	1
83	к одному из	1	1
84	пародийная стилизация высокого	1	1
85	к тому что	2	1
86	как бы через	1	1
87	в значительной степени	1	1
88	в большей или	3	1
89	и столь же	1	1
90	в данном случае	3	1
91	начинает звучать как	1	1
92	и заставляет его	1	1
93	лежит в основе	1	1
94	и на протяжении	1	1
95	со всею ясностью	1	1
96	и все его	1	1
97	не в самом	1	1
98	своему предмету но	1	1
99	не столько в	1	1
100	и не было	1	1
101	и ничего не	1	1
102	и то же	2	1
103	или меньшей степени	3	1
104	более того каждый	1	1
105	может быть и	1	1
106	к своему предмету	1	1
107	одно и то	2	1
108	со своим словом	1	1
109	сам же он	1	1
110	можно прямо сказать	1	1
111	отношение к чужому	2	1
112	пределах одного синтаксического	1	1
113	том и в	2	1
114	и в том	2	1
115	и во всяком	1	1
116	определяется прежде всего	2	1
117	как бы не	1	1
118	очень далек от	1	1
119	оно может лишь	1	1
120	может быть не	1	1
121	неразрывной связи с	1	1
122	остановимся еще на	1	1
123	речь и его	1	1
124	там где они	1	1
125	он и строит	1	1
126	все эти слова	1	1
127	как и в	1	1
128	в свою очередь	2	1
129	из них он	1	1
130	не только не	1	1
131	же не только	1	1
132	но в этом	1	1
133	слова и в	1	1
134	самом же деле	1	1
135	мы сказали и	1	1
136	можно сказать что	1	1
137	ему ни в	1	1
138	или во всяком	2	1
139	но и по	1	1
140	как бы ни	2	1
141	бы они ни	1	1
142	они ни были	1	1
143	с чужим словом	8	1
144	его речь и	1	1
145	на слушателя и	3	1
146	входящих в роман	1	1
147	в узком смысле	10	1
148	рассказчика и в	1	1
149	или иной степени	9	1
150	для того чтобы	1	1
151	в том что	1	1
152	и в другом	2	1
