N	3gram	Bakhtin_Fr_5	Mirosoze
1	не может быть	2	17
2	вместе с тем	1	5
3	и в этой	1	4
4	потому что в	1	3
5	и в самом	1	3
6	по отношению к	1	2
7	он не может	1	2
8	до сих пор	3	2
9	что он не	1	2
10	но он не	1	2
11	в нем не	3	2
12	в то время	2	2
13	с тем он	1	2
14	для того чтобы	6	2
15	он не только	2	2
16	что иное как	1	1
17	потому что он	3	1
18	и потому она	1	1
19	ничего не остается	1	1
20	в самом деле	1	1
21	своем художественном творчестве	1	1
22	бы он ни	1	1
23	к нему не	1	1
24	в своей книге	1	1
25	как и все	1	1
26	в отличие от	2	1
27	то есть во	1	1
28	что ему удалось	1	1
29	но это не	1	1
30	он ни был	1	1
31	что в своей	1	1
32	не было ничего	1	1
33	может быть и	1	1
34	в необходимости и	3	1
35	в своем художественном	1	1
36	более чем кто-либо	1	1
37	не остается кроме	1	1
38	что в основе	1	1
39	в значительной степени	1	1
40	так как они	2	1
41	быть и речи	1	1
42	во всех этих	1	1
43	не только для	2	1
44	в самой жизни	2	1
45	одна и та	1	1
46	и речи о	1	1
47	и в самой	1	1
48	на этом основании	1	1
49	его не только	1	1
50	как бы в	2	1
51	между тем как	1	1
52	от того что	1	1
53	что и в	1	1
54	нужно сказать что	2	1
55	и его особая	1	1
56	о том что	1	1
57	с ним может	1	1
58	не что иное	1	1
59	можно было бы	2	1
60	в нем есть	1	1
61	был одним из	1	1
62	и та же	1	1
63	от мира сего	1	1
64	в себе в	1	1
65	в том что	6	1
66	в его время	1	1
67	но и с	1	1
