N	3gram	Potebnia_M_2	FransuaR
1	то же время	2	6
2	в то же	2	6
3	до сих пор	4	4
4	в связи с	1	4
5	большей или меньшей	1	3
6	на самом деле	2	3
7	в отличие от	1	3
8	для того чтобы	2	3
9	и в других	1	2
10	одной и той	1	2
11	вместе с нею	1	2
12	по сравнению с	1	2
13	в большей или	1	2
14	и той же	1	2
15	не может быть	2	2
16	о том что	1	2
17	как и в	1	2
18	смысле этого слова	3	1
19	но только не	1	1
20	прежде всего на	1	1
21	дело в том	1	1
22	с одним из	1	1
23	подобно тому как	4	1
24	и все остальные	2	1
25	но даже и	1	1
26	о том как	1	1
27	в этом случае	1	1
28	одновременно не только	1	1
29	потому что не	1	1
30	может быть только	1	1
31	и не может	1	1
32	нетрудно заметить что	1	1
33	в таких случаях	1	1
34	бы то ни	1	1
35	и др и	1	1
36	в собственном смысле	1	1
37	встречаем и у	1	1
38	к больному месту	2	1
39	в применении к	1	1
40	в том чтобы	1	1
41	то ни было	1	1
42	то сам он	1	1
43	нельзя не согласиться	1	1
44	и в этом	1	1
45	далеко не сразу	1	1
46	во втором случае	1	1
47	во всех отношениях	1	1
48	то что он	1	1
49	так одна из	1	1
50	во всяком случае	7	1
51	с другой стороны	2	1
52	само по себе	2	1
53	может быть названа	1	1
54	они связаны с	1	1
55	мы видели что	1	1
56	что они не	1	1
57	одно из них	1	1
58	во всех этих	1	1
59	вряд ли можно	1	1
60	тому как в	1	1
61	между тем как	2	1
62	даже и в	1	1
63	в свою очередь	6	1
64	в одном из	1	1
65	с самого начала	2	1
66	и в самом	1	1
67	в человеке это	1	1
68	мы знаем что	1	1
69	этого не делает	1	1
70	что во время	1	1
71	в целом как	1	1
72	него как для	1	1
73	но все эти	1	1
74	каждый из этих	1	1
75	это как бы	1	1
76	для него как	1	1
77	но все же	1	1
78	в том что	7	1
79	что и в	1	1
