N	3gram	Bakhtin_Fr_5	Psycholo
1	в том что	6	17
2	для того чтобы	6	13
3	в самом деле	1	11
4	с точки зрения	2	10
5	не может быть	2	8
6	так же точно	1	7
7	то же самое	2	6
8	на самом деле	4	5
9	до сих пор	3	5
10	в этом отношении	5	5
11	что в основе	1	4
12	и той же	1	4
13	можно было бы	2	4
14	так же как	4	4
15	в данном случае	2	4
16	тем не менее	1	4
17	о том что	1	4
18	и в самом	1	4
19	одной и той	1	4
20	в то время	2	3
21	в конечном счете	1	3
22	что и в	1	3
23	том что в	1	2
24	на том же	1	2
25	те же самые	1	2
26	он не может	1	2
27	что он не	1	2
28	как и в	1	2
29	и что в	1	2
30	начала и до	1	2
31	потому что она	2	2
32	и таким образом	1	2
33	с мясом в	1	2
34	то же время	9	2
35	что в этой	1	2
36	в свою очередь	1	2
37	ту же самую	1	2
38	в то же	9	2
39	мы видим что	2	2
40	же точно и	1	2
41	и того же	1	1
42	что иное как	1	1
43	сказать что большинство	1	1
44	в чем же	2	1
45	потому что в	1	1
46	в ней и	1	1
47	в его творчестве	1	1
48	на самой границе	1	1
49	находим в романе	1	1
50	он не только	2	1
51	о том как	2	1
52	и целый ряд	1	1
53	же как и	2	1
54	ни на какую	1	1
55	он все же	1	1
56	не имеют ничего	1	1
57	рассказывает о том	1	1
58	в отличие от	2	1
59	не имеет никакого	1	1
60	и та же	1	1
61	мы находим в	2	1
62	все действующие лица	1	1
63	но он не	1	1
64	и во всех	3	1
65	и что кроме	1	1
66	тем что она	1	1
67	и это очень	1	1
68	в основе своей	1	1
69	вместе с тем	1	1
70	не похожи на	1	1
71	это очень важно	2	1
72	и в частности	1	1
73	потому что он	3	1
74	от того что	1	1
75	то время которое	1	1
76	и если в	1	1
77	и он должен	1	1
78	целый ряд других	1	1
79	по своему существу	1	1
80	они принадлежат к	1	1
81	по тому же	2	1
82	в одном случае	1	1
83	он полагает что	1	1
84	в связи с	5	1
85	к самым ранним	1	1
86	и в основе	1	1
87	а потому и	1	1
88	одна и та	1	1
89	и мы можем	1	1
90	друг с другом	2	1
91	есть не что	1	1
92	на этом основании	1	1
93	связи с этим	3	1
94	ничего общего с	1	1
95	нужно сказать что	2	1
96	именно потому что	1	1
97	можно сказать что	2	1
98	одного и того	1	1
99	не по существу	1	1
100	друг от друга	1	1
101	связывает их с	1	1
102	в другом случае	1	1
103	после того как	1	1
104	по этому поводу	1	1
105	не что иное	1	1
106	так как он	1	1
107	имеют ничего общего	1	1
