N	2gram	Losev_Vlad_1	Dialekti
1	не есть	1	54
2	и не	17	27
3	а не	1	26
4	точки зрения	2	25
5	и т	2	24
6	и в	31	24
7	есть нечто	1	23
8	не только	24	23
9	т д	2	23
10	что такое	2	21
11	не может	6	19
12	не просто	1	18
13	ничего не	3	17
14	и есть	1	16
15	и что	6	15
16	что все	2	14
17	то что	18	14
18	в таком	1	14
19	таким образом	3	13
20	что он	12	13
21	вовсе не	5	13
22	может быть	6	13
23	и даже	15	13
24	есть только	1	12
25	того что	2	12
26	не менее	2	11
27	что же	5	11
28	отнюдь не	3	10
29	тем не	2	10
30	только не	1	10
31	она есть	1	10
32	не существует	1	10
33	есть не	1	9
34	что она	2	9
35	ни в	2	9
36	но и	19	9
37	в этом	14	8
38	и как	4	8
39	учение о	2	8
40	так что	10	8
41	в виде	3	8
42	прежде всего	1	8
43	что мы	2	8
44	том что	14	8
45	это и	2	7
46	в самом	2	7
47	как и	4	7
48	никогда не	9	7
49	как раз	7	7
50	потому что	11	7
51	ясно что	2	7
52	только на	3	7
53	но что	3	7
54	даже и	9	7
55	в особенности	4	7
56	что в	14	7
57	самом деле	1	6
58	что иное	1	6
59	я не	4	6
60	иное как	1	6
61	то же	6	6
62	об этом	7	6
63	и с	14	6
64	больше ничего	1	6
65	если бы	1	6
66	что и	5	6
67	и только	1	6
68	о том	11	6
69	история и	1	6
70	так как	8	6
71	даже не	2	6
72	и пр	1	6
73	и все	4	6
74	все это	5	6
75	кроме того	7	6
76	но если	1	6
77	не что	1	6
78	вопрос о	1	5
79	что его	4	5
80	хотя и	4	5
81	и к	6	5
82	он не	10	5
83	одно и	1	5
84	так и	6	5
85	было бы	2	5
86	от отца	1	5
87	в них	2	5
88	мы не	1	5
89	и тогда	1	5
90	в том	11	5
91	в то	8	5
92	и притом	3	5
93	и сама	1	5
94	и его	7	5
95	только в	9	5
96	уже не	3	5
97	одно из	1	5
98	что не	1	5
99	что для	4	5
100	как это	7	5
101	с этой	1	5
102	но это	3	5
103	или не	1	5
104	личности и	1	5
105	жизни и	5	5
106	как на	2	5
107	и то	10	4
108	чего не	1	4
109	и больше	1	4
110	и ничего	1	4
111	время как	1	4
112	мы и	4	4
113	первый план	2	4
114	в чем	2	4
115	нет и	2	4
116	в истории	4	4
117	конечно не	2	4
118	собственно говоря	3	4
119	это не	1	4
120	истории и	1	4
121	на первый	2	4
122	же тут	1	4
123	тому что	1	4
124	как о	1	4
125	но только	3	4
126	от того	1	4
127	не могут	1	4
128	а что	1	4
129	и это	2	4
130	то время	2	4
131	можно только	1	4
132	жизнь и	3	4
133	о нем	7	4
134	к тому	3	4
135	с другой	3	4
136	богословия и	1	4
137	веры и	2	4
138	для него	7	4
139	говорит о	1	4
140	у нас	6	4
141	так же	1	4
142	где же	2	4
143	хотя бы	2	4
144	только что	2	4
145	е в	7	4
146	сказать что	7	4
147	мы уже	7	3
148	той же	2	3
149	и тут	2	3
150	но даже	2	3
151	и на	3	3
152	за пределы	3	3
153	и я	2	3
154	в одной	1	3
155	в своем	4	3
156	все же	3	3
157	все эти	3	3
158	но его	2	3
159	тем более	2	3
160	на то	5	3
161	в нем	4	3
162	в силу	1	3
163	не будет	1	3
164	он и	6	3
165	и без	1	3
166	мир и	1	3
167	не в	5	3
168	особого рода	2	3
169	раз и	3	3
170	из которых	1	3
171	тем самым	2	3
172	она не	1	3
173	одна из	1	3
174	но она	3	3
175	на себя	3	3
176	же время	4	3
177	во всем	4	3
178	уже и	2	3
179	а мы	1	3
180	и о	2	3
181	эти факты	1	3
182	это было	6	3
183	к нему	4	3
184	вопрос об	1	3
185	это же	1	3
186	с одной	1	3
187	то и	2	3
188	из них	2	3
189	мы знаем	2	3
190	материи но	1	3
191	друг друга	1	3
192	случае не	1	3
193	тем что	2	3
194	и объект	1	3
195	для того	2	3
196	в каком	2	3
197	не было	5	3
198	его как	1	3
199	одной стороны	1	3
200	он будет	2	3
201	сравнении с	1	3
202	на свете	1	3
203	если не	3	3
204	и от	5	3
205	и ни	2	3
206	ни к	1	3
207	в сравнении	1	3
208	все что	2	3
209	необходимым образом	1	2
210	что отнюдь	1	2
211	также и	10	2
212	в частности	2	2
213	а из	1	2
214	факт и	1	2
215	только потому	1	2
216	субъект и	1	2
217	не имеют	1	2
218	если я	1	2
219	что если	1	2
220	в разные	1	2
221	целые десятки	1	2
222	что можно	1	2
223	и он	3	2
224	в ней	1	2
225	еще не	2	2
226	на них	1	2
227	всего этого	1	2
228	бы то	1	2
229	с его	11	2
230	веры но	1	2
231	но не	3	2
232	и материализм	1	2
233	его на	2	2
234	и всякой	3	2
235	исторический процесс	1	2
236	но в	12	2
237	то в	1	2
238	ни один	1	2
239	от бога	1	2
240	из этих	2	2
241	в себе	4	2
242	тому же	2	2
243	но на	3	2
244	и если	5	2
245	при этом	2	2
246	раз навсегда	1	2
247	и вот	3	2
248	что у	4	2
249	и по	8	2
250	на этом	2	2
251	а когда	1	2
252	говорил что	1	2
253	только одно	1	2
254	догмат и	1	2
255	одному тому	1	2
256	на основании	2	2
257	и уже	1	2
258	несмотря на	4	2
259	она была	2	2
260	от своего	1	2
261	всяком случае	2	2
262	в их	1	2
263	от его	1	2
264	их в	1	2
265	что этот	3	2
266	с которой	1	2
267	иной раз	6	2
268	не меньше	1	2
269	что их	1	2
270	следовательно и	1	2
271	того и	2	2
272	о ней	1	2
273	учения о	1	2
274	очень мало	2	2
275	меня и	1	2
276	не вполне	1	2
