N	2gram	Vinokur_Ku_3	Analitik
1	тогда как	1	19
2	в этом	16	18
3	не только	17	16
4	и в	23	16
5	в частности	2	16
6	так и	6	15
7	как и	5	14
8	своего рода	2	12
9	но и	3	12
10	и не	10	12
11	том что	11	12
12	в том	22	12
13	иначе говоря	2	11
14	в качестве	2	11
15	при этом	6	10
16	могут быть	6	10
17	а не	11	10
18	как бы	5	10
19	лишь в	8	9
20	ничего не	6	9
21	в пределах	2	9
22	всего лишь	1	8
23	в целом	4	8
24	состоит в	2	8
25	в данном	7	8
26	не случайно	4	8
27	отнюдь не	3	8
28	к тому	3	7
29	а также	4	7
30	о том	6	7
31	в себе	1	7
32	то что	4	7
33	в самом	13	6
34	и на	1	6
35	но в	2	6
36	говорить о	6	6
37	может быть	14	6
38	с другой	7	6
39	как это	7	6
40	текста в	1	6
41	на себя	2	5
42	в сторону	1	5
43	и к	3	5
44	данном случае	4	5
45	с одной	4	5
46	в контексте	1	5
47	того же	4	4
48	между двумя	1	4
49	по преимуществу	3	4
50	в сущности	4	4
51	столь же	4	4
52	но не	3	4
53	по отношению	3	4
54	за пределы	2	4
55	как в	4	4
56	в своем	4	4
57	хотя и	5	4
58	он в	2	4
59	тому же	3	4
60	читателя в	1	4
61	на этом	2	4
62	то же	6	4
63	не с	2	4
64	и тем	6	4
65	тем самым	4	4
66	для него	1	4
67	точки зрения	23	4
68	не в	5	4
69	только не	1	4
70	не менее	12	4
71	можно сказать	2	4
72	только в	6	4
73	и его	1	4
74	уже не	8	4
75	не так	3	4
76	как раз	4	4
77	одной стороны	4	4
78	не может	6	4
79	этом случае	4	4
80	о его	1	4
81	все это	2	4
82	отношению к	2	4
83	я и	3	3
84	и то	1	3
85	на две	1	3
86	в их	6	3
87	в конечном	1	3
88	мы имеем	2	3
89	что касается	1	3
90	как уже	1	3
91	в нашем	7	3
92	однако при	1	3
93	и если	2	3
94	его от	1	3
95	удивительно что	1	3
96	несмотря на	1	3
97	не мог	1	3
98	в эту	1	3
99	не столько	4	3
100	на фоне	7	3
101	не удивительно	1	3
102	тем не	9	3
103	по крайней	1	3
104	случае в	1	3
105	на себе	1	3
106	как о	3	3
107	никогда не	1	3
108	казалось бы	1	3
109	сводится к	1	3
110	тем что	5	3
111	как будто	1	3
112	что на	3	3
113	ни о	1	3
114	той или	5	3
115	как мы	5	3
116	приводит к	1	3
117	можно было	11	3
118	в результате	3	3
119	если бы	8	3
120	в словах	1	3
121	одного из	1	3
122	того или	3	3
123	что и	6	3
124	крайней мере	1	3
125	одной из	1	3
126	с ними	1	3
127	я в	3	3
128	обращает на	1	3
129	со стороны	1	3
130	или иной	7	3
131	именно в	3	3
132	было бы	16	3
133	в речи	1	3
134	в рамках	5	3
135	или иного	3	3
136	тому как	2	3
137	в первой	1	3
138	этого слова	4	3
139	прежде всего	9	3
140	себя внимание	2	3
141	а в	5	3
142	не знает	2	3
143	по поводу	3	3
144	речь идет	3	2
145	отношения к	1	2
146	таком случае	2	2
147	той же	3	2
148	во времени	1	2
149	в изложении	1	2
150	еще не	9	2
151	на основе	1	2
152	конечном счете	1	2
153	в общем	6	2
154	отличие от	2	2
155	и я	2	2
156	оказывается не	1	2
157	в противоположность	1	2
158	первой же	1	2
159	он не	3	2
160	от которого	1	2
161	переходит от	1	2
162	что она	5	2
163	таким образом	9	2
164	в одну	1	2
165	что все	2	2
166	на этой	1	2
167	е к	2	2
168	на протяжении	2	2
169	этом смысле	1	2
170	по себе	6	2
171	в этих	2	2
172	в своей	4	2
