N	2gram	Losev_Prob_3	PoTuStor
1	может быть	28	17
2	и в	44	16
3	в этом	17	9
4	таким образом	9	9
5	и только	6	9
6	мы можем	6	9
7	прежде всего	3	9
8	и с	9	8
9	точки зрения	5	8
10	и его	5	8
11	не может	7	8
12	совершенно не	4	8
13	не только	14	7
14	сказать что	16	7
15	самом деле	3	6
16	при этом	4	6
17	с точки	2	6
18	и это	9	6
19	для него	3	6
20	и к	6	6
21	еще не	5	5
22	в чем	4	5
23	все эти	7	5
24	что такое	3	5
25	только для	1	5
26	ни в	8	5
27	нуждается в	1	5
28	в него	1	5
29	как бы	9	5
30	на самом	7	4
31	и ее	3	4
32	и на	1	4
33	отнюдь не	10	4
34	но в	12	4
35	в этой	3	4
36	в нем	9	4
37	и может	2	4
38	его в	3	4
39	в один	1	4
40	мысли и	1	4
41	все это	5	4
42	как мы	8	4
43	с ее	2	4
44	так и	10	4
45	но мы	1	4
46	можно сказать	6	4
47	в его	9	4
48	а потому	1	4
49	только в	19	4
50	для всех	1	4
51	так как	9	4
52	и даже	14	4
53	но и	10	4
54	и не	35	4
55	и все	3	4
56	хотя бы	3	4
57	отношения к	3	3
58	едва ли	5	3
59	и значение	3	3
60	во всех	2	3
61	и есть	5	3
62	и как	3	3
63	и художественного	1	3
64	учение о	1	3
65	с их	2	3
66	том что	12	3
67	во время	1	3
68	сих пор	2	3
69	в одном	1	3
70	по крайней	5	3
71	и притом	4	3
72	в основе	2	3
73	до сих	2	3
74	чем не	3	3
75	по сравнению	2	3
76	с другими	3	3
77	крайней мере	5	3
78	и она	1	3
79	в том	21	3
80	только на	5	3
81	всяком случае	6	3
82	даже не	2	3
83	но оно	3	3
84	вместе с	2	3
85	и потому	7	3
86	как это	2	3
87	сравнению с	2	3
88	могут быть	2	3
89	что в	8	3
90	в этих	2	3
91	а в	5	3
92	то что	23	3
93	только как	1	3
94	жизни и	6	3
95	во всяком	9	3
96	же как	3	2
97	в самом	3	2
98	и этот	1	2
99	мы уже	4	2
100	мы не	7	2
101	и о	5	2
102	говорить о	3	2
103	того же	2	2
104	и говорить	1	2
105	между собой	1	2
106	из этих	1	2
107	совсем не	2	2
108	но как	4	2
109	за пределы	5	2
110	меньше всего	1	2
111	с этим	2	2
112	в этот	1	2
113	что это	3	2
114	но ведь	1	2
115	вообще не	1	2
116	он не	8	2
117	момента в	1	2
118	нашего времени	1	2
119	и по	2	2
120	то же	13	2
121	по своему	2	2
122	связанные с	1	2
123	нечего и	1	2
124	было бы	8	2
125	в жизни	1	2
126	по всему	1	2
127	в них	1	2
128	как и	10	2
129	между собою	2	2
130	потому и	1	2
131	на первый	4	2
132	в своей	5	2
133	знаем что	1	2
134	и вся	1	2
135	не менее	10	2
136	не нуждается	1	2
137	всей их	1	2
138	никогда не	6	2
139	только и	8	2
140	что на	1	2
141	в каком	4	2
142	не могут	1	2
143	что оно	2	2
144	только то	2	2
145	в пределах	1	2
146	быть может	1	2
147	для этого	6	2
148	и вообще	8	2
149	с ним	7	2
150	о том	6	2
151	другими словами	6	2
152	для нас	16	2
153	что и	9	2
154	во всей	3	2
155	может иметь	3	2
156	сделать это	1	2
157	образов и	3	2
158	что он	9	2
159	и действительно	1	2
160	поэтому и	2	2
161	всех его	1	2
162	со всеми	1	2
163	есть в	3	2
164	не имеющие	1	2
165	с нею	2	2
166	да еще	2	2
167	не можем	1	2
168	если мы	16	2
169	об его	4	2
170	в начале	2	2
171	за счет	2	2
172	в душе	1	2
173	и других	1	2
174	цели и	1	2
175	у него	1	2
176	момент в	1	2
177	оно не	1	2
178	себя и	1	2
179	что не	1	2
180	не на	1	2
181	что мы	8	2
182	в одно	1	2
183	в частности	2	2
184	так же	5	2
185	с этой	3	2
186	но это	8	2
187	к другим	1	2
188	и для	2	2
189	не существует	1	2
190	но отнюдь	1	2
191	ни было	3	2
192	не есть	35	2
193	это делает	1	2
194	есть и	2	2
195	а может	2	2
196	ее в	1	2
197	к этому	1	2
198	можно назвать	1	2
199	они не	1	2
200	этим как	1	1
201	приходится сказать	1	1
202	и то	14	1
203	он может	1	1
204	словами и	1	1
205	это и	7	1
206	самый предмет	1	1
207	что эти	1	1
208	не имеют	4	1
209	случае нельзя	2	1
210	и могут	2	1
211	его не	2	1
212	мы имеем	2	1
213	что если	1	1
214	вопрос о	1	1
215	пока только	2	1
216	нам в	1	1
217	и новых	1	1
218	а для	1	1
219	но исключительно	1	1
220	оно есть	1	1
221	план в	1	1
222	из того	3	1
223	но даже	4	1
224	конечно и	1	1
225	же что	1	1
226	в ней	5	1
227	и самого	1	1
228	первый план	2	1
229	иное как	4	1
230	не был	2	1
231	бы то	4	1
232	этим не	2	1
233	нашем утверждении	1	1
234	чем это	1	1
235	но не	3	1
236	с самой	3	1
237	заметим что	1	1
238	теряет свой	1	1
239	значение и	5	1
240	ее самой	1	1
241	мы сейчас	2	1
242	что они	5	1
243	только путем	3	1
244	первый взгляд	2	1
245	в особом	1	1
246	общего с	3	1
247	дает нам	2	1
248	она как	1	1
249	все же	6	1
250	однако не	1	1
251	образом с	1	1
252	хотя и	5	1
253	когда он	2	1
254	но несмотря	1	1
255	круг и	2	1
256	не являются	2	1
257	это просто	1	1
258	и материальными	1	1
259	от этого	1	1
260	чего же	1	1
261	нас дальше	1	1
262	уже не	7	1
263	именно области	1	1
264	точку зрения	1	1
265	а во-вторых	1	1
266	сказать о	1	1
267	в нашем	5	1
268	значение так	1	1
269	сознания с	1	1
270	как он	1	1
271	во многих	1	1
272	по мнению	2	1
273	всей его	2	1
274	на его	1	1
275	что она	1	1
276	самодовления и	1	1
277	время и	2	1
278	но именно	2	1
279	а просто	1	1
280	наконец мы	1	1
281	идеи и	3	1
282	образом и	2	1
283	и связанные	1	1
284	из него	2	1
285	приходим к	1	1
286	подобно тому	1	1
287	с чем	2	1
288	мы говорили	2	1
289	от нее	1	1
290	то ни	6	1
291	одна на	1	1
292	как они	1	1
293	а то	3	1
294	различие между	1	1
295	конечно в	1	1
296	той же	1	1
297	лишь в	1	1
298	входит в	1	1
299	это было	2	1
300	может стать	1	1
301	мы сказали	1	1
302	за ней	1	1
303	мы считаем	1	1
304	не чем	1	1
305	для них	2	1
306	он является	3	1
307	с тем	5	1
308	несмотря на	1	1
309	жизни но	2	1
310	б не	1	1
311	этих областях	1	1
312	ясно из	1	1
313	и того	1	1
314	одного и	1	1
315	но если	6	1
316	от своего	1	1
317	и благодаря	1	1
318	никакому сомнению	1	1
319	но эта	3	1
320	не будем	2	1
321	этой плоскости	1	1
322	иным как	1	1
323	на другую	1	1
324	и общества	2	1
325	вещей и	1	1
326	однако в	2	1
327	и почти	1	1
328	общего не	1	1
329	человека но	3	1
330	же мы	1	1
331	можно ли	4	1
332	или что	1	1
333	иной раз	3	1
334	есть прежде	1	1
335	с теми	2	1
336	в эпоху	1	1
337	быть очень	5	1
338	тогда когда	1	1
339	дело в	4	1
340	только из	1	1
341	что иное	4	1
342	того чтобы	1	1
343	только не	1	1
344	не имеет	9	1
345	и всегда	2	1
346	ничего не	3	1
347	и вместо	1	1
348	они являются	1	1
349	очень мало	2	1
350	это именно	1	1
351	исследования мы	1	1
352	во всем	1	1
353	связи с	8	1
354	ничто не	2	1
355	со всякой	1	1
356	в виду	10	1
357	мы и	2	1
358	от того	2	1
359	они вполне	1	1
360	и такие	3	1
361	отличается от	4	1
362	же самое	9	1
363	к тому	3	1
364	бы он	1	1
365	той или	12	1
366	это содержание	1	1
367	для его	3	1
368	она же	1	1
369	совместно с	1	1
370	как некое	1	1
371	что при	2	1
372	она не	3	1
373	художественной образностью	1	1
374	ничего общего	7	1
375	на какую-нибудь	2	1
376	который только	2	1
377	из всего	1	1
378	без всякого	3	1
379	данном случае	7	1
380	только при	4	1
381	даже самое	2	1
382	и возможна	1	1
383	говорили что	1	1
384	отвлечься от	1	1
385	все оттенки	1	1
386	и что	7	1
387	если они	1	1
388	и сам	5	1
389	в другом	2	1
390	можно было	4	1
391	мог бы	1	1
392	предоставляет нам	1	1
393	к тем	1	1
394	как метафора	1	1
395	если бы	3	1
396	новых и	1	1
397	о ней	2	1
398	и деятельности	1	1
399	часто и	1	1
400	и здесь	5	1
401	в порядке	3	1
402	но к	1	1
403	внимание на	1	1
404	и та	1	1
405	говорит об	1	1
406	нас в	4	1
407	стал символом	1	1
408	говорить об	1	1
409	отметить что	1	1
410	и содержания	1	1
411	быть даже	3	1
412	нельзя сказать	2	1
413	и можно	2	1
414	герой нашего	1	1
415	происходит только	1	1
416	в свете	1	1
417	все время	1	1
418	каких бы	1	1
419	и об	1	1
420	для самого	2	1
421	что здесь	5	1
422	она служит	1	1
423	что только	1	1
424	словами мы	1	1
425	дело с	1	1
426	к их	2	1
427	их мы	1	1
428	никак нельзя	2	1
429	бы ни	1	1
430	мало общего	1	1
431	это же	3	1
432	делает его	1	1
433	с одной	2	1
434	в качестве	3	1
435	себя в	2	1
436	определения и	1	1
437	же и	4	1
438	уже в	3	1
439	и они	1	1
440	то и	5	1
441	выделить из	1	1
442	в нашей	2	1
443	это значение	2	1
444	а это	3	1
445	конечно нет	1	1
446	не будут	2	1
447	в известной	2	1
448	в конце	5	1
449	вовсе не	37	1
450	как его	1	1
451	случае не	3	1
452	и им	1	1
453	них мы	1	1
454	заметить что	1	1
455	не говорит	1	1
456	как раз	8	1
457	даже и	16	1
458	для того	1	1
459	настолько велико	1	1
460	без всякой	1	1
461	или иной	8	1
462	с другой	7	1
463	в лодке	1	1
464	на ее	2	1
465	здесь в	3	1
466	ни ее	1	1
467	являются только	3	1
468	представляет собою	1	1
469	а с	2	1
470	мы еще	1	1
471	что для	3	1
472	месте и	1	1
473	них и	1	1
474	у нас	10	1
475	всю нашу	1	1
476	одной стороны	1	1
477	на этот	4	1
478	а наоборот	1	1
479	зависит от	1	1
480	а не	18	1
481	с которым	1	1
482	именно так	3	1
483	жизнь в	3	1
484	из моментов	1	1
485	об ее	2	1
486	не всегда	1	1
487	в связи	7	1
488	имеет очень	1	1
489	и особенно	2	1
490	нам для	1	1
491	однако сказать	1	1
492	в данном	9	1
493	он будет	2	1
494	что же	8	1
495	а потом	1	1
496	быть только	1	1
497	наконец и	1	1
498	в уже	1	1
499	том смысле	3	1
500	быть не	1	1
501	есть то	3	1
502	о его	2	1
503	имеет значение	6	1
504	точно и	1	1
505	и собственно	1	1
506	мы скажем	2	1
507	в более	1	1
508	это уже	3	1
509	и часто	1	1
510	делает ее	1	1
511	жизни когда	1	1
512	при таком	2	1
513	формы и	3	1
514	она может	2	1
515	окажется какой-то	1	1
516	мы только	2	1
517	особого рода	1	1
518	и ни	3	1
519	мы должны	7	1
520	только что	2	1
521	же в	3	1
522	хотя в	1	1
523	по-видимому совершенно	1	1
524	к ее	1	1
525	по поводу	2	1
526	здесь только	7	1
527	ее только	1	1
528	нет ничего	6	1
529	с ней	5	1
530	а ведь	3	1
531	но этим	1	1
532	а во	1	1
533	является и	1	1
534	для нашего	1	1
535	метафоры и	4	1
536	не что	4	1
537	чем иным	1	1
538	себе но	1	1
539	и слов	1	1
540	в своих	1	1
541	этой точки	2	1
542	именно здесь	2	1
543	это в	2	1
544	ведь когда	1	1
545	как на	2	1
