N	2gram	Nazirov_Tv_2	Problema
1	и в	20	44
2	вовсе не	2	37
3	и не	9	35
4	не есть	1	35
5	то есть	5	34
6	может быть	8	28
7	по себе	1	25
8	потому что	7	25
9	не просто	1	23
10	то что	3	23
11	в том	8	21
12	только в	2	19
13	а не	6	18
14	в этом	8	17
15	для нас	1	16
16	сказать что	1	16
17	художественного произведения	1	14
18	не только	13	14
19	и даже	5	14
20	и т	13	13
21	то же	7	13
22	т д	11	13
23	не в	4	13
24	но в	4	12
25	том что	4	12
26	той или	1	12
27	так что	2	12
28	не является	3	11
29	то это	1	10
30	отнюдь не	4	10
31	так и	6	10
32	как и	6	10
33	не менее	2	10
34	некоторого рода	1	10
35	у нас	2	10
36	в виду	1	10
37	но и	8	10
38	не имеет	1	9
39	в нем	3	9
40	и с	8	9
41	художественный образ	1	9
42	это не	7	9
43	в то	10	9
44	и это	3	9
45	в его	10	9
46	что и	1	9
47	что он	6	9
48	как нечто	1	9
49	так как	3	9
50	как бы	11	9
51	таким образом	10	9
52	и от	4	9
53	во всяком	2	9
54	у гоголя	1	8
55	перед нами	1	8
56	в себе	3	8
57	он не	3	8
58	было бы	1	8
59	ни в	1	8
60	но это	5	8
61	и вообще	2	8
62	как раз	1	8
63	связи с	1	8
64	как мы	1	8
65	при помощи	2	8
66	или иной	1	8
67	что же	1	8
68	что в	7	8
69	это и	1	7
70	мы не	4	7
71	в связи	1	7
72	все эти	4	7
73	указывает на	1	7
74	ничего общего	1	7
75	с ним	3	7
76	и что	2	7
77	с другой	2	7
78	значит что	1	7
79	уже не	3	7
80	не может	7	7
81	и потому	4	7
82	в целом	6	6
83	все же	5	6
84	и к	1	6
85	о том	5	6
86	и если	2	6
87	у пушкина	3	6
88	ясно что	1	6
89	того или	1	6
90	но если	2	6
91	но только	1	6
92	никогда не	11	6
93	и только	2	6
94	всяком случае	2	6
95	сами по	1	6
96	такого рода	1	6
97	нет ничего	3	6
98	в виде	2	6
99	и есть	2	5
100	едва ли	2	5
101	еще не	5	5
102	а только	1	5
103	что они	4	5
104	хотя и	4	5
105	тоже не	2	5
106	и сам	5	5
107	в своей	6	5
108	нас не	1	5
109	является только	1	5
110	тем самым	4	5
111	как о	2	5
112	и его	9	5
113	и вполне	1	5
114	и о	1	5
115	и здесь	1	5
116	крайней мере	2	5
117	взятая в	1	5
118	или даже	2	5
119	в конце	6	5
120	не было	2	5
121	по крайней	2	5
122	так же	5	5
123	как в	4	5
124	этого слова	1	5
125	все это	6	5
126	а в	4	5
127	с ней	1	5
128	другой стороны	2	5
129	в таком	3	5
130	таком случае	2	4
131	мы уже	1	4
132	он сам	3	4
133	в чем	4	4
134	но как	1	4
135	тут же	2	4
136	чем же	1	4
137	то время	1	4
138	при этом	8	4
139	не считать	2	4
140	заключается в	1	4
141	и без	2	4
142	тому что	1	4
143	дело в	1	4
144	и является	1	4
145	только с	2	4
146	отличается от	1	4
147	в ее	2	4
148	можно было	1	4
149	с полным	2	4
150	д и	2	4
151	всякого рода	2	4
152	тем что	3	4
153	на этот	2	4
154	мы говорим	1	4
155	совершенно не	1	4
