N	3gram	Losev_Dial_1	Komedia
1	до сих пор	2	9
2	в том что	7	9
3	в самом деле	1	6
4	для того чтобы	1	6
5	в то же	4	4
6	о том что	2	4
7	то же время	4	4
8	с самого начала	1	4
9	к тому же	1	4
10	с точки зрения	12	3
11	и т п	2	3
12	в связи с	1	3
13	во всяком случае	2	3
14	с одной стороны	2	3
15	тем не менее	1	3
16	то же самое	1	3
17	хотя и не	1	2
18	в какой мере	1	2
19	так или иначе	1	2
20	по сравнению с	2	2
21	что он не	2	2
22	в этом отношении	2	2
23	вместе с ним	1	2
24	то время как	1	2
25	в конце концов	3	2
26	с другой стороны	4	2
27	в то время	1	2
28	но все же	1	2
29	но и все	1	1
30	потому что он	3	1
31	и тому же	1	1
32	я мог бы	2	1
33	и в своей	1	1
34	в виду что	1	1
35	более или менее	3	1
36	и чаще всего	1	1
37	а с точки	2	1
38	одной стороны и	2	1
39	и в то	2	1
40	в первую очередь	1	1
41	отнюдь не является	1	1
42	и не требует	1	1
43	на то что	4	1
44	каждом из них	1	1
45	об этом не	1	1
46	с которым они	1	1
47	несмотря на то	2	1
48	по крайней мере	4	1
49	об этом уже	1	1
50	и в частности	2	1
51	даже если бы	1	1
52	и не дает	1	1
53	в том чтобы	1	1
54	далеко не всегда	1	1
55	таким образом и	1	1
56	имеет ничего общего	3	1
57	и в отношении	1	1
58	собственного дома и	1	1
59	то что он	1	1
60	в разной степени	1	1
61	в себе самом	2	1
62	сих пор не	1	1
63	точки зрения одного	1	1
64	и о том	1	1
65	можно сказать что	3	1
66	и не должен	1	1
67	ничего общего с	3	1
68	точки зрения самого	2	1
69	к одному и	1	1
70	не с точки	2	1
71	если бы не	1	1
72	к тому что	2	1
73	в каждом из	2	1
74	друг от друга	1	1
75	т е о	2	1
76	в отношении к	1	1
77	друг с другом	1	1
78	из них есть	1	1
79	и в этом	3	1
80	так как он	2	1
81	не нуждается в	3	1
82	одному и тому	1	1
83	не имеет ничего	3	1
84	и т д	19	1
