N	2gram	Bakhtin_sl_1	FransuaR
1	и в	41	40
2	то есть	26	18
3	и его	14	17
4	у рабле	3	16
5	прежде всего	8	16
6	в этом	12	15
7	в романе	21	15
8	мы уже	2	13
9	не только	16	13
10	в его	13	13
11	и не	16	13
12	вовсе не	7	12
13	как и	4	11
14	но и	16	11
15	таким образом	9	10
16	как мы	8	10
17	в сущности	13	9
18	он не	3	9
19	в них	6	9
20	может быть	14	9
21	и все	4	9
22	и до	1	8
23	той же	2	8
24	и на	14	8
25	отношение к	7	8
26	все эти	9	8
27	и с	4	8
28	в том	3	8
29	у него	3	8
30	но в	8	8
31	то же	14	7
32	в своем	3	7
33	культуры и	1	7
34	он и	1	7
35	в виду	1	7
36	в одном	2	7
37	и др	14	7
38	в духе	2	7
39	во всех	17	6
40	в самом	5	6
41	в этих	2	6
42	в то	14	6
43	же время	12	6
44	связи с	2	6
45	связь с	2	6
46	и других	3	6
47	до конца	12	6
48	в той	10	6
49	в своей	7	6
50	к этому	2	6
51	в нем	30	5
52	со всеми	1	5
53	так сказать	5	5
54	в основе	5	5
55	и для	4	5
56	xx века	2	5
57	в особенности	8	5
58	те же	2	5
59	в литературе	1	5
60	мы видим	2	5
61	для него	3	5
62	не было	3	5
63	а не	15	5
64	как раз	2	5
65	смысле слова	2	4
66	также и	3	4
67	жизни и	1	4
68	из всех	1	4
69	в ней	4	4
70	в истории	3	4
71	жизнью и	1	4
72	было бы	3	4
73	ни в	1	4
74	том что	2	4
75	в эту	2	4
76	в их	4	4
77	даже в	2	4
78	того чтобы	1	4
79	у нас	2	4
80	о том	3	4
81	и о	2	4
82	так в	2	4
83	роль в	2	4
84	особенно в	1	4
85	и здесь	3	4
86	а также	2	4
87	и во	3	4
88	один из	4	4
89	только на	2	4
90	из них	3	4
91	так как	3	4
92	и даже	6	4
93	до сих	2	4
94	здесь в	4	4
95	и потому	4	4
96	в данном	3	4
97	сих пор	2	4
98	в основном	3	4
99	все это	5	4
100	для рабле	1	4
101	почти вовсе	5	4
102	еще более	5	4
103	на самом	2	3
104	и есть	1	3
105	брань и	1	3
106	он был	1	3
107	с его	4	3
108	отличие от	1	3
109	в этой	1	3
110	кроме того	4	3
111	и наконец	4	3
112	и к	5	3
113	в себе	3	3
114	мы чувствуем	1	3
115	связанные с	3	3
116	при этом	6	3
117	большей или	4	3
118	всех этих	4	3
119	для понимания	2	3
120	на протяжении	2	3
121	но именно	4	3
122	мы видели	1	3
123	в отличие	1	3
124	для этого	1	3
125	дело не	2	3
126	одна из	2	3
127	во всем	1	3
128	о нем	4	3
129	сущности только	1	3
130	они были	2	3
131	и стиля	2	3
132	правда не	2	3
133	и самое	2	3
134	здесь не	2	3
135	в ее	2	3
136	можно было	2	3
137	со всею	2	3
138	если бы	1	3
139	в другом	2	3
140	в значительной	1	3
141	между тем	2	3
142	нуждается в	1	3
143	что и	1	3
144	и следовательно	7	3
145	или меньшей	4	3
146	еще не	4	3
147	только в	6	3
148	поэтому и	3	3
149	так и	11	3
150	же и	2	3
151	в начале	1	3
152	в других	3	3
153	для того	2	3
154	и прежде	1	3
155	сказать что	2	3
156	там где	4	3
157	жизнь в	2	3
158	в частности	2	3
159	не может	14	3
160	вместе с	1	3
161	ко всем	1	3
162	как в	8	3
163	такого рода	2	3
164	во все	1	3
165	как бы	12	3
166	хотя он	1	3
167	в более	1	3
168	и от	4	3
169	жив и	1	3
170	но это	1	3
171	а в	6	3
172	слово в	10	3
173	между ними	2	3
174	они не	1	3
175	как известно	1	2
176	в обычном	1	2
177	одним из	4	2
178	например в	2	2
179	связана с	2	2
180	наших дней	1	2
181	того же	6	2
182	из самых	1	2
183	по преимуществу	4	2
184	века в	2	2
185	мы не	2	2
186	при анализе	1	2
187	и стиль	2	2
188	хотя бы	3	2
189	меньшей степени	4	2
190	которые он	1	2
191	не был	1	2
192	в последних	1	2
193	но не	2	2
194	до наших	1	2
195	его романа	1	2
196	в течение	1	2
197	все же	7	2
198	и той	2	2
199	его к	1	2
200	в этот	1	2
201	в которой	4	2
202	в целом	2	2
203	он в	5	2
204	из этих	3	2
205	выражение в	3	2
206	эпохи и	2	2
207	и если	1	2
208	на его	8	2
209	приведенные нами	1	2
210	не к	1	2
211	в плане	6	2
212	одной и	1	2
213	на этом	2	2
214	значительной степени	1	2
215	лишь в	4	2
216	форму и	1	2
217	ни одной	1	2
218	далеко не	5	2
219	характер и	1	2
220	от языка	3	2
221	в один	1	2
222	точки зрения	16	2
223	в котором	2	2
224	в условиях	2	2
225	его отношение	1	2
226	одном из	1	2
227	тонах и	1	2
228	но он	2	2
229	том же	4	2
230	не менее	1	2
231	дело в	1	2
232	и культурной	1	2
233	и форм	2	2
234	этом отношении	1	2
235	ему не	2	2
236	той или	9	2
237	и это	1	2
238	его произведения	1	2
239	момент в	1	2
240	данном случае	3	2
241	следовательно и	3	2
242	и сам	3	2
243	одного из	2	2
244	не исчерпывается	2	2
245	даны в	1	2
246	можно сказать	2	2
247	в разных	3	2
248	но здесь	3	2
249	тона и	1	2
250	и историческое	1	2
251	своей книге	1	2
252	образом в	3	2
253	с другой	5	2
254	нас в	2	2
255	язык и	10	2
256	в языке	5	2
257	это не	6	2
258	в большей	3	2
259	к нему	5	2
260	и так	1	2
261	включает в	1	2
262	но как	1	2
263	или же	1	2
264	и ее	3	2
265	в эти	1	2
266	эпохи но	1	2
267	конечно не	3	2
268	и у	2	2
269	и они	1	2
270	слова в	8	2
271	как его	5	2
272	в системе	1	2
273	на их	1	2
274	в форме	1	2
275	рядом с	4	2
276	не были	3	2
277	со всем	1	2
278	или иной	9	2
279	влияние на	1	2
280	именно в	3	2
281	чем он	2	2
282	романа в	3	2
283	что для	1	2
284	с рабле	1	2
285	о чем	1	2
286	мы остановимся	1	2
287	наивной и	1	2
288	очень часто	1	2
289	с помощью	1	2
290	все то	1	2
291	с этим	3	2
292	образ и	1	2
293	в состоянии	1	2
294	есть и	1	2
295	этого слова	1	2
296	слова и	13	2
297	рабле а	1	2
298	о мире	1	2
299	такой образ	1	2
300	какой бы	1	2
301	из различных	1	2
302	потому что	2	2
303	одной из	3	2
304	в последнем	1	2
305	одновременно и	2	2
306	из этого	3	2
307	эти элементы	1	2
308	и другие	1	2
309	все что	1	2
310	к людям	1	1
311	и т	28	1
312	с жизнью	1	1
313	художественного произведения	1	1
314	совершенно новый	1	1
315	стиля не	1	1
316	от самого	1	1
317	мировоззрения и	1	1
318	из его	1	1
319	органически и	1	1
320	почти всегда	3	1
321	с таким	1	1
322	долгое время	1	1
323	в несколько	1	1
324	есть не	1	1
325	разнообразнейшие формы	1	1
326	мы имеем	1	1
327	или наоборот	1	1
328	что уже	1	1
329	мы говорили	1	1
330	большой литературы	1	1
331	этого целого	1	1
332	и такой	1	1
333	но даже	1	1
334	конечно и	2	1
335	начала в	1	1
336	на мир	4	1
337	и он	1	1
338	единым и	4	1
339	было очень	1	1
340	следовательно в	3	1
341	смысл и	1	1
342	на другом	1	1
343	между собой	2	1
344	бы то	1	1
345	этим не	1	1
346	за свое	1	1
347	а следовательно	1	1
348	коснулись только	1	1
349	не исчерпываются	1	1
350	характер автор	1	1
351	его стиля	1	1
352	не входит	1	1
353	и нуждается	1	1
354	свою жизнь	1	1
355	к слову	1	1
356	в общем	1	1
357	менее всего	1	1
358	слову в	2	1
359	нет и	1	1
360	что они	2	1
361	связи и	1	1
362	направлении к	1	1
363	иной степени	9	1
364	в одной	1	1
365	его стиль	1	1
366	цитату из	1	1
367	перед нами	4	1
368	построены в	1	1
369	сознания в	1	1
370	всего как	1	1
371	них он	1	1
372	отнесены к	1	1
373	от этого	2	1
374	именно эта	2	1
375	из распространеннейших	1	1
376	где все	1	1
377	бы и	3	1
378	отношения с	1	1
379	и непосредственной	2	1
380	или во	2	1
381	сущности и	1	1
382	органическая часть	1	1
383	в известном	2	1
384	речи но	2	1
385	эпоху не	1	1
386	и тот	1	1
387	все слова	3	1
388	имеем в	1	1
389	жанров они	1	1
390	не могла	2	1
391	степени но	1	1
392	все они	7	1
393	вернуться к	1	1
394	оно было	2	1
395	к миру	1	1
396	всем своем	1	1
397	он должен	1	1
398	не как	4	1
399	речи в	4	1
400	понимания и	1	1
401	в первом	3	1
402	нами здесь	1	1
403	свое время	1	1
404	что может	1	1
405	и по	2	1
406	всех своих	2	1
407	или иных	1	1
408	без исключения	1	1
409	в основу	1	1
410	встречаются и	1	1
411	к нормальному	1	1
412	то ни	1	1
413	могла бы	1	1
414	а затем	1	1
415	есть все	1	1
416	самого автора	2	1
417	связанных с	4	1
418	особенности в	1	1
419	на все	2	1
420	значимости в	1	1
421	его своим	1	1
422	а как	2	1
423	его в	3	1
424	это было	1	1
425	заключается в	1	1
426	с другими	5	1
427	моменты в	1	1
428	и тем	2	1
429	между отдельными	1	1
430	бранное слово	1	1
431	смерть и	1	1
432	для них	2	1
433	произведение как	1	1
434	исторический момент	2	1
435	особенности на	2	1
436	и широкое	1	1
437	в контексте	2	1
438	этого не	1	1
439	и тон	1	1
440	и уже	1	1
441	несмотря на	1	1
442	это система	1	1
443	значит не	1	1
444	чем в	1	1
445	должно быть	2	1
446	и прямо	3	1
447	рабле очень	1	1
448	в прямых	4	1
449	этом случае	2	1
450	и их	1	1
451	таким же	1	1
452	в отношении	6	1
453	есть свой	2	1
454	с точки	8	1
455	к одному	1	1
456	конца ни	2	1
457	о языке	1	1
458	от его	3	1
459	мир и	1	1
460	путем их	1	1
461	поэтому мы	1	1
462	которые в	3	1
463	не в	7	1
464	друг другу	2	1
465	своего времени	1	1
466	и эти	2	1
467	и более	1	1
468	уже сказали	2	1
469	слов о	2	1
470	и единого	1	1
471	этой работы	1	1
472	сам он	1	1
473	и вся	1	1
474	тому что	2	1
475	нами примеры	1	1
476	них не	1	1
477	с теми	1	1
478	вне поля	1	1
479	самого начала	1	1
480	эти формы	1	1
481	правда в	1	1
482	ничего не	4	1
483	ее с	1	1
484	на себе	1	1
485	героев и	1	1
486	мы все	2	1
487	весь роман	1	1
488	но только	1	1
489	только не	1	1
490	остановимся здесь	1	1
491	никогда не	3	1
492	роман как	1	1
493	на язык	2	1
494	с одним	1	1
495	в стороне	1	1
496	к концу	1	1
497	все дело	1	1
498	по своей	1	1
499	так называемый	1	1
500	века не	1	1
501	входят в	1	1
502	притом в	1	1
503	за ними	1	1
504	в стиле	1	1
505	одно и	2	1
506	в направлении	1	1
507	на границе	1	1
508	наконец в	2	1
509	языке и	2	1
510	речь эта	1	1
511	отличается от	1	1
512	глубокое и	1	1
513	всего в	1	1
514	с полной	1	1
515	здесь они	1	1
516	произведения которое	1	1
517	и свое	1	1
518	важнейших разновидностей	1	1
519	время он	1	1
520	им образа	1	1
521	и своя	1	1
522	всегда в	2	1
523	оно может	2	1
524	словом так	1	1
525	свою очередь	2	1
526	которая могла	1	1
527	в в	1	1
528	с каким	1	1
529	языка и	12	1
530	они ни	1	1
531	изучения и	1	1
532	может только	1	1
533	смерти в	1	1
534	в себя	1	1
535	с самого	1	1
536	в пределах	14	1
537	дано в	1	1
538	смысле но	1	1
539	на том	2	1
540	с первым	1	1
541	в нескольких	1	1
542	не с	2	1
543	здесь как	1	1
544	каждого из	1	1
545	в плоскости	1	1
546	жизнь и	1	1
547	разговорного языка	1	1
548	и вообще	2	1
549	и формами	1	1
550	громадное значение	1	1
551	с ним	7	1
552	себя всего	1	1
553	произведения как	3	1
554	за пределами	2	1
555	и что	1	1
556	др и	2	1
557	она всегда	1	1
558	все его	4	1
559	не выходит	3	1
560	от них	1	1
561	во втором	1	1
562	на одном	1	1
563	фольклорные же	2	1
564	существенную роль	1	1
565	и только	1	1
566	в другой	2	1
567	язык в	4	1
568	и где	1	1
569	которой все	1	1
570	нем и	3	1
571	все время	3	1
572	и она	1	1
573	в него	3	1
574	поэтому все	1	1
575	видим что	1	1
576	на почве	4	1
577	того что	3	1
578	быть и	4	1
579	только он	1	1
580	правом можно	1	1
581	и одновременно	2	1
582	такая же	2	1
583	дело с	1	1
584	в узком	10	1
585	и две	1	1
586	и противоречивое	1	1
587	и часто	4	1
588	те которые	1	1
589	несет на	1	1
590	между этими	2	1
591	с одной	4	1
592	в качестве	3	1
593	так что	2	1
594	примеры из	1	1
595	в виде	2	1
596	не принимает	1	1
597	слова не	1	1
598	почти полностью	1	1
599	входящие в	1	1
600	языка но	4	1
601	очень далек	1	1
602	произведения из	1	1
603	характерно что	2	1
604	ни с	1	1
605	и художественно	1	1
606	всяком случае	5	1
607	его речь	1	1
608	с этими	2	1
609	далек от	1	1
610	дамами и	1	1
611	но что	1	1
612	каждый из	1	1
613	говорящего в	1	1
614	и оценки	1	1
615	присутствовал при	1	1
616	эти явления	1	1
617	котором в	1	1
618	не укладывается	2	1
619	именно как	2	1
620	особый язык	1	1
621	точном смысле	1	1
622	точек зрения	5	1
623	последнем счете	1	1
624	которая разыгрывается	1	1
625	и известную	1	1
626	теоретическое выражение	1	1
627	что не	1	1
628	в англии	1	1
629	были созданы	1	1
630	его из	1	1
631	ничем не	1	1
632	и самый	1	1
633	них и	1	1
634	его исторического	1	1
635	более того	3	1
636	не на	5	1
637	на весь	1	1
638	однако и	1	1
639	слов и	2	1
640	анализирует в	1	1
641	и слово	2	1
642	мнение о	2	1
643	мира в	1	1
644	формах и	3	1
645	понимание и	1	1
646	но оно	3	1
647	и прямое	1	1
648	так же	2	1
649	до этого	1	1
650	играют в	1	1
651	относятся к	1	1
652	книге о	1	1
653	его на	1	1
654	к своему	6	1
655	не могут	3	1
656	и глубоко	1	1
657	именно для	1	1
658	которые как	1	1
659	влияния на	3	1
660	лишь условно	1	1
661	и оценок	3	1
662	и двух	1	1
663	первом случае	2	1
664	это его	1	1
665	быть только	2	1
666	даже с	1	1
667	этот рассказ	1	1
668	да и	1	1
669	слова все	2	1
670	в уже	1	1
671	в это	1	1
672	в свое	3	1
673	что между	1	1
674	вот что	1	1
675	ведь и	1	1
676	вокруг него	2	1
677	характерные для	2	1
678	в смысле	4	1
679	с элементами	1	1
680	нисколько не	2	1
681	очень существенную	2	1
682	тех или	1	1
683	потому не	1	1
684	в точном	1	1
685	из словаря	1	1
686	или в	8	1
687	имеет дело	2	1
688	такое понимание	2	1
689	узком смысле	10	1
690	в результате	3	1
691	о котором	1	1
692	работы над	1	1
693	в поэтических	3	1
694	появляется ряд	1	1
695	развертывается в	1	1
696	своих произведений	1	1
697	это может	1	1
698	для его	1	1
699	как явление	1	1
700	пришлось бы	1	1
701	на языке	1	1
702	дана в	1	1
703	места в	1	1
704	ни было	2	1
705	же в	1	1
706	условно и	1	1
707	лишь те	1	1
708	с ними	3	1
709	в свою	3	1
710	мира он	1	1
711	не знает	1	1
712	другой стороны	4	1
713	развиваются в	1	1
714	они как	2	1
715	больших и	1	1
716	речи и	1	1
717	свое и	1	1
718	не способны	1	1
719	для эпохи	1	1
720	который не	1	1
721	занимает в	1	1
722	речи как	1	1
723	вносит в	2	1
724	велико и	1	1
725	как на	1	1
726	в таком	1	1
727	во всяком	7	1
