N	3gram	Vygotskiy__6	Psycholo
1	в том что	19	17
2	для того чтобы	8	13
3	в самом деле	1	11
4	с точки зрения	10	10
5	заключается в том	5	10
6	не может быть	2	8
7	так же точно	3	7
8	на то что	4	6
9	то же самое	6	6
10	на самом деле	1	5
11	до сих пор	3	5
12	в этом отношении	3	5
13	мы знаем что	3	4
14	что в основе	1	4
15	и той же	3	4
16	сам по себе	1	4
17	в сущности говоря	4	4
18	можно было бы	5	4
19	так же как	6	4
20	в данном случае	1	4
21	тем не менее	1	4
22	только в том	1	4
23	одной и той	3	4
24	сами по себе	1	3
25	с тем что	2	3
26	точно так же	1	3
27	то что она	1	3
28	в конце концов	1	3
29	в то время	6	3
30	что и в	1	3
31	том что в	1	2
32	состоит в том	2	2
33	на том же	1	2
34	но так как	1	2
35	подобно тому как	1	2
36	в том и	1	2
37	те же самые	3	2
38	он не может	1	2
39	и не может	2	2
40	что он не	1	2
41	как и в	1	2
42	на этот вопрос	2	2
43	и то что	2	2
44	ничего другого как	1	2
45	во всех остальных	1	2
46	то время как	5	2
47	в первый раз	1	2
48	по сравнению с	14	2
49	что при этом	1	2
50	этой точки зрения	1	2
51	в этой области	2	2
52	надо сказать что	1	2
53	же самое что	1	2
54	в свою очередь	1	2
55	ту же самую	2	2
56	с другой стороны	2	2
57	к тому что	7	2
58	точки зрения есть	1	2
59	самих по себе	1	1
60	и того же	4	1
61	не в состоянии	2	1
62	что иное как	1	1
63	в силу того	5	1
64	это на примере	1	1
65	потому что в	1	1
66	но он оказывается	1	1
67	в этом смысле	2	1
68	в других словах	1	1
69	один и тот	1	1
70	никак не может	1	1
71	о том как	1	1
72	оказываются далеко не	1	1
73	в этом случае	2	1
74	и там где	2	1
75	же как и	1	1
76	в свете этих	1	1
77	принять во внимание	2	1
78	никакой роли и	1	1
79	в зависимости от	5	1
80	в чем заключается	1	1
81	человек отличается от	1	1
82	который совершается в	1	1
83	в отличие от	1	1
84	по себе и	1	1
85	лишь тогда когда	1	1
86	что все эти	2	1
87	по своему значению	1	1
88	разве не ясно	1	1
89	только то что	2	1
90	эти два момента	1	1
91	при переходе от	5	1
92	но он не	1	1
93	и во всех	1	1
94	кроме того что	1	1
95	роли и что	1	1
96	на каждом шагу	1	1
97	если мы примем	1	1
98	точки зрения этой	1	1
99	чем-то большим чем	1	1
100	как известно в	1	1
101	это и значит	1	1
102	по самому своему	1	1
103	с этой точки	1	1
104	силу того что	5	1
105	вместе с тем	2	1
106	по аналогии с	1	1
107	не то что	1	1
108	мы имеем только	1	1
109	он никогда не	1	1
110	показать что при	1	1
111	потому что он	4	1
112	ясно что при	1	1
113	от того что	6	1
114	так как она	1	1
115	во внимание что	1	1
116	едва ли не	1	1
117	приводит к тому	1	1
118	по самому существу	1	1
119	с одной стороны	1	1
120	и тот же	1	1
121	только частный случай	2	1
122	зависимости от того	1	1
123	она никогда не	1	1
124	время как у	1	1
125	в себе нечто	1	1
126	приблизительно так же	1	1
127	целый ряд новых	1	1
128	ясно что в	1	1
129	не могут быть	2	1
130	не менее важным	1	1
131	имеем дело с	1	1
132	что же он	1	1
133	в одном случае	1	1
134	самого начала что	2	1
135	в связи с	2	1
136	а не как	1	1
137	в совершенно другую	1	1
138	которые могут быть	1	1
139	потому что если	1	1
140	вместо того чтобы	2	1
141	снизу вверх от	1	1
142	что относится к	1	1
143	в основе этого	2	1
144	мы могли бы	9	1
145	друг с другом	5	1
146	должен был оставить	1	1
147	и должен быть	1	1
148	есть не что	1	1
149	а и в	1	1
150	то обстоятельство что	1	1
151	том смысле что	2	1
152	то что мы	2	1
153	того факта что	1	1
154	в этом и	1	1
155	он должен был	1	1
156	связи с этим	1	1
157	ничего общего с	1	1
158	с того что	2	1
159	и тем самым	5	1
160	к выводу что	1	1
161	с самого начала	7	1
162	не только не	2	1
163	следовательно по самой	1	1
164	оно не может	2	1
165	именно потому что	2	1
166	ключ ко всем	1	1
167	можно сказать что	6	1
168	с тем и	2	1
169	ребенок никогда не	1	1
170	в очень сложных	1	1
171	одного и того	4	1
172	друг от друга	1	1
173	совершенно очевидно что	2	1
174	на всем протяжении	1	1
175	в другом случае	1	1
176	после того как	1	1
177	что оно не	1	1
178	не потому что	1	1
179	в том смысле	2	1
180	не значит что	1	1
181	не что иное	1	1
182	в первом случае	3	1
183	мы встречаемся с	1	1
184	его жизнь и	1	1
185	мы начинаем понимать	2	1
186	зрения до конца	1	1
187	к одному и	1	1
188	взятым из области	1	1
189	тот факт что	1	1
