N	3gram	Losev_Vesc_1	Problemy
1	в то же	1	10
2	с самим собою	2	7
3	в той или	2	4
4	во всяком случае	2	4
5	друг с другом	1	4
6	и в самом	1	3
7	бы то ни	4	3
8	одно и то	4	3
9	то ни было	4	3
10	в конце концов	2	3
11	и то же	4	3
12	с другой стороны	2	3
13	не может быть	6	3
14	то что я	2	2
15	как раз и	1	2
16	с точки зрения	3	2
17	в сущности в	1	2
18	сам по себе	3	2
19	он и не	1	2
20	можно было бы	1	2
21	что все это	1	2
22	и не в	1	2
23	и что все	1	2
24	подобно тому как	4	2
25	я не хочу	1	2
26	и что он	1	2
27	в том что	4	2
28	как мы знаем	1	2
29	внутреннего и внешнего	2	2
30	тот же самый	1	1
31	или хотя бы	1	1
32	самим собою в	1	1
33	в чем же	3	1
34	дело в том	2	1
35	а затем и	2	1
36	ее но и	1	1
37	и это вовсе	2	1
38	вмещает в себя	1	1
39	проявляет себя вовне	1	1
40	в самом деле	4	1
41	и в особенности	1	1
42	но даже и	2	1
43	того или другого	1	1
44	потому что я	2	1
45	да и то	1	1
46	до сих пор	1	1
47	вместе с тем	1	1
48	а так как	2	1
49	самим по себе	1	1
50	всего то что	2	1
51	с ними в	1	1
52	по крайней мере	4	1
53	у него нет	1	1
54	и то что	3	1
55	к тому что	2	1
56	о том как	1	1
57	что почти все	1	1
58	что я в	1	1
59	то время как	1	1
60	в том или	1	1
61	то что оно	2	1
62	в своей основной	1	1
63	то что у	2	1
64	в данном случае	2	1
65	может ли это	1	1
66	общения с ним	2	1
67	как будто бы	1	1
68	и как бы	1	1
69	и ничего не	1	1
70	с ним и	1	1
71	уже и не	1	1
72	потому что они	3	1
73	мы видели что	1	1
74	в свое время	2	1
75	себя самого в	1	1
76	зачем же я	1	1
77	что же такое	3	1
78	и во всяком	1	1
79	это потому что	1	1
80	в то время	1	1
81	в отношении себя	1	1
82	в нем нет	1	1
83	но только в	1	1
84	в свою очередь	4	1
85	и того же	1	1
86	о том что	4	1
87	не говорит о	1	1
88	но и для	1	1
89	как и во	1	1
90	не только не	2	1
91	свой образ и	1	1
92	резко отличается от	1	1
93	можно сказать что	3	1
94	собою и с	1	1
95	как бы ни	2	1
96	одного и того	1	1
97	не может обойтись	1	1
98	вопрос о том	1	1
99	тем не менее	3	1
100	как мы говорили	1	1
101	сама по себе	3	1
102	по сравнению со	1	1
103	к самому себе	1	1
104	для того чтобы	2	1
105	в дальнейшем но	1	1
106	она резко отличается	1	1
107	и все эти	1	1
108	что и в	1	1
109	то же самое	1	1
110	в этом отношении	1	1
111	мы еще не	2	1
