N	3gram	Vinokur_Vv_1	SlovoVZh
1	по отношению к	4	11
2	не может быть	8	7
3	можно сказать что	3	5
4	дело в том	2	4
5	так как если	1	4
6	как если бы	1	4
7	в том что	12	4
8	тем не менее	8	3
9	бы то ни	1	3
10	может быть и	2	3
11	этой точки зрения	1	3
12	до сих пор	5	3
13	и не в	1	3
14	то ни было	1	3
15	и то же	1	2
16	имеем в виду	1	2
17	на самом деле	1	2
18	с другой стороны	5	2
19	то же самое	2	2
20	одной стороны и	3	2
21	с точки зрения	2	2
22	в зависимости от	1	2
23	находит свое выражение	1	2
24	с этой стороны	1	2
25	одно и то	1	2
26	в данном случае	4	2
27	в настоящее время	1	2
28	с одной стороны	4	2
29	тех или иных	3	1
30	зависимости от того	1	1
31	том что в	1	1
32	но все же	3	1
33	а между тем	1	1
34	и в этом	3	1
35	имеем дело с	1	1
36	имеет дело с	2	1
37	всего именно в	1	1
38	прежде всего именно	1	1
39	мы имеем дело	1	1
40	какой бы то	1	1
41	руках у нас	1	1
42	во всяком случае	3	1
43	в руках у	1	1
44	уже и сейчас	1	1
45	это только одна	1	1
46	в самом деле	5	1
47	в этом смысле	10	1
48	в обоих этих	1	1
49	при более широком	1	1
50	свое выражение в	1	1
51	по себе не	1	1
52	в частности в	1	1
53	другой стороны как	1	1
54	здесь таким образом	1	1
55	но уже в	1	1
56	но что собственно	1	1
57	как уже сказано	1	1
58	сам по себе	1	1
59	как на нечто	1	1
60	но зато она	1	1
61	в свою очередь	1	1
62	но и в	1	1
63	в них и	1	1
64	которая нуждается в	1	1
65	о том что	12	1
66	только то что	1	1
67	в этом отношении	3	1
68	ее отношении к	2	1
69	что не только	1	1
70	с самого начала	1	1
71	совершенно ясно что	1	1
72	и прежде всего	1	1
73	можно было бы	3	1
74	то же время	5	1
75	подобно тому как	1	1
76	как мы уже	1	1
77	мы имеем в	1	1
78	в лучшем случае	1	1
79	на вещи и	1	1
80	только одна сторона	1	1
81	ни было области	1	1
82	по крайней мере	4	1
83	в то же	5	1
84	все зависит от	1	1
85	и тогда когда	1	1
86	в значительной степени	1	1
87	сама по себе	3	1
88	если бы оно	1	1
89	чтобы убедиться в	1	1
90	так же как	1	1
91	от его содержания	1	1
92	но в то	3	1
93	в ее отношении	1	1
94	может быть более	1	1
95	в том же	1	1
