N	2gram	Bakhtin_sl_2	Myslijsy
1	для нас	5	31
2	то есть	26	30
3	и в	39	24
4	может быть	37	23
5	в сознании	1	23
6	то что	2	20
7	и не	22	19
8	в том	5	18
9	а не	14	18
10	что в	3	16
11	не только	24	15
12	по себе	5	15
13	того же	1	14
14	при этом	7	13
15	в слове	6	13
16	не в	9	13
17	то же	4	12
18	но не	6	12
19	мы можем	1	12
20	не может	20	12
21	мы не	2	11
22	таким образом	8	11
23	вместе с	2	11
24	что и	3	11
25	только в	5	11
26	как в	13	10
27	в себе	2	10
28	для него	7	10
29	и проч	2	10
30	тогда когда	2	10
31	так как	4	10
32	независимо от	2	9
33	в нем	19	9
34	вовсе не	10	9
35	но и	21	9
36	как бы	7	9
37	и на	4	8
38	в этом	16	8
39	более или	2	8
40	том что	5	8
41	или менее	2	8
42	в одно	2	8
43	могут быть	7	8
44	а в	4	8
45	в чем	3	7
46	во всех	12	7
47	с этим	2	7
48	как и	6	7
49	всяком случае	2	7
50	зрения и	2	7
51	того как	2	7
52	не могут	5	7
53	прежде всего	8	7
54	сами по	1	7
55	тем что	1	7
56	того что	1	7
57	во всяком	3	7
58	и т	35	6
59	между двумя	1	6
60	и как	3	6
61	одного и	1	6
62	тем не	1	6
63	в то	4	6
64	связи с	3	6
65	свою очередь	2	6
66	между тем	3	6
67	и только	1	6
68	не можем	1	6
69	в одном	2	6
70	с другой	5	6
71	не было	2	6
72	этого слова	1	6
73	в свою	3	6
74	только как	1	6
75	человеческой речи	2	5
76	все остальные	1	5
77	все же	6	5
78	уже в	2	5
79	на то	1	5
80	есть не	1	5
81	и уже	1	5
82	не менее	4	5
83	с ним	7	5
84	так и	15	5
85	о том	2	5
86	с другими	4	5
87	таких же	1	5
88	слова в	13	5
89	в них	6	5
90	для того	2	5
91	что не	1	5
92	и их	5	5
93	слова есть	1	5
94	только для	1	5
95	же в	1	5
96	в самом	1	4
97	к общему	1	4
98	еще не	7	4
99	одним словом	2	4
100	но в	6	4
101	уже не	5	4
102	как он	2	4
103	так сказать	6	4
104	в нее	2	4
105	сознание и	3	4
106	то все	1	4
107	такой же	1	4
108	место в	1	4
109	сих пор	2	4
110	они не	2	4
111	образом в	1	4
112	одна из	4	4
113	таким путем	1	4
114	от их	1	4
115	в некоторых	3	4
116	так в	2	4
117	никогда не	7	4
118	к языку	1	4
119	и что	1	4
120	что он	2	4
121	с одной	5	4
122	в других	1	4
123	до сих	2	4
124	влияние на	2	4
125	души и	1	4
126	там где	6	4
127	что оно	4	4
128	от него	5	4
129	в таком	4	4
130	например в	5	3
131	человека и	3	3
132	с таким	2	3
133	той же	3	3
134	но она	2	3
135	что его	1	3
136	в создании	1	3
137	в нас	1	3
138	хотя и	2	3
139	в целом	1	3
140	что она	1	3
141	т д	2	3
142	слова а	1	3
143	человека в	5	3
144	и может	1	3
145	его не	4	3
146	них не	1	3
147	на все	1	3
148	его в	4	3
149	это не	5	3
150	и тем	1	3
151	о которых	1	3
152	рядом с	3	3
153	далеко не	2	3
154	в эту	1	3
155	в этих	7	3
156	и при	2	3
157	другим и	1	3
158	но во	1	3
159	бы быть	1	3
160	в ней	3	3
161	и притом	1	3
162	на него	2	3
163	которых мы	2	3
164	внутреннюю форму	2	3
165	оно не	8	3
166	как не	1	3
167	языка и	9	3
168	те же	2	3
169	не с	3	3
170	мог бы	1	3
171	но мы	2	3
172	в языке	2	3
173	как например	2	3
174	одно из	1	3
175	т п	33	3
176	входят в	2	3
177	одной стороны	5	3
178	мы говорим	1	3
179	слова и	8	3
180	но это	3	3
181	и для	5	3
182	и от	3	3
183	и все	5	3
184	или нет	1	3
185	с ними	5	3
186	от слова	1	3
187	все что	2	3
188	их влияния	1	2
189	в движение	1	2
190	и есть	1	2
191	случае оно	1	2
192	когда это	1	2
193	которое может	1	2
194	отношения к	4	2
195	предмета в	1	2
196	с его	7	2
197	тем как	1	2
198	то мы	1	2
199	совсем не	1	2
200	что язык	2	2
201	значение и	1	2
202	не все	2	2
203	по отношению	4	2
204	за пределы	2	2
205	сама по	3	2
206	его на	1	2
207	если на	1	2
208	могли бы	1	2
209	все эти	6	2
210	в нашем	2	2
211	но на	1	2
212	сказать в	1	2
213	время и	1	2
214	всех этих	4	2
215	кажется нам	2	2
216	поэтому оно	1	2
217	и по	1	2
218	на этом	3	2
219	одно и	1	2
220	но все	5	2
221	в каждом	1	2
222	факт что	2	2
223	связанные с	4	2
224	в другом	2	2
225	может стать	2	2
226	этого не	1	2
227	должно быть	1	2
228	что такое	1	2
229	не столько	3	2
230	мы находим	1	2
231	но он	2	2
232	для нее	1	2
233	и его	33	2
234	сказать что	3	2
235	самого начала	1	2
236	определенности и	1	2
237	того чтобы	2	2
238	же время	4	2
239	к ней	2	2
240	слова во	1	2
241	во всем	4	2
242	превращается в	1	2
243	во все	1	2
244	как для	3	2
245	что слово	1	2
246	и это	1	2
247	оно может	2	2
248	ощущения в	1	2
249	и образ	2	2
250	с каким	1	2
251	в собственном	3	2
252	в себя	2	2
253	с самого	1	2
254	и здесь	2	2
255	нас в	1	2
256	это было	1	2
257	которой мы	1	2
258	вообще и	1	2
259	и следовательно	1	2
260	не зная	1	2
261	в формах	1	2
262	один из	5	2
263	вне себя	2	2
264	в какой	1	2
265	в обществе	1	2
266	с нею	1	2
267	а это	1	2
268	и других	4	2
269	в пространстве	1	2
270	слово как	7	2
271	друг друга	1	2
272	у него	3	2
273	связано с	3	2
274	себе представить	1	2
275	и затем	2	2
276	себя и	4	2
277	не на	1	2
278	зависит от	1	2
279	для сознания	2	2
280	в связи	2	2
281	и потому	7	2
282	как это	3	2
283	языка мы	1	2
284	влияния на	1	2
285	быть только	1	2
286	все это	16	2
287	не знаем	2	2
288	слова но	1	2
289	предмет как	2	2
290	из себя	3	2
291	в его	7	2
292	или в	2	2
293	хотя бы	3	2
294	отношении к	4	2
295	нами не	1	2
296	другой стороны	1	2
297	даже и	4	2
298	к этому	1	2
299	ту же	3	1
300	одним из	2	1
301	отношение к	4	1
302	с новыми	1	1
303	и действительно	1	1
