N	2gram	Potebnia_M_3	Literetu
1	а не	15	20
2	и в	30	19
3	может быть	28	17
4	то же	23	12
5	и не	15	11
6	как и	10	10
7	в том	32	10
8	и т.п	1	10
9	но и	19	10
10	тогда как	2	9
11	в этом	10	9
12	в то	10	9
13	в мире	1	9
14	же время	5	9
15	не может	6	9
16	не только	21	8
17	и даже	2	8
18	с другой	7	8
19	слова и	5	7
20	том что	18	7
21	так и	11	7
22	и т.д	1	7
23	с одной	7	7
24	я в	1	7
25	то что	18	7
26	и на	3	6
27	в себе	16	6
28	при этом	3	6
29	однако в	1	6
30	не менее	5	6
31	себя в	1	6
32	одной стороны	3	6
33	столь же	4	5
34	но не	7	5
35	он не	4	5
36	так в	2	5
37	то есть	34	5
38	того что	18	5
39	вместе с	12	5
40	я и	3	4
41	в сфере	1	4
42	но тем	2	4
43	мы не	9	4
44	того же	1	4
45	по отношению	5	4
46	так что	7	4
47	едва ли	1	4
48	для него	9	4
49	точки зрения	2	4
50	не в	15	4
51	даже в	2	4
52	в области	2	4
53	в ней	8	4
54	в его	4	4
55	один из	4	4
56	каждый из	1	4
57	тем что	7	4
58	прежде всего	3	4
59	в искусстве	3	4
60	жизни в	1	4
61	другой стороны	4	4
62	жизни и	2	4
63	что в	17	4
64	одним из	1	3
65	и то	8	3
66	тем же	4	3
67	в сущности	1	3
68	как я	1	3
69	и он	1	3
70	во всех	1	3
71	право на	1	3
72	в этой	2	3
73	то и	6	3
74	наш взгляд	1	3
75	в нем	9	3
76	на наш	1	3
77	в глазах	1	3
78	перестает быть	4	3
79	в их	2	3
80	том чтобы	2	3
81	с точки	1	3
82	тем самым	7	3
83	не столько	2	3
84	ничего не	1	3
85	и его	4	3
86	данном случае	1	3
87	не с	1	3
88	и с	2	3
89	быть может	3	3
90	другого в	1	3
91	в художественной	1	3
92	в поэзии	1	3
93	а в	12	3
94	так как	13	3
95	себе и	1	3
96	этом отношении	2	3
97	со стороны	3	3
98	в разговоре	2	3
99	в данном	1	3
100	но это	6	3
101	в начале	3	3
102	обращается к	1	3
103	на свою	2	3
104	и как	5	3
105	что он	6	3
106	отношению к	5	3
107	как на	5	3
108	и т	5	2
109	и до	2	2
110	поэзии и	1	2
111	той же	2	2
112	на первом	1	2
113	в первый	1	2
114	из своих	1	2
115	я по	1	2
116	из того	2	2
117	в каждой	4	2
118	слово не	5	2
119	к своему	2	2
120	его лице	1	2
121	но как	2	2
122	если в	1	2
123	есть по	1	2
124	очевидно что	5	2
125	в истории	1	2
126	в художественном	1	2
127	все же	2	2
128	и наконец	2	2
129	но в	1	2
130	то в	1	2
131	со своей	2	2
132	в целом	3	2
133	как он	1	2
134	свое время	1	2
135	подобно тому	2	2
136	одно и	5	2
137	в каждом	3	2
138	не станем	1	2
139	в жизни	1	2
140	в них	5	2
141	все равно	4	2
142	с этой	2	2
143	с тем	7	2
144	как бы	3	2
145	в такой	1	2
146	и без	7	2
147	не к	4	2
148	мысли и	2	2
149	что я	5	2
150	по преимуществу	1	2
151	тем не	3	2
152	по крайней	5	2
153	но только	2	2
154	не вполне	1	2
155	уже о	1	2
156	могут быть	3	2
157	для того	4	2
158	для себя	3	2
159	в виду	1	2
160	говоря уже	1	2
161	в ее	2	2
162	за то	1	2
163	еще не	5	2
164	для этого	1	2
165	о том	2	2
166	и что	10	2
167	для нас	20	2
168	а потому	6	2
169	крайней мере	5	2
170	впрочем не	1	2
171	было бы	9	2
172	могло бы	1	2
173	тот же	1	2
174	одной из	2	2
175	в какой	2	2
176	друг друга	3	2
177	потому что	46	2
178	например а	1	2
179	уже не	6	2
180	уже в	5	2
181	ни было	1	2
182	из них	6	2
183	был бы	2	2
184	одно из	5	2
185	в одном	2	2
186	т п	2	2
187	что и	13	2
188	вовсе не	7	2
189	при всей	1	2
190	у него	2	2
191	существование в	2	2
192	ведь мы	1	2
193	себя и	4	2
194	что не	8	2
195	не было	4	2
196	произведения искусства	2	2
197	не видит	1	2
198	и каждый	1	2
199	и столь	1	2
200	тому как	5	2
201	быть не	2	2
202	не является	1	2
203	в результате	1	2
204	а к	3	2
205	с ним	6	2
206	же в	2	2
207	первый раз	1	2
208	не говоря	3	2
209	не знает	3	2
210	я это	1	2
211	в свое	2	2
212	себе не	4	2
213	разговоре с	1	2
214	все что	4	2
215	знает как	1	1
216	отношения к	1	1
217	что образ	1	1
218	которого в	2	1
219	это и	2	1
220	силу на	1	1
221	что слово	7	1
222	в первом	3	1
223	отношения между	1	1
224	если б	5	1
225	в строгом	1	1
226	мысль человека	1	1
227	должна быть	1	1
228	а под	1	1
229	слово было	1	1
230	выше его	1	1
231	как мы	7	1
232	что уже	2	1
233	он как	2	1
234	исследования в	1	1
235	ему в	2	1
236	нам о	1	1
237	но напротив	1	1
238	какого бы	1	1
239	в основание	1	1
240	он был	1	1
241	он сам	1	1
242	бы то	1	1
243	в чем	3	1
244	сказать и	1	1
245	он легко	1	1
246	самом деле	2	1
247	нам его	1	1
248	то он	2	1
249	принадлежит не	1	1
250	остаются в	2	1
251	в новом	2	1
252	отличие от	1	1
253	жизни все	1	1
254	бы ничего	1	1
255	за пределы	2	1
256	посредством слова	6	1
257	относится к	4	1
258	которые не	1	1
259	и я	1	1
260	вследствие чего	1	1
261	общего с	1	1
262	как в	10	1
263	от содержания	1	1
264	по которому	5	1
265	стороны и	1	1
266	о жизни	1	1
267	с мудростью	1	1
268	в душу	1	1
269	есть в	3	1
270	ср также	1	1
271	когда он	1	1
272	что по	2	1
273	в действительности	5	1
274	от этого	2	1
275	в самом	8	1
276	и конечно	1	1
277	словом не	1	1
278	мы чувствуем	1	1
279	что это	4	1
280	все эти	1	1
281	во многих	1	1
282	еще один	1	1
283	но он	1	1
284	двух других	1	1
285	на то	2	1
286	слово это	2	1
287	с чем	1	1
288	не следует	5	1
289	порядка в	1	1
290	но именно	1	1
291	и понятий	1	1
292	слова которое	1	1
293	и вот	1	1
294	никак не	3	1
295	меняется вместе	1	1
296	мы за	1	1
297	что ни	2	1
298	и по	4	1
299	образа и	3	1
300	речи становится	1	1
301	ни был	1	1
302	таким образом	14	1
303	здесь мы	1	1
304	нам остается	1	1
305	и сделал	1	1
306	скажет я	1	1
307	только не	2	1
308	его не	1	1
309	необходимой для	1	1
310	с другими	5	1
311	его личности	1	1
312	искусства в	1	1
313	это не	1	1
314	этой силы	1	1
315	должен был	1	1
316	связанным с	1	1
317	сами эти	1	1
318	люди не	1	1
319	она и	1	1
320	и незаменимое	1	1
321	далеко не	4	1
322	в слове	32	1
323	мы видели	4	1
324	между собою	6	1
325	от языка	1	1
326	здесь все	1	1
327	и было	1	1
328	ряд который	1	1
329	на таких	1	1
330	в этих	1	1
331	в своей	2	1
332	он должен	1	1
333	пока не	1	1
334	до слова	4	1
335	место в	3	1
336	что до	1	1
337	себе а	4	1
338	от его	1	1
339	видно в	1	1
340	с предшествующим	1	1
341	несомненно что	2	1
342	но эта	1	1
343	для многих	1	1
344	слова к	1	1
345	их в	2	1
346	что этот	1	1
347	того кто	1	1
348	например и	1	1
349	тому что	3	1
350	есть деятельность	1	1
351	что есть	2	1
352	в молитве	1	1
353	например не	2	1
354	не имеет	6	1
355	того как	4	1
356	и притом	2	1
357	и искусство	1	1
358	не могло	1	1
359	того и	1	1
360	этого сознания	1	1
361	дан был	1	1
362	и эстетическим	1	1
363	на себе	1	1
364	во всем	1	1
365	есть не	7	1
366	и теперь	6	1
367	связи с	2	1
368	не нужен	1	1
369	в сознании	15	1
370	этот образ	4	1
371	что на	1	1
372	становится для	1	1
373	все то	1	1
374	не могут	5	1
375	сравнительно с	5	1
376	в других	2	1
377	же самое	1	1
378	на читателя	1	1
379	к тому	7	1
380	как для	1	1
381	мы ее	2	1
382	собственное имя	1	1
383	говоря словами	1	1
384	ничего общего	2	1
385	мудростью и	1	1
386	приходит к	1	1
387	и о	2	1
388	того чтобы	3	1
389	свою очередь	3	1
390	здесь не	1	1
391	в собственном	2	1
392	как по	1	1
393	мысль о	5	1
394	и говорит	1	1
395	только то	1	1
396	на том	1	1
397	и когда	1	1
398	художественное творчество	1	1
399	в образе	3	1
400	на нее	1	1
401	не за	1	1
402	каждого из	2	1
403	мог бы	1	1
404	в сочетании	1	1
405	остается только	2	1
406	жизнь и	1	1
407	и трудно	1	1
408	в словах	3	1
409	и внешней	1	1
410	нас и	1	1
411	в таком	3	1
412	находится в	1	1
413	сводится к	1	1
414	искусства и	3	1
415	при котором	1	1
416	не перед	1	1
417	но мы	2	1
418	одного из	1	1
419	после того	1	1
420	можно сказать	3	1
421	своей субъективности	1	1
422	как форма	1	1
423	должно было	2	1
424	те или	1	1
425	я а	3	1
426	состоит не	3	1
427	однако с	1	1
428	не чувствует	1	1
429	бы в	2	1
430	в ту	1	1
431	еще только	1	1
432	и мы	2	1
433	развивается в	1	1
434	тех пор	1	1
435	его собственная	1	1
436	такая же	2	1
437	что только	6	1
438	и науке	1	1
439	которое мы	2	1
440	в обществе	1	1
441	в эстетическом	1	1
442	человека с	1	1
443	б мы	1	1
444	не можем	3	1
445	только на	3	1
446	а напротив	2	1
447	в единстве	1	1
448	других в	1	1
449	творчества в	1	1
450	не все	4	1
451	пути по	1	1
452	слова не	2	1
453	а то	1	1
454	и поэзии	1	1
455	где бы	1	1
456	ответ на	3	1
457	ни с	1	1
458	слова в	7	1
459	эту силу	1	1
460	как при	2	1
461	она имеет	1	1
462	до тех	1	1
463	на деле	5	1
464	лишь для	1	1
465	устранение из	1	1
466	нет и	1	1
467	один в	1	1
468	как сам	1	1
469	души впрочем	1	1
470	как у	1	1
471	что человек	2	1
472	именно в	3	1
473	я был	1	1
474	содержание своего	1	1
475	мысль которая	1	1
476	еще и	1	1
477	а с	2	1
478	души и	2	1
479	из таких	1	1
480	одной то	1	1
481	по всей	1	1
482	к более	1	1
483	только по	5	1
484	стремится к	1	1
485	языка в	5	1
486	мысли так	2	1
487	своего я	1	1
488	в ряду	3	1
489	не всегда	2	1
490	тайны но	1	1
491	что мы	8	1
492	которой он	1	1
493	не об	1	1
494	имея в	1	1
495	него в	1	1
496	одно слово	2	1
497	эти слова	2	1
498	так же	3	1
499	который бы	1	1
500	и потому	4	1
501	я из	1	1
502	со словом	4	1
503	и определения	1	1
504	он говорит	2	1
505	своей души	1	1
506	моя и	1	1
507	с миром	1	1
508	пример в	1	1
509	что же	2	1
510	в тот	1	1
511	ни одно	1	1
512	в своем	5	1
513	его в	3	1
514	и от	4	1
515	друга а	1	1
516	на существование	1	1
517	в смысле	4	1
518	я с	1	1
519	слова так	1	1
520	определенный круг	1	1
521	и другим	1	1
522	на самом	1	1
523	которая в	1	1
524	всего что	1	1
525	от него	2	1
526	и все	3	1
527	сущность вещи	1	1
528	от всего	3	1
529	что а	2	1
530	как того	1	1
531	другой из	1	1
532	отношении к	2	1
533	в системе	2	1
534	над собою	1	1
535	к ее	1	1
536	нам не	1	1
537	и представляет	1	1
538	имя и	1	1
539	от своего	1	1
540	только как	5	1
541	именно не	1	1
542	в свою	3	1
543	в последнем	3	1
544	сам в	1	1
545	есть и	1	1
546	который в	1	1
547	ее в	1	1
548	него как	1	1
549	то оно	3	1
550	и эта	1	1
551	к этому	3	1
552	можно назвать	1	1
553	гораздо более	1	1
