N	2gram	Tiupa_Narr_2	Psycholo
1	то что	8	32
2	и в	13	31
3	в том	14	30
4	и т	2	26
5	то есть	9	26
6	что в	4	23
7	может быть	10	22
8	таким образом	5	20
9	при этом	14	19
10	ясно что	1	19
11	не может	8	17
12	как и	4	16
13	том что	13	16
14	т п	2	16
15	и не	14	16
16	точки зрения	5	15
17	только в	11	14
18	не только	26	13
19	что и	2	13
20	а не	17	13
21	мы не	2	12
22	так же	2	12
23	в этом	13	12
24	с таким	2	11
25	в самом	2	11
26	не в	8	11
27	что искусство	1	11
28	в области	2	11
29	на то	2	10
30	того что	6	10
31	отдельного человека	1	10
32	потому что	2	10
33	самом деле	3	9
34	ни в	1	9
35	как в	5	9
36	и что	2	8
37	всякий раз	2	8
38	никогда не	6	8
39	что мы	1	8
40	вместе с	1	8
41	все это	1	8
42	во всяком	1	8
43	сказать что	3	7
44	того чтобы	3	7
45	и его	3	7
46	о том	5	7
47	есть в	1	7
48	тому как	2	7
49	что он	5	7
50	что это	4	6
51	зависимости от	1	6
52	очевидно что	1	6
53	отнюдь не	4	6
54	из этих	2	6
55	что она	2	6
56	для того	1	6
57	было бы	2	6
58	если бы	4	6
59	в его	6	6
60	вслед за	6	6
61	всяком случае	1	6
62	вовсе не	2	6
63	и даже	3	6
64	одной стороны	5	6
65	а в	9	6
66	в психологии	1	6
67	в зависимости	1	5
68	то же	4	5
69	время как	1	5
70	в ее	4	5
71	с одной	5	5
72	в целом	3	5
73	подобно тому	2	5
74	несмотря на	2	5
75	иначе говоря	7	5
76	она не	1	5
77	в то	5	5
78	в процессе	2	5
79	как будто	1	5
80	не является	4	5
81	то время	1	5
82	для нас	2	5
83	с другой	5	5
84	в какой	4	5
85	так что	1	5
86	как бы	6	5
87	этой точки	1	5
88	все же	6	5
89	и для	3	5
90	и все	4	5
91	же как	2	4
92	в котором	5	4
93	мы имеем	3	4
94	в которой	1	4
95	в виду	1	4
96	столь же	2	4
97	у него	6	4
98	со всеми	2	4
99	отличие от	5	4
100	в себе	8	4
101	от себя	1	4
102	что я	3	4
103	тому что	3	4
104	одна из	3	4
105	у нас	2	4
106	к тому	9	4
107	те же	2	4
108	со стороны	6	4
109	никак не	3	4
110	прежде всего	6	4
111	между тем	3	4
112	все время	1	4
113	один из	3	4
114	и у	4	4
115	могло бы	2	4
116	и так	1	4
117	как это	4	4
118	с этой	3	4
119	и о	1	4
120	в результате	2	4
121	в этих	1	4
122	в своих	2	4
123	к этому	1	4
124	например в	1	3
125	это и	1	3
126	тем же	1	3
127	должна быть	2	3
128	той же	2	3
129	вопрос о	1	3
130	в которых	1	3
131	но не	3	3
132	конечном счете	3	3
133	стороны и	1	3
134	в своем	6	3
135	хотя и	5	3
136	и к	6	3
137	себе не	1	3
138	но в	6	3
139	в этой	4	3
140	им в	1	3
141	тому же	4	3
142	обоих этих	1	3
143	состоит в	12	3
144	в силу	4	3
145	и по	3	3
146	не будет	2	3
147	и личного	2	3
148	к которым	1	3
149	в слове	3	3
150	в своей	4	3
151	представить себе	3	3
152	в отличие	5	3
153	точку зрения	3	3
154	случае в	1	3
155	точно так	2	3
156	только не	2	3
157	у меня	2	3
158	все то	2	3
159	не могут	1	3
160	что при	1	3
161	что все	1	3
162	роль в	2	3
163	и когда	3	3
164	так и	9	3
165	что у	2	3
166	каждого из	1	3
167	но мы	1	3
168	он не	5	3
169	в конечном	3	3
170	в частности	11	3
171	дело с	2	3
172	не можем	1	3
173	только на	2	3
174	а потому	1	3
175	человека не	1	3
176	в конце	4	3
177	до сих	1	3
178	в одной	1	3
179	противоречие с	1	3
180	из его	1	3
181	евгении онегине	1	3
182	исходя из	1	3
183	сих пор	1	3
184	но это	2	3
185	каждой из	1	3
186	потому не	2	3
187	это все	1	3
188	жизни и	4	3
189	все что	4	3
190	как на	2	3
191	в таком	3	3
192	таком случае	1	2
193	того же	1	2
194	и без	1	2
195	на самом	2	2
196	которое может	1	2
197	есть не	1	2
198	она в	1	2
199	как мы	1	2
200	сведена к	1	2
201	быть в	1	2
202	в чем	2	2
203	совершенно прав	1	2
204	с совершенно	1	2
205	отношение к	1	2
206	быть сведена	1	2
207	что они	3	2
208	как говорит	1	2
209	если она	1	2
210	как к	3	2
211	когда он	1	2
212	более или	1	2
213	в себя	4	2
214	бы и	1	2
215	представляет собой	16	2
216	в известном	3	2
217	как он	2	2
218	в нем	5	2
219	из виду	1	2
220	поскольку она	1	2
221	и характер	1	2
222	и с	1	2
223	этом смысле	1	2
224	и тем	5	2
225	далеко не	5	2
226	то чтобы	2	2
227	не всегда	1	2
228	или менее	1	2
229	и сейчас	1	2
230	в такой	1	2
231	с точки	2	2
232	иначе как	1	2
233	мысли и	1	2
234	и другого	2	2
235	стало быть	2	2
236	тем не	5	2
237	их в	1	2
238	что есть	1	2
239	результате его	1	2
240	можно ли	1	2
241	не менее	4	2
242	тем самым	5	2
243	из нас	1	2
244	в основе	1	2
245	принадлежат к	1	2
246	ничего не	6	2
247	в противоречие	1	2
248	мыслей и	1	2
249	у шекспира	1	2
250	и теперь	1	2
251	в сознании	2	2
252	этом отношении	3	2
253	ли это	1	2
254	может показаться	1	2
255	есть только	1	2
256	же самое	1	2
257	сходство с	1	2
258	если же	1	2
259	приводит к	1	2
260	это только	1	2
261	с ним	4	2
262	означает что	1	2
263	отдельной личности	1	2
264	и здесь	2	2
265	зрения на	2	2
266	утверждает что	1	2
267	но и	15	2
268	в евгении	1	2
269	и во	1	2
270	что с	2	2
271	в другой	1	2
272	наконец в	1	2
273	в него	2	2
274	к нему	1	2
275	что только	1	2
276	и потому	1	2
277	по мнению	1	2
278	в качестве	14	2
279	уже не	4	2
280	в жизни	6	2
281	одно из	2	2
282	и их	1	2
283	в одном	1	2
284	но что	1	2
285	как раз	3	2
286	в каком	1	2
287	говорит о	2	2
288	то и	3	2
289	и составляет	1	2
290	не означает	1	2
291	о чем	2	2
292	когда она	1	2
293	намек на	1	2
294	в связи	1	2
295	п все	1	2
296	xviii в	1	2
297	к жизни	1	2
298	что же	1	2
299	от социального	1	2
300	к другим	1	2
301	одного и	1	2
302	и состоит	2	2
303	не существует	1	2
304	и от	1	2
305	его не	1	2
306	бы в	2	2
307	и как	1	2
308	будто бы	1	2
309	только что	2	2
310	или не	1	2
311	есть продукт	1	2
312	обратиться к	2	2
313	не обладает	1	2
314	имеет место	2	2
315	из этого	1	2
316	имеет в	1	2
317	по поводу	2	2
318	гораздо более	1	2
319	не иначе	1	1
320	говоря о	1	1
321	в движение	1	1
322	рассматривается как	1	1
323	области литературы	1	1
324	так легко	1	1
325	жизни мы	2	1
326	решительно все	1	1
327	смотрит на	1	1
328	стремится в	1	1
329	по преимуществу	1	1
330	ведь и	1	1
331	все те	2	1
332	едва ли	3	1
333	он уже	1	1
334	говоря и	1	1
335	именно к	1	1
336	не была	1	1
337	только благодаря	1	1
338	но она	1	1
339	что иное	1	1
340	принадлежит к	1	1
341	в полной	1	1
342	я не	5	1
343	которое не	2	1
344	ему в	2	1
345	это время	1	1
346	в ней	2	1
347	все остальное	1	1
348	на другом	1	1
349	собой в	1	1
350	еще не	2	1
351	это действительно	1	1
352	время в	1	1
353	с его	3	1
354	во всех	1	1
355	по своему	2	1
356	без которого	1	1
357	в сторону	1	1
358	ответ на	5	1
359	и воображения	1	1
360	тогда как	15	1
361	иначе не	1	1
362	не хотел	1	1
363	человеку и	1	1
364	за пределы	1	1
365	сознанием или	1	1
366	относится к	1	1
367	чем же	1	1
368	мере в	2	1
369	за этим	1	1
370	как образ	2	1
371	творцом своего	1	1
372	и нет	1	1
373	перед нами	4	1
374	виду и	1	1
375	характеры действующих	2	1
376	могли бы	2	1
377	как уже	2	1
378	и наконец	1	1
379	не являются	2	1
380	его к	1	1
381	от самого	1	1
382	то в	1	1
383	за собой	1	1
384	точкой зрения	1	1
385	с их	1	1
386	всей его	1	1
387	вследствие этого	2	1
388	по словам	2	1
389	не следует	3	1
390	прошлое и	1	1
391	главное в	1	1
392	поведение в	1	1
393	именно то	2	1
394	не обнаруживается	2	1
395	сказал что	1	1
396	в ряд	1	1
397	что ни	1	1
398	основе своей	1	1
399	действительно так	1	1
400	является не	1	1
401	мысль то	1	1
402	в нее	1	1
403	не бывает	1	1
404	мы его	2	1
405	музыки и	1	1
406	есть все	1	1
407	в мире	4	1
408	конечно в	1	1
409	она оказывается	2	1
410	об этом	4	1
411	полной мере	1	1
412	времени и	4	1
413	а как	3	1
414	по выражению	1	1
415	особенно в	1	1
416	и кажется	1	1
417	это не	3	1
418	присуща всякому	1	1
419	свести к	1	1
420	включая в	1	1
421	на этот	1	1
422	исходили из	1	1
423	на материале	1	1
424	автору и	1	1
425	и уже	4	1
426	которой он	3	1
427	как сказано	1	1
428	по удачному	1	1
429	для себя	3	1
430	ведет к	2	1
431	автора и	1	1
432	обратимся к	1	1
433	и того	3	1
434	еще раз	1	1
435	для него	4	1
436	женщин и	1	1
437	одним и	1	1
438	воображения читателя	1	1
439	жизни с	2	1
440	теперь как	2	1
441	признать что	1	1
442	той мере	2	1
443	в памяти	2	1
444	а есть	1	1
445	читателя или	1	1
446	и более	2	1
447	не могли	1	1
448	однако в	2	1
449	новое и	1	1
450	с которой	1	1
451	между людьми	1	1
452	при всех	1	1
453	вплоть до	1	1
454	оба эти	1	1
455	как можно	1	1
456	иной раз	1	1
457	в людях	1	1
458	себе например	1	1
459	как о	2	1
460	дело не	1	1
461	процессами и	1	1
462	пока еще	3	1
463	нам и	1	1
464	на котором	1	1
465	хх столетия	1	1
466	имеем дело	2	1
467	своей природе	2	1
468	такая же	1	1
469	людей и	1	1
470	вместо того	1	1
471	смысла то	1	1
472	связи с	1	1
473	которое кажется	1	1
474	в направлении	2	1
475	во все	1	1
476	ли не	1	1
477	как только	1	1
478	уже было	1	1
479	оно не	2	1
480	гоголь в	1	1
481	но при	4	1
482	не могу	2	1
483	на другой	1	1
484	языка и	1	1
485	как по	3	1
486	характер и	3	1
487	мысль о	2	1
488	третий и	1	1
489	как содержание	1	1
490	на нее	1	1
491	душевные переживания	1	1
492	его жизни	2	1
493	того и	1	1
494	здесь нет	1	1
495	том как	2	1
496	по ее	1	1
497	по сравнению	1	1
498	строго говоря	3	1
499	быть может	2	1
500	другое дело	1	1
501	границу между	1	1
502	которые у	1	1
503	мы всегда	1	1
504	сводится к	9	1
505	о нем	3	1
506	при такой	1	1
507	произведения как	1	1
508	в состав	3	1
509	люди с	1	1
510	то они	1	1
511	с личной	1	1
512	можно сказать	6	1
513	а также	6	1
514	может не	1	1
515	аналогии с	1	1
516	и многих	1	1
517	от другой	1	1
518	как у	4	1
519	и вследствие	2	1
520	поскольку он	1	1
521	вся суть	1	1
522	его существования	1	1
523	во всей	1	1
524	я вижу	1	1
525	принадлежностью данного	1	1
526	о предмете	1	1
527	человека как	1	1
528	говорит в	1	1
529	его рассказа	1	1
530	известном смысле	3	1
531	людей а	1	1
532	но с	1	1
533	в двух	1	1
534	только у	1	1
535	одной из	1	1
536	том или	1	1
537	нем не	1	1
538	как нечто	1	1
539	грань между	1	1
540	очень много	1	1
541	простой и	1	1
