N	2gram	Potebnia_M_1	Vladivir
1	и в	39	30
2	в этом	15	20
3	то что	10	20
4	у него	1	19
5	и не	18	18
6	в том	26	18
7	и с	3	14
8	же с	7	13
9	что он	1	13
10	не только	21	12
11	том что	16	12
12	там же	9	12
13	что в	22	12
14	как мы	2	11
15	в его	5	11
16	а в	5	11
17	сказать что	3	11
18	и вообще	3	10
19	не было	4	10
20	и даже	4	10
21	все же	6	9
22	было бы	12	9
23	не в	15	9
24	в то	4	9
25	не может	22	9
26	для него	4	9
27	потому что	52	9
28	в своем	3	8
29	но в	9	8
30	что же	2	8
31	не мог	3	8
32	связи с	3	8
33	в письме	1	8
34	но и	20	8
35	в связи	1	8
36	вместе с	8	8
37	то есть	42	7
38	ни в	1	7
39	точки зрения	8	7
40	никогда не	4	7
41	не менее	6	7
42	может быть	27	7
43	а не	21	7
44	между прочим	2	7
45	для нас	9	7
46	и все	3	7
47	хотя и	3	6
48	в себе	13	6
49	тем не	6	6
50	и его	5	6
51	у нас	2	6
52	то время	1	6
53	только в	25	6
54	всяком случае	1	6
55	еще и	1	6
56	прежде всего	4	6
57	к этому	1	6
58	жизни и	2	6
59	во всяком	3	6
60	того же	3	5
61	и то	3	5
62	с этим	7	5
63	то в	5	5
64	все эти	1	5
65	при этом	6	5
66	как и	9	5
67	в своей	3	5
68	в котором	1	5
69	по себе	10	5
70	так как	21	5
71	для себя	3	5
72	так и	13	5
73	с ним	3	5
74	и что	10	5
75	того что	8	5
76	так что	16	5
77	но что	1	5
78	в течение	2	5
79	как бы	6	5
80	о его	2	5
81	все это	1	5
82	в результате	1	5
83	из этого	2	5
84	с с	1	4
85	то же	6	4
86	с в	5	4
87	той же	3	4
88	то это	5	4
89	в ней	7	4
90	и на	1	4
91	что его	1	4
92	с его	1	4
93	в которой	2	4
94	что это	3	4
95	в целом	2	4
96	в этой	3	4
97	и если	2	4
98	на его	1	4
99	в нем	20	4
100	он не	3	4
101	его в	1	4
102	это было	1	4
103	и мы	1	4
104	несмотря на	5	4
105	в этих	7	4
106	по крайней	2	4
107	мы должны	3	4
108	не есть	10	4
109	и о	2	4
110	здесь не	1	4
111	эти последние	1	4
112	с а	2	4
113	о том	2	4
114	с которыми	1	4
115	вовсе не	5	4
116	крайней мере	2	4
117	со стороны	8	4
118	именно в	1	4
119	так же	5	4
120	с этой	2	4
121	но это	5	4
122	в начале	2	4
123	на этот	2	4
124	ко всему	1	4
125	по поводу	3	4
126	отношения к	1	3
127	нам кажется	1	3
128	говоря о	1	3
129	едва ли	1	3
130	именно к	1	3
131	что можно	3	3
132	во всех	5	3
133	но не	8	3
134	не то	1	3
135	его на	2	3
136	как в	10	3
137	что касается	1	3
138	и как	6	3
139	более или	1	3
140	из этих	4	3
141	им в	1	3
142	таким образом	13	3
