N	3gram	Vinokur_Ku_3	Myslijsy
1	по отношению к	2	8
2	в том что	8	7
3	до тех пор	4	6
4	в этом случае	4	5
5	по крайней мере	1	5
6	не может быть	3	5
7	само по себе	1	5
8	о том что	3	5
9	в этом слове	1	4
10	то же самое	1	4
11	до сих пор	8	4
12	и т п	41	4
13	с тем что	1	4
14	сам по себе	3	4
15	и в этом	4	4
16	только тогда когда	4	4
17	для того чтобы	11	4
18	тем не менее	9	4
19	на самом деле	3	3
20	в языке и	1	3
21	с точки зрения	16	3
22	что язык есть	1	3
23	вместе с тем	1	3
24	не то что	1	3
25	в том случае	4	3
26	во всяком случае	1	3
27	и т д	8	3
28	когда мы говорим	1	3
29	то же время	1	3
30	мы не можем	1	3
31	от того что	2	3
32	не только не	1	3
33	потому что в	2	3
34	в то же	1	3
35	потому что как	3	2
36	тех пор пока	4	2
37	что если бы	1	2
38	когда я говорю	1	2
39	бы не было	1	2
40	только в том	2	2
41	в таком случае	2	2
42	хотя бы и	1	2
43	если бы не	2	2
44	в том смысле	1	2
45	на этот вопрос	1	2
46	это потому что	1	2
47	в данном случае	4	2
48	не могут быть	2	2
49	не в том	2	2
50	это не значит	1	2
51	один и тот	2	2
52	а в том	1	2
53	после того как	4	2
54	что и в	2	2
55	обратить внимание на	1	2
56	в своем распоряжении	1	2
57	и тот же	2	2
58	таким образом если	1	1
59	том смысле что	1	1
60	есть не более	1	1
61	хотя и не	1	1
62	что же касается	1	1
63	если бы все	1	1
64	мы говорим что	1	1
65	рядом с ними	1	1
66	но самое это	1	1
67	и к тому	1	1
68	и того же	2	1
69	и той же	1	1
70	одним и тем	2	1
71	действительно так то	1	1
72	сплошь да рядом	2	1
73	ответить на этот	1	1
74	по меньшей мере	1	1
75	то время когда	1	1
76	в том числе	2	1
77	только в степени	1	1
78	в силу того	1	1
79	нужно помнить что	1	1
80	если судить по	1	1
81	наук о природе	1	1
82	и в той	1	1
83	слова поэзия и	1	1
84	можно говорить о	3	1
85	ответить на вопрос	1	1
86	но и в	1	1
87	что все эти	1	1
88	а может быть	1	1
89	убедиться что в	1	1
90	говорить о языке	1	1
91	и не может	1	1
92	и обратно о	1	1
93	т п но	3	1
94	может быть и	1	1
95	а тем более	1	1
96	в самых разнообразных	1	1
97	что сплошь да	2	1
98	имеет в виду	1	1
99	ясно также что	1	1
100	пока мы говорим	1	1
101	в этом роде	1	1
102	чтобы понять что	1	1
103	к другому и	1	1
104	может быть не	1	1
105	не безразличная для	1	1
106	и тем же	2	1
107	с одной стороны	4	1
108	смысле этого слова	2	1
109	в связи с	4	1
110	существующие независимо от	1	1
111	если же мы	1	1
112	и в отношении	1	1
113	этот вопрос мы	1	1
114	то тем самым	1	1
115	то это не	1	1
116	вообще можно сказать	1	1
117	если это так	1	1
118	в свою очередь	1	1
119	той и другой	1	1
120	таким образом при	1	1
121	же смысл имеет	1	1
122	а не как	1	1
123	только после того	2	1
124	лишь в том	2	1
125	с другой стороны	3	1
126	только о том	1	1
127	пор пока мы	1	1
128	в свое время	2	1
129	можно убедиться что	1	1
130	силу того что	1	1
131	как уже сказано	1	1
132	на наших глазах	1	1
133	же самое что	1	1
134	заключается в том	1	1
135	в то время	1	1
136	в том чтобы	3	1
137	и вместе с	1	1
138	никогда не может	1	1
139	в одном из	1	1
140	формы отдельных слов	1	1
141	и в самом	4	1
142	здесь можно сказать	1	1
143	так как слово	1	1
144	и так как	1	1
145	имеет в своем	1	1
146	тогда когда мы	1	1
147	мы говорим о	1	1
148	одного и того	2	1
149	друг от друга	1	1
150	никоим образом не	1	1
151	но язык не	2	1
152	что существуют такие	1	1
153	для нас в	1	1
154	т п и	4	1
155	к тому что	1	1
156	одной и той	1	1
157	у нас в	1	1
158	дело не в	2	1
159	быть не может	1	1
160	ответа на этот	1	1
161	по тому что	1	1
162	том случае когда	3	1
163	самом деле есть	1	1
164	именно в том	1	1
165	что речь идет	1	1
166	что он в	1	1
