N	2gram	Propp_Isto_7	Problema
1	в его	1	43
2	и не	4	42
3	и в	24	38
4	не может	14	27
5	может быть	14	26
6	как бы	4	22
7	по отношению	1	21
8	отношению к	1	19
9	и с	1	17
10	и его	3	16
11	в этом	12	15
12	в нем	6	15
13	и т	17	14
14	только в	6	13
15	т п	1	13
16	прежде всего	2	13
17	независимо от	1	13
18	но не	6	12
19	во всех	7	11
20	ни в	2	11
21	не входит	1	10
22	отношение к	5	10
23	таким образом	7	10
24	в их	4	10
25	к нему	7	10
26	не только	21	9
27	не имеет	4	9
28	его в	3	9
29	но и	11	9
30	и как	1	8
31	входит в	1	8
32	было бы	2	8
33	точки зрения	4	8
34	для нее	2	8
35	в том	7	8
36	и др	2	8
37	то что	7	8
38	еще не	8	7
39	в самом	2	7
40	вообще не	2	7
41	как и	6	7
42	и становится	3	7
43	не в	9	7
44	как мы	3	7
45	с другой	9	7
46	в своей	1	7
47	что в	13	7
48	отношения к	1	6
49	самом деле	1	6
50	на основе	1	6
51	там где	5	6
52	и наконец	3	6
53	форма есть	1	6
54	не всегда	4	6
55	с точки	1	6
56	и этим	3	6
57	можно только	1	6
58	ничего не	5	6
59	дело с	1	6
60	мы можем	4	6
61	все же	9	6
62	а в	10	6
63	только как	1	6
64	тем как	1	5
65	в своем	1	5
66	все эти	2	5
67	при этом	4	5
68	то же	8	5
69	это не	10	5
70	в них	3	5
71	рядом с	1	5
72	далеко не	1	5
73	так и	5	5
74	в основе	2	5
75	и о	2	5
76	никогда не	4	5
77	с ним	5	5
78	конечно не	2	5
79	большинстве случаев	1	5
80	в большинстве	1	5
81	а не	8	5
82	должно быть	1	5
83	формы и	1	5
84	все они	1	5
85	мы здесь	2	4
86	должна быть	1	4
87	в ней	1	4
88	но конечно	2	4
89	как в	12	4
90	но в	5	4
91	в данном	4	4
92	не менее	5	4
93	но они	3	4
94	тем самым	1	4
95	в то	2	4
96	должны быть	3	4
97	здесь не	2	4
98	в ее	2	4
99	данном случае	3	4
100	можно было	1	4
101	не с	1	4
102	о том	9	4
103	от всех	2	4
104	с ними	1	4
105	в предмете	1	4
106	в других	4	4
107	в форме	2	4
108	и только	1	4
109	что не	2	4
110	только по	1	4
