N	3gram	Vygotskiy__4	Poddanst
1	в то же	1	7
2	то же время	1	7
3	не только в	1	4
4	в том что	12	4
5	с точки зрения	4	3
6	сами по себе	3	3
7	с одной стороны	3	3
8	и как раз	1	2
9	и в то	1	2
10	и если бы	1	2
11	заключается в том	3	2
12	как она есть	2	1
13	в ней и	1	1
14	что в этом	1	1
15	есть как бы	1	1
16	да и не	2	1
17	в этом смысле	1	1
18	или хотя бы	1	1
19	начала и конца	1	1
20	и в этом	3	1
21	нет ничего более	1	1
22	и не может	1	1
23	не было бы	1	1
24	совершенно ясно что	3	1
25	за то что	3	1
26	тех пор пока	2	1
27	вместе с тем	2	1
28	и в частности	2	1
29	все это в	1	1
30	так же как	3	1
31	если бы мы	2	1
32	во всяком случае	3	1
33	с другой стороны	2	1
34	не может быть	1	1
35	как таковые как	1	1
36	до тех пор	2	1
37	тем и другим	1	1
38	мы знаем что	1	1
39	в самом точном	1	1
40	друг с другом	4	1
41	для того чтобы	19	1
42	но в этом	1	1
43	может не только	1	1
44	и т д	2	1
