N	2gram	Tiupa_Vved_1	Problemy
1	и в	13	35
2	как бы	4	31
3	и не	12	27
4	что он	1	24
5	в его	4	21
6	но в	6	19
7	как и	11	18
8	к себе	1	18
9	не может	7	18
10	себе самому	1	18
11	в нем	5	16
12	то есть	8	16
13	то же	5	15
14	и все	4	15
15	в сущности	1	14
16	в этом	21	14
17	и его	5	14
18	для него	3	14
19	может быть	18	14
20	но и	19	14
21	все это	1	14
22	он не	3	13
23	что я	1	13
24	к нему	1	13
25	и с	2	12
26	прежде всего	7	12
27	и к	2	12
28	в пределах	2	11
29	в то	4	11
30	слова и	1	11
31	самом деле	3	10
32	не только	20	10
33	не в	6	10
34	же время	3	10
35	героя и	3	10
36	рассказа в	1	10
37	то что	6	10
38	на самом	4	9
39	в отношении	1	9
40	ни одного	1	9
41	все же	6	8
42	как мы	3	8
43	так и	8	8
44	и для	3	8
45	потому что	5	8
46	еще не	7	7
47	и наконец	2	7
48	лишь в	2	7
49	таким образом	4	7
50	для себя	1	7
51	и сам	1	7
52	в виде	1	7
53	вовсе не	1	7
54	так же	1	7
55	что же	3	7
56	точки зрения	1	7
57	с ним	3	7
58	а в	6	7
59	отношении к	1	7
60	отношению к	7	7
61	и на	3	6
62	он сам	1	6
63	но не	5	6
64	по отношению	7	6
65	отношение к	2	6
66	что они	1	6
67	чужого слова	3	6
68	в самом	2	6
69	чужое слово	1	6
70	что у	1	6
71	в слове	3	6
72	к тому	6	6
73	в одном	1	6
74	и что	1	6
75	только в	6	6
76	слова в	2	6
77	и т.п	9	6
78	чужой голос	1	6
79	но это	3	6
80	не знает	1	6
81	что в	3	6
82	как в	4	5
83	в себе	5	5
84	в рассказ	1	5
85	пределах одного	1	5
86	на протяжении	1	5
87	рассказчика и	2	5
88	внутреннем диалоге	1	5
89	он и	2	5
90	от себя	1	5
91	в конце	1	5
92	даже в	1	5
93	во время	1	5
94	на него	2	5
95	да и	1	5
96	его с	2	5
97	во внутренний	1	5
98	в том	10	5
99	обращаться к	1	5
100	так что	1	5
101	и даже	1	5
102	к своему	1	5
103	как к	1	5
104	героя в	1	5
105	во внутреннем	1	4
106	он как	1	4
107	в мире	8	4
108	он в	1	4
109	та же	1	4
110	что это	1	4
111	но на	2	4
112	на его	1	4
113	и вот	1	4
114	же не	1	4
115	чужого сознания	1	4
116	в них	2	4
117	его слово	1	4
118	в своей	5	4
119	но он	1	4
120	по себе	2	4
121	меня не	1	4
122	никогда не	4	4
123	во всем	1	4
124	как раз	2	4
125	как будто	4	4
126	той или	3	4
127	еще в	2	4
128	он говорил	1	4
129	между тем	1	4
130	другого в	1	4
131	наконец в	1	4
132	и так	1	4
133	и у	1	4
134	только на	1	4
135	всяком случае	1	4
136	не о	2	4
137	у него	1	4
