N	2gram	Voloshinov_2	Komedia
1	и в	19	22
2	и не	19	21
3	том что	10	13
4	таким образом	14	12
5	в том	7	12
6	так как	3	11
7	со стороны	1	11
8	ни в	6	10
9	потому что	1	10
10	в самом	6	9
11	до сих	3	9
12	вместе с	2	9
13	сих пор	3	9
14	в этом	15	8
15	его в	7	8
16	в своем	2	8
17	о том	3	8
18	если бы	11	8
19	в его	5	8
20	что и	3	8
21	что он	4	8
22	то же	16	7
23	при этом	9	7
24	о чем	2	7
25	только что	3	7
26	а в	3	7
27	в свою	6	7
28	того же	5	6
29	самом деле	9	6
30	еще не	3	6
31	так что	1	6
32	тому же	2	6
33	в то	8	6
34	и его	16	6
35	к тому	6	6
36	того чтобы	6	6
37	свою очередь	5	6
38	ясно что	1	6
39	и что	1	6
40	для того	6	6
41	может быть	28	6
42	как раз	4	6
43	во время	1	6
44	к этому	5	6
45	речь идет	1	5
46	что его	1	5
47	но в	7	5
48	не только	13	5
49	он не	3	5
50	в своей	3	5
51	то это	1	5
52	не менее	1	5
53	же время	8	5
54	связи с	13	5
55	к себе	1	5
56	и сам	1	5
57	хотя и	1	5
58	с ним	1	5
59	к нему	5	5
60	что в	2	5
61	по отношению	8	5
62	из них	1	5
63	тем что	2	5
64	прежде всего	7	5
65	как это	1	5
66	все это	1	5
67	на себя	1	4
68	в ней	3	4
69	он был	2	4
70	с другой	3	4
71	и речи	2	4
72	отнюдь не	8	4
73	все же	5	4
74	когда он	1	4
75	то что	4	4
76	в себе	4	4
77	что она	1	4
78	но все	1	4
79	и с	2	4
80	с тем	1	4
81	несмотря на	1	4
82	точки зрения	17	4
83	не в	10	4
84	в отношении	4	4
85	самого начала	5	4
86	у него	2	4
87	и здесь	5	4
88	с самого	5	4
89	друг друга	2	4
90	так и	10	4
91	здесь нет	1	4
92	между собой	1	4
93	и поэтому	1	4
94	с помощью	6	4
95	до нас	1	4
96	не дает	1	4
97	вовсе не	11	4
98	но и	10	4
99	до конца	2	4
100	а не	9	4
101	в связи	7	4
102	не является	8	4
103	и для	7	4
104	бы в	4	4
105	тем более	5	4
106	хотя бы	6	4
107	речи о	2	4
108	так же	5	4
109	говорить о	1	3
110	из того	1	3
111	столь же	3	3
112	с его	8	3
113	в ее	3	3
114	с этим	3	3
115	тем же	4	3
116	в которой	1	3
117	в этой	3	3
118	как он	1	3
119	на то	4	3
120	не могла	1	3
121	в нем	11	3
122	прежде чем	1	3
123	приводит к	2	3
124	то ни	5	3
125	было бы	4	3
126	в них	1	3
127	далеко не	2	3
128	как и	9	3
129	себе в	1	3
130	с точки	13	3
131	тем не	1	3
132	к ним	1	3
133	не имеет	3	3
134	никогда не	7	3
135	ничего не	4	3
136	и мысли	1	3
137	же самое	6	3
138	должно было	1	3
139	в двух	3	3
140	не о	1	3
141	одной из	3	3
142	с одной	3	3
143	в начале	2	3
144	что не	2	3
145	следует что	4	3
146	не так	2	3
147	всяком случае	2	3
148	мы можем	6	3
149	отношению к	8	3
150	в других	1	3
151	и даже	2	3
152	ему не	1	3
153	на которые	1	3
154	если не	1	3
155	не может	18	3
156	конечно не	4	3
157	одной стороны	3	3
158	в течение	1	3
159	как бы	19	3
160	в целом	1	3
161	бы он	3	3
162	из своего	1	3
163	не знает	2	3
164	дело с	1	3
165	в какой	3	3
166	во всяком	3	3
167	отношения к	2	2
168	человека и	1	2
169	его не	1	2
170	мы не	2	2
171	и дать	1	2
172	в сущности	14	2
173	не совсем	1	2
174	и он	2	2
175	но при	1	2
176	и на	5	2
177	бы то	4	2
178	во всех	6	2
179	он говорит	1	2
180	конечном счете	1	2
181	отличие от	3	2
182	за пределы	3	2
183	что они	2	2
184	и я	1	2
185	как в	1	2
186	стороны и	2	2
187	и хотя	1	2
188	не приходится	1	2
189	так или	1	2
190	бы не	2	2
191	и сестры	1	2
192	ни было	6	2
193	и если	1	2
