N	2gram	Berdyaev_V_1	Istorich
1	и в	16	22
2	в этом	4	17
3	и т	2	16
4	т д	2	15
5	что в	3	15
6	не только	2	14
7	но и	5	12
8	и не	20	12
9	в этих	3	11
10	может быть	1	11
11	но в	3	10
12	еще не	8	10
13	в нем	4	9
14	и говорит	1	9
15	что и	3	9
16	в том	3	9
17	что он	4	9
18	вместе с	1	9
19	как мы	1	8
20	мы видим	1	8
21	что они	7	8
22	том что	2	8
23	но не	2	7
24	то что	9	7
25	уже не	2	7
26	так как	9	7
27	с другой	1	7
28	другой стороны	1	7
29	к этому	1	7
30	то же	1	6
31	это не	2	6
32	ничего не	1	6
33	в них	3	6
34	то и	1	6
35	а не	7	6
36	связь с	1	6
37	а в	2	6
38	все же	1	5
39	в этой	1	5
40	могут быть	2	5
41	живет в	1	5
42	к нему	1	5
43	того что	5	5
44	один из	2	5
45	есть и	1	5
46	что ты	3	4
47	и на	1	4
48	все эти	3	4
49	отношение к	1	4
50	не в	3	4
51	на этом	1	4
52	и с	1	4
53	не всегда	1	4
54	у нас	1	4
55	как это	1	4
56	видим что	1	4
57	тем что	2	4
58	что на	1	4
59	она не	1	4
60	находится в	1	4
61	только в	2	4
62	и они	3	4
63	его и	2	4
64	они не	1	4
65	для нас	2	4
66	и другие	1	4
67	их и	1	3
68	я не	1	3
69	и ее	1	3
70	в чем	3	3
71	в целом	1	3
72	их в	3	3
73	для них	2	3
74	все равно	2	3
75	как и	4	3
76	можно ли	1	3
77	никогда не	3	3
78	почему в	2	3
79	а ты	1	3
80	потому что	4	3
81	к тому	3	3
82	они и	2	3
83	на том	2	3
84	на нее	1	3
85	этому же	1	3
86	от них	1	3
87	в его	4	3
88	с ними	1	3
89	за ним	3	3
90	прежде всего	2	3
91	у него	1	3
92	превращается в	3	3
93	так же	1	3
94	мы увидим	1	3
95	но это	3	3
96	и от	1	3
97	его не	2	3
98	и все	4	3
99	ее в	2	3
100	все что	4	3
101	и то	2	2
102	и есть	4	2
103	в котором	4	2
104	не имеют	1	2
105	вопрос о	1	2
106	и новые	2	2
107	но она	1	2
108	на себя	5	2
109	то это	3	2
110	в ней	4	2
111	к жизни	1	2
112	себе и	1	2
113	его на	1	2
114	как в	1	2
115	в своем	1	2
116	хотя и	5	2
117	они в	3	2
118	том свете	1	2
119	в виде	1	2
120	и вот	1	2
121	так часто	1	2
122	так и	4	2
123	но все	1	2
124	ни в	3	2
125	вовсе не	1	2
126	с тем	2	2
127	и уже	1	2
128	и для	3	2
129	и было	1	2
130	в которых	1	2
131	над ними	2	2
132	что было	2	2
133	не имеет	3	2
134	который был	1	2
135	одна из	2	2
136	это еще	4	2
137	в русском	1	2
138	вот почему	2	2
139	и это	2	2
140	роль в	1	2
141	не с	2	2
142	нам уже	1	2
143	после того	1	2
144	говорят что	1	2
145	и что	3	2
146	между тем	2	2
147	напоминает о	1	2
148	в человека	2	2
149	и так	1	2
150	в жизни	3	2
151	что не	4	2
152	в одном	1	2
153	не было	3	2
154	и вновь	1	2
155	и потому	7	2
156	да и	2	2
157	с тобой	2	2
158	и царство	1	2
159	здесь есть	1	2
160	с братьями	1	2
161	указать на	1	2
162	если не	3	2
163	от него	2	2
164	ты не	5	2
165	нет ничего	3	2
166	жизни и	3	2
167	во всяком	2	2
168	и хотел	1	1
169	к людям	6	1
170	совсем как	1	1
171	кто бы	1	1
172	которых этот	1	1
173	этого мира	3	1
174	и до	1	1
175	со своей	1	1
176	и за	2	1
177	есть не	1	1
178	превратились в	2	1
179	мы не	2	1
180	же ты	3	1
181	человека и	6	1
182	нас это	1	1
183	пока они	1	1
184	из сторон	1	1
185	мы будем	1	1
186	но как	1	1
187	к богу	8	1
188	часто он	1	1
189	к ним	1	1
190	в новом	1	1
191	не просто	1	1
192	нет и	2	1
193	другое и	1	1
194	более чем	2	1
195	еще больше	1	1
196	его к	2	1
197	ее от	1	1
198	царство и	1	1
199	что это	1	1
200	в другие	1	1
201	забыв о	1	1
202	но прежде	1	1
203	должна быть	3	1
204	перестает быть	1	1
205	и по	1	1
206	будем говорить	1	1
207	человека в	1	1
208	не будет	2	1
209	в состоянии	1	1
210	в мире	5	1
211	и тем	1	1
212	тех которые	3	1
213	она и	1	1
214	для чего	1	1
215	тайну только	1	1
216	ведет к	1	1
217	в своей	3	1
218	есть один	1	1
219	идти в	1	1
220	не могли	2	1
221	чтобы решить	1	1
222	как можно	1	1
223	и очень	1	1
224	этих трех	3	1
225	из нас	1	1
226	того как	1	1
227	и остается	1	1
228	только до	1	1
229	на которых	1	1
230	нам и	1	1
231	это мы	2	1
232	в разных	1	1
233	как она	1	1
234	во всем	1	1
235	до того	2	1
236	мы и	2	1
237	не создает	2	1
238	нельзя так	1	1
239	всего что	1	1
240	не есть	6	1
241	как не	3	1
242	меня в	1	1
243	в ее	1	1
244	к нам	2	1
245	в себя	2	1
246	и сам	2	1
247	он так	1	1
248	в образе	4	1
249	людям и	1	1
250	можно было	2	1
251	слепота и	1	1
252	является в	2	1
253	с ним	2	1
254	смысле и	1	1
255	того света	1	1
256	тогда мы	1	1
257	она с	1	1
258	что бы	1	1
259	всегда в	1	1
260	тот же	3	1
261	хотя бы	3	1
262	яснее в	1	1
263	важный для	1	1
264	по этому	3	1
