N	2gram	Tiupa_Narr_1	StatiiOP
1	и в	19	25
2	в этом	17	24
3	в том	18	20
4	что он	6	19
5	может быть	25	19
6	тем что	3	19
7	что в	3	19
8	что это	3	16
9	том что	14	15
10	в этой	5	14
11	и пр	1	13
12	не только	32	12
13	в его	9	12
14	то что	11	12
15	таким образом	1	10
16	прежде всего	4	10
17	и не	20	10
18	у него	4	9
19	но и	23	9
20	о том	6	8
21	это было	1	8
22	из его	1	7
23	это не	2	7
24	было бы	4	7
25	в то	3	7
26	не может	10	7
27	что касается	2	7
28	точки зрения	10	7
29	место в	1	6
30	и на	3	6
31	как в	7	6
32	из этих	3	6
33	не в	14	6
34	в русской	1	6
35	между тем	3	6
36	только в	4	6
37	в конце	1	6
38	в области	2	6
39	в россии	1	6
40	как бы	4	6
41	а в	11	6
42	отношения между	1	5
43	в году	1	5
44	то же	4	5
45	ответ на	1	5
46	независимо от	2	5
47	но в	6	5
48	он не	3	5
49	об этом	1	5
50	ни в	3	5
51	мы имеем	2	5
52	в котором	1	5
53	потому что	1	5
54	так и	9	5
55	в них	1	5
56	отметить что	1	5
57	с другой	8	5
58	а не	12	5
59	такого рода	7	5
60	того что	1	5
61	другой стороны	4	5
62	например в	2	4
63	из которых	4	4
64	в чем	1	4
65	точка зрения	6	4
66	в общем	1	4
67	все же	7	4
68	не было	2	4
69	и к	1	4
70	то в	6	4
71	в целом	1	4
72	на его	1	4
73	состоит в	13	4
74	лишь в	1	4
75	на протяжении	6	4
76	этом смысле	1	4
77	и тем	4	4
78	как и	7	4
79	а как	1	4
80	у нас	1	4
81	по крайней	1	4
82	с точки	2	4
83	ничего не	2	4
84	к ней	1	4
85	этом отношении	3	4
86	отличается от	4	4
87	в ней	3	4
88	и с	4	4
89	если бы	1	4
90	можно сказать	5	4
91	а также	7	4
92	к нему	5	4
93	всего в	1	4
94	в качестве	21	4
95	и др	2	4
96	в начале	1	4
97	отношение к	2	4
98	крайней мере	1	4
99	в особенности	4	4
100	действующих лиц	1	4
101	в речи	1	4
102	связь с	1	4
103	в смысле	1	4
104	и для	2	4
105	но это	1	4
106	сказать что	4	4
107	можно назвать	1	4
108	говорить о	2	3
109	с его	6	3
110	своего рода	12	3
111	что по	2	3
112	и наконец	1	3
113	все эти	2	3
114	на этом	1	3
115	что этот	1	3
116	в другом	1	3
117	несмотря на	2	3
118	в их	1	3
119	и народ	1	3
120	но он	1	3
121	и более	1	3
122	действующие лица	1	3
123	же время	4	3
124	связи с	4	3
125	и здесь	1	3
126	что все	1	3
127	со стороны	9	3
128	нельзя сказать	1	3
129	и его	5	3
130	уже не	5	3
131	уже в	3	3
132	не так	1	3
133	для него	2	3
134	в системе	1	3
135	как раз	2	3
136	не является	8	3
137	к которому	2	3
138	одной стороны	7	3
139	в рассказе	4	3
140	с которым	1	3
141	что мы	2	3
142	его как	2	3
143	в связи	2	3
144	с этой	1	3
145	тем более	2	3
146	обращается к	1	3
147	в какой	2	3
148	речь идет	4	2
149	самом деле	2	2
150	он может	1	2
151	и за	1	2
152	в сущности	3	2
153	того же	1	2
154	царем и	1	2
155	разумеется не	1	2
156	во всех	1	2
157	но как	2	2
158	если в	3	2
159	с которыми	1	2
160	нет и	2	2
161	что они	3	2
162	что именно	2	2
163	в самом	1	2
164	формы в	1	2
165	и тот	2	2
166	за рамки	2	2
167	так сказать	1	2
168	не как	2	2
169	том чтобы	1	2
170	в плане	1	2
171	и по	1	2
172	но все	4	2
173	и может	1	2
174	а по	2	2
175	то есть	19	2
176	а с	3	2
177	он и	1	2
178	жизни но	2	2
179	с не	1	2
180	мы не	1	2
181	в развитии	1	2
182	и тогда	1	2
183	не мог	4	2
184	не столько	4	2
185	в которых	1	2
186	точку зрения	4	2
187	тем не	3	2
188	не менее	3	2
189	как о	1	2
190	дело не	1	2
191	одна из	3	2
192	к этим	1	2
193	не имеет	2	2
194	никогда не	3	2
195	бы между	1	2
196	этих двух	1	2
197	более что	1	2
198	х годов	1	2
199	от того	1	2
200	начиная с	1	2
201	могут быть	3	2
202	к тому	7	2
203	но также	1	2
204	любопытно что	1	2
205	утверждать что	2	2
206	как мы	3	2
207	то она	2	2
208	с ее	3	2
209	в виду	1	2
210	говорит и	2	2
211	что у	2	2
212	или в	2	2
213	времени и	7	2
214	до нас	1	2
215	внимание на	1	2
216	одного из	4	2
217	с одной	7	2
218	на что	1	2
219	и во	1	2
220	в драме	1	2
221	в форме	5	2
