N	2gram	Losev_Vlad_1	FransuaR
1	и в	31	45
2	то есть	3	25
3	и не	17	15
4	в этом	14	14
5	но в	12	14
6	не только	24	14
7	во всех	1	13
8	и его	7	13
9	в его	12	13
10	во время	3	12
11	что в	14	12
12	то же	6	11
13	в своем	4	11
14	в то	8	11
15	в нем	4	10
16	и с	14	10
17	как и	4	10
18	в том	11	10
19	но и	19	10
20	прежде всего	1	10
21	же время	4	9
22	в ней	1	8
23	таким образом	3	8
24	как мы	9	8
25	жизни и	5	8
26	вовсе не	5	8
27	так же	1	8
28	также и	10	7
29	он был	14	7
30	с его	11	7
31	том что	14	7
32	не в	5	7
33	потому что	11	7
34	в эпоху	1	7
35	что и	5	7
36	в конце	9	7
37	и все	4	7
38	все это	5	7
39	здесь не	3	6
40	в этой	4	6
41	он не	10	6
42	в них	2	6
43	мысли и	4	6
44	в атмосфере	1	6
45	того чтобы	2	6
46	связи с	1	6
47	так и	6	6
48	что он	12	6
49	так как	8	6
50	для того	2	6
51	одним из	2	5
52	самом деле	1	5
53	на самом	1	5
54	это и	2	5
55	с ее	1	5
56	и на	3	5
57	хотя и	4	5
58	и как	4	5
59	и к	6	5
60	и у	4	5
61	все эти	3	5
62	на этом	2	5
63	с ним	5	5
64	этом отношении	1	5
65	одной из	2	5
66	со всеми	1	5
67	человека с	1	5
68	как раз	7	5
69	в связи	3	5
70	не может	6	5
71	но это	3	5
72	в доме	7	4
73	мы уже	7	4
74	той же	2	4
75	мы не	1	4
76	и о	2	4
77	но не	3	4
78	в общем	3	4
79	кроме того	7	4
80	в самом	2	4
81	тому же	2	4
82	по своему	3	4
83	об этом	7	4
84	это было	6	4
85	не мог	3	4
86	точки зрения	2	4
87	известной степени	1	4
88	в их	1	4
89	у него	15	4
90	очень часто	1	4
91	и это	2	4
92	ничего не	3	4
93	и здесь	3	4
94	о том	11	4
95	и во	1	4
96	связаны с	1	4
97	только в	9	4
98	и даже	15	4
99	сказать что	7	4
100	а не	1	4
101	его как	1	4
102	как это	7	4
103	и от	5	4
104	бы в	1	4
105	а также	5	4
106	а в	9	4
107	как на	2	4
108	по поводу	12	4
109	почти всегда	1	3
110	ведь и	1	3
111	почти все	1	3
112	но она	3	3
113	того же	6	3
114	и он	3	3
115	из этих	2	3
116	менее всего	1	3
117	как в	3	3
118	в одной	1	3
119	но его	2	3
120	как он	4	3
121	но на	3	3
122	что она	2	3
123	и вот	3	3
124	об этой	1	3
125	говорить в	1	3
126	ни в	2	3
127	он и	6	3
128	нисколько не	2	3
129	в своей	4	3
130	от его	1	3
131	не менее	2	3
132	мир и	1	3
133	свобода и	1	3
134	дело в	4	3
135	что на	2	3
136	от того	1	3
137	своего отца	1	3
138	всего этого	1	3
139	не могло	1	3
140	то время	2	3
141	этот момент	2	3
142	это не	1	3
143	именно в	1	3
144	того что	2	3
145	и одновременно	1	3
146	для всех	1	3
147	для него	7	3
148	в одном	1	3
149	но он	5	3
150	не было	5	3
151	еще и	7	3
152	на весь	1	3
153	о чем	1	3
154	связь с	1	3
155	вместе с	3	3
156	в течение	9	3
157	но этот	3	3
158	по существу	2	3
159	и для	2	3
160	в году	30	3
161	с помощью	1	3
162	и ни	2	3
163	на этот	6	3
164	в заключение	1	3
165	и другие	1	3
166	ту же	1	2
167	можно говорить	1	2
168	в этот	4	2
169	и есть	1	2
170	почти не	2	2
171	не хочет	1	2
172	и до	2	2
173	из его	4	2
174	и больше	1	2
175	и за	2	2
176	в целом	3	2
177	это время	3	2
178	в различных	1	2
179	в чем	2	2
180	в данном	1	2
181	в сторону	1	2
182	нет и	2	2
183	относится к	1	2
184	в истории	4	2
185	все же	3	2
186	кто не	2	2
187	когда он	5	2
188	не будем	2	2
189	он в	3	2
190	очень важно	1	2
191	раз в	1	2
192	им в	1	2
193	роль в	1	2
194	и если	5	2
195	при этом	2	2
196	нечто весьма	1	2
197	в начале	3	2
198	чувствует себя	1	2
199	так например	2	2
200	в париж	1	2
201	том же	1	2
202	эта книга	2	2
203	на все	2	2
204	лишь в	2	2
205	с которой	1	2
206	было бы	2	2
207	для них	1	2
208	с тем	2	2
209	несмотря на	4	2
210	одно из	1	2
211	в г	1	2
212	философии а	1	2
213	во второй	1	2
214	и без	1	2
215	в положительном	1	2
216	не столько	2	2
217	но эта	1	2
218	языков и	1	2
219	даже в	2	2
220	в отношении	3	2
221	вплоть до	1	2
222	на него	3	2
223	всего существующего	1	2
224	больше чем	2	2
225	у этого	1	2
226	и притом	3	2
227	к ней	4	2
228	и мысли	1	2
229	уже и	2	2
230	за его	1	2
231	начиная с	2	2
232	не могут	1	2
233	что все	2	2
234	и слова	1	2
235	к тому	3	2
236	в каждом	1	2
237	чем не	2	2
238	так в	1	2
239	и что	6	2
240	еще в	4	2
241	жизнь и	3	2
242	и вообще	4	2
243	же самое	1	2
244	связанная с	1	2
245	другом месте	1	2
246	но мы	2	2
247	можно сказать	6	2
248	в значительной	1	2
249	нас в	1	2
250	к нему	4	2
251	всякого рода	2	2
252	ли он	1	2
253	в эти	7	2
254	в качестве	6	2
255	значение и	1	2
256	на столе	1	2
257	в известной	1	2
258	конце жизни	1	2
259	у нее	1	2
260	мы можем	1	2
261	может быть	6	2
262	заметить что	1	2
263	тут же	7	2
264	и только	1	2
265	в особенности	4	2
266	а именно	2	2
267	мы еще	1	2
268	себя и	1	2
269	нужно сказать	1	2
270	один из	4	2
271	на эту	1	2
272	него не	3	2
273	нет ни	1	2
274	конечно не	2	2
275	несколько слов	2	2
276	отречение от	1	2
277	своей жизни	2	2
278	под названием	2	2
279	хотя бы	2	2
280	всеми его	1	2
281	то что	18	2
282	жизни в	1	2
283	в период	5	2
284	одновременно и	1	2
285	ко всему	1	2
286	к этому	6	2
287	также было	1	1
288	и через	3	1
289	течение всей	4	1
290	то в	1	1
291	и внешних	1	1
292	мировоззрения и	1	1
293	не имеют	1	1
294	по его	2	1
295	поэзии и	1	1
296	есть не	1	1
297	и была	1	1
298	том насколько	1	1
299	был конечно	1	1
300	здесь о	1	1
301	объявил что	1	1
302	что уже	1	1
303	большую роль	1	1
304	нам в	1	1
305	который был	2	1
306	чисто человеческой	1	1
307	магии и	1	1
308	только была	1	1
309	и отец	2	1
310	и глубоко	2	1
311	столь же	1	1
312	истории в	1	1
313	то мы	3	1
314	и всего	1	1
315	видели что	1	1
316	но как	5	1
317	для других	1	1
318	свою жизнь	1	1
319	этот тон	1	1
320	по отношению	1	1
321	несколько более	1	1
322	не просто	1	1
323	и речи	3	1
324	своего сына	2	1
325	за пределы	3	1
