1	может быть	23	45
2	в его	10	40
3	в нем	13	28
4	не может	14	27
5	и не	20	26
6	в котором	2	24
7	и в	38	24
8	в себе	1	21
9	не есть	3	20
10	а не	6	17
11	и его	21	17
12	в ее	2	16
13	только в	6	16
14	в своем	1	16
15	в этом	27	14
16	точки зрения	8	12
17	ни в	2	12
18	и это	2	12
19	к нему	3	12
20	но не	2	12
21	не в	15	12
22	во всех	5	11
23	все эти	6	10
24	все это	3	10
25	его целом	1	10
26	в своей	7	10
27	бытия и	1	10
28	в целом	3	10
29	это не	2	10
30	с точки	7	9
31	и есть	1	9
32	и для	5	9
33	как бы	4	9
34	но и	13	9
35	для него	7	8
36	если бы	5	8
37	было бы	6	8
38	лишь в	7	8
39	жизни и	3	8
40	в их	6	8
41	не было	6	8
42	из себя	1	8
43	момент в	1	7
44	и здесь	3	7
45	конечно не	1	7
46	уже не	7	7
47	и все	3	7
48	во всем	1	7
49	для нее	2	7
50	то что	6	7
51	со стороны	2	7
52	что и	8	7
53	должен быть	1	7
54	вовсе не	11	7
55	в единстве	2	7
56	ее и	2	6
57	и их	3	6
58	и действительно	1	6
59	в смысле	1	6
60	должно быть	2	6
61	отнюдь не	8	6
62	менее всего	3	6
63	совершенно не	4	6
64	в том	11	6
65	он не	6	6
66	но это	2	6
67	смысл и	2	6
68	и только	5	6
69	есть лишь	2	5
70	но все	3	5
71	то же	6	5
72	но ведь	3	5
73	с ним	2	5
74	мы имеем	1	5
75	бы быть	1	5
76	от его	2	5
77	место в	3	5
78	но в	4	5
79	никогда не	2	5
80	не имеет	2	5
81	проникает в	1	5
82	в контексте	1	5
83	его в	3	5
84	в основе	5	5
85	именно в	5	5
86	отвлечение от	2	5
87	для себя	1	5
88	его как	2	5
89	там где	4	5
90	время и	3	5
91	не только	9	5
92	со всем	1	5
93	отношение к	2	5
94	как и	9	5
95	все же	8	5
96	но как	2	5
97	для нас	1	4
98	нет в	1	4
99	во всей	2	4
100	только как	1	4
101	могла бы	1	4
102	что в	7	4
103	тем самым	2	4
104	при этом	9	4
105	между тем	2	4
106	не по	2	4
107	должна быть	5	4
108	не как	4	4
109	и пространство	2	4
110	как его	2	4
111	том что	2	4
112	нем как	2	4
113	а в	6	4
114	к ним	1	4
115	чем не	1	4
116	места в	1	4
117	в каком	1	4
118	всех своих	1	4
119	в чем	2	4
120	о нем	1	4
121	хотя бы	6	4
122	времени и	2	4
123	от него	2	3
124	в своих	1	3
125	входит в	4	3
126	в каждом	1	3
127	на язык	2	3
128	а лишь	3	3
129	и должна	1	3
130	что это	3	3
131	здесь не	4	3
132	из него	2	3
133	той или	1	3
134	ибо все	1	3
135	могут быть	6	3
136	его конкретной	1	3
137	с ними	2	3
138	не должно	1	3
139	ничего не	4	3
140	и этот	1	3
141	только с	1	3
142	не дает	1	3
143	в ней	6	3
144	рядом с	1	3
145	и тем	2	3
146	а все	2	3
147	события в	1	3
148	нигде не	2	3
149	из его	1	3
150	ясно что	1	3
151	на самом	3	3
152	или иного	5	3
153	в виду	2	3
154	что не	4	3
155	и совершенно	2	3
156	бы не	1	3
157	тем что	8	3
158	до конца	2	3
159	самом деле	8	3
160	не менее	1	3
161	этом смысле	2	3
162	и на	3	3
163	быть и	3	3
164	всех этих	3	3
165	был бы	1	3
166	и ни	1	3
167	в то	5	3
168	но конечно	1	3
169	в современной	1	3
170	того что	3	3
171	единстве и	1	3
172	ближе к	1	3
173	и этим	2	3
174	для того	3	3
175	в другом	1	3
176	и может	3	3
177	в свою	1	3
178	слово не	1	3
179	о том	1	3
180	на своем	1	3
181	вступает в	1	3
182	того или	4	3
183	мы не	3	3
184	независимо от	4	3
185	и пр	21	3
186	от этого	3	2
187	сводится к	5	2
188	едва ли	2	2
189	в этой	6	2
190	дело в	1	2
191	что эта	2	2
192	он и	3	2
193	можно и	3	2
194	сознания в	1	2
195	в виде	1	2
196	себе а	2	2
197	совсем не	2	2
198	раз и	4	2
199	а как	3	2
200	факта и	1	2
201	того чтобы	3	2
202	своих моментах	1	2
203	поскольку она	1	2
204	стал бы	2	2
205	смысле в	1	2
206	его с	3	2
207	было и	2	2
208	к этому	4	2
209	же время	5	2
210	еще более	5	2
211	и именно	1	2
212	тем не	1	2
213	и та	1	2
214	ни одна	2	2
215	к историческому	1	2
216	в принципе	1	2
217	и навсегда	1	2
218	его к	1	2
219	как предмет	2	2
220	содержание и	1	2
221	имеем в	1	2
222	не о	4	2
223	случае мы	1	2
224	и постоянное	1	2
225	как к	3	2
226	вопрос о	1	2
227	во главе	1	2
228	для этого	2	2
229	если не	1	2
230	та же	2	2
231	то ни	2	2
232	поскольку он	2	2
233	в качестве	2	2
234	это было	3	2
235	что он	5	2
236	и то	2	2
237	и как	3	2
238	действительности в	1	2
