N	3gram	Voloshinov_1	Istorich
1	с другой стороны	1	8
2	в этом случае	3	6
3	в том что	1	5
4	до сих пор	1	4
5	не только в	3	4
6	о том что	2	4
7	мы имеем в	1	4
8	вместе с тем	2	3
9	мы видели что	2	3
10	мы уже видели	2	3
11	в тех случаях	2	3
12	тех случаях когда	2	3
13	не может быть	2	3
14	с появлением собственности	1	2
15	но и в	3	2
16	здесь же мы	1	2
17	все больше и	2	2
18	что эти три	1	2
19	больше и больше	2	2
20	но все же	2	2
21	это еще не	1	2
22	можно было бы	1	2
23	мы уже знаем	1	2
24	как и в	1	2
25	как мы видели	3	2
26	должны были бы	2	1
27	в другом месте	1	1
28	что иное как	2	1
29	может быть истолковано	1	1
30	только потому что	2	1
31	представления связанные с	1	1
32	как нечто оторванное	1	1
33	как только мы	1	1
34	более или менее	1	1
35	но то что	1	1
36	так как в	1	1
37	должны помнить что	1	1
38	и в особенности	1	1
39	как бы два	1	1
40	и не может	1	1
41	в зависимости от	5	1
42	что в одном	1	1
43	на этот вопрос	1	1
44	на первый взгляд	1	1
45	то у нас	1	1
46	только одна сторона	1	1
47	то или иное	4	1
48	одно и то	3	1
49	что оно означает	1	1
50	как только он	1	1
51	это прежде всего	1	1
52	мы должны помнить	1	1
53	но при этом	2	1
54	можно заметить что	1	1
55	и то же	3	1
56	он не будет	1	1
57	формы в которых	1	1
58	но вместе с	1	1
59	один из этих	1	1
60	это только одна	1	1
61	как бы в	3	1
62	между этими двумя	1	1
63	в приведенных примерах	1	1
64	есть не что	2	1
65	независимо от того	1	1
66	таким образом мы	1	1
67	которые связаны с	3	1
68	не забудем что	3	1
69	в его голове	1	1
70	и тем самым	3	1
71	и тем более	1	1
72	и те же	1	1
73	можно сказать что	2	1
74	как мы видим	1	1
75	у нас на	1	1
76	мы легко можем	1	1
77	не что иное	2	1
78	тем не менее	1	1
79	для того чтобы	7	1
80	но как только	1	1
81	что у нас	2	1
82	от того где	1	1
83	смысле этого слова	2	1
