N	3gram	Potebnia_M_3	Myshleni
1	в том что	16	17
2	вместе с тем	4	10
3	заключается в том	1	7
4	для того чтобы	3	7
5	в собственном смысле	2	6
6	с одной стороны	3	5
7	тем не менее	3	5
8	друг с другом	1	5
9	что и в	3	5
10	то и другое	1	4
11	то время как	1	4
12	смысле этого слова	7	4
13	в то время	4	4
14	собственном смысле этого	1	4
15	это значит что	1	4
16	с тем и	2	4
17	о том что	1	3
18	сами по себе	1	3
19	в этом отношении	2	3
20	один из этих	1	3
21	с другой стороны	4	3
22	на то что	1	3
23	как мы видели	1	3
24	по своему строению	1	2
25	таким образом что	1	2
26	в том виде	1	2
27	только потому что	2	2
28	и той же	2	2
29	по отношению к	5	2
30	и по способу	1	2
31	в силу того	1	2
32	только в том	3	2
33	того и другого	1	2
34	что эти последние	1	2
35	заключает в себе	5	2
36	вместе с этим	2	2
37	и то что	1	2
38	для ребенка в	1	2
39	потому что оно	2	2
40	то что мы	2	2
41	не может быть	3	2
42	силу того что	1	2
43	так и в	2	2
44	в свою очередь	3	2
45	само по себе	3	2
46	как мы уже	1	2
47	одной и той	2	2
48	как и в	2	2
49	и связанное с	1	1
50	том что она	1	1
51	с тем мы	1	1
52	как одного из	1	1
53	которые не могут	1	1
54	мы должны будем	2	1
55	более или менее	3	1
56	на котором мы	1	1
57	подобно тому как	2	1
58	так или иначе	1	1
59	в слове и	5	1
60	это взятое вместе	1	1
61	во многих случаях	1	1
62	то же самое	1	1
63	что как бы	1	1
64	до сих пор	3	1
65	с понятием но	1	1
66	сам по себе	5	1
67	того что мы	2	1
68	так же мало	1	1
69	эти последние являются	1	1
70	тогда когда он	1	1
71	из того что	1	1
72	признаков но и	1	1
73	за то что	1	1
74	что оно не	1	1
75	значение слова или	1	1
76	так что все	1	1
77	могли бы быть	1	1
78	со сказанным выше	1	1
79	с в этом	1	1
80	же что и	1	1
81	что мы не	2	1
82	и что в	1	1
83	в данном случае	1	1
84	в одном пункте	1	1
85	в том чтобы	2	1
86	и тем же	3	1
87	в понятии и	1	1
88	не только в	4	1
89	слова и его	1	1
90	мы не знаем	2	1
91	очевидно что не	1	1
92	бы мы могли	1	1
93	но и по	2	1
94	меняется вместе с	1	1
95	не могут быть	2	1
96	того что она	1	1
97	образования понятия и	1	1
98	из них не	1	1
99	не в силу	1	1
100	том что слово	1	1
101	и в том	2	1
102	одним и тем	3	1
103	разница только в	1	1
104	этого слова и	2	1
105	но столь же	1	1
106	а вместе с	1	1
107	с таким образом	1	1
108	и не обнаруживает	1	1
109	по себе а	4	1
110	но тем не	2	1
111	мы не можем	2	1
112	над всеми остальными	3	1
113	в такой форме	1	1
114	ничего общего с	1	1
115	с этим последним	1	1
116	если бы мы	1	1
117	скажем только что	1	1
118	в связь с	1	1
119	и в самом	2	1
120	восприятии и в	1	1
121	друг от друга	1	1
122	по этому поводу	1	1
123	к тому что	2	1
124	сама по себе	2	1
125	к вопросу о	1	1
126	все это взятое	1	1
127	здесь как и	1	1
128	могло бы быть	1	1
129	говорит нам о	1	1
130	вне связи с	1	1
