N	3gram	Tiupa_Narr_1	Problema
1	и т д	1	13
2	тем не менее	3	10
3	в том что	5	9
4	той или иной	4	8
5	то же самое	2	7
6	и то что	1	7
7	в связи с	2	7
8	в данном случае	8	7
9	сам по себе	1	6
10	сами по себе	2	6
11	во всяком случае	2	6
12	по крайней мере	1	5
13	с другой стороны	1	5
14	не может быть	4	5
15	с той или	1	5
16	что иное как	1	4
17	бы то ни	1	4
18	в то же	4	4
19	и то же	2	4
20	той или другой	1	4
21	дело в том	2	3
22	точно так же	1	3
23	может быть и	1	3
24	одно и то	2	3
25	что это за	1	3
26	содержит в себе	1	3
27	то ни было	1	3
28	само по себе	1	3
29	о том что	2	3
30	на этот раз	1	3
31	по себе а	1	3
32	это уже не	1	2
33	в той или	1	2
34	только потому что	1	2
35	же как и	1	2
36	с точки зрения	1	2
37	до сих пор	2	2
38	что вся эта	1	2
39	в отличие от	2	2
40	но и в	2	2
41	не только в	6	2
42	и как бы	1	2
43	то есть от	1	2
44	только то что	1	2
45	на самом деле	1	2
46	и тем самым	4	2
47	можно сказать что	2	2
48	друг от друга	1	2
49	как мы видели	1	2
50	и того же	1	1
51	а во втором	2	1
52	это могло бы	1	1
53	из поля зрения	1	1
54	он сам без	1	1
55	а не в	1	1
56	не сами по	1	1
57	более или менее	1	1
58	выражается в слове	1	1
59	то что обычно	1	1
60	что для него	1	1
61	и не только	1	1
62	в начале или	1	1
63	в той же	1	1
64	в первой главе	1	1
65	что не только	1	1
66	из того что	1	1
67	не отличается от	1	1
68	перед нами не	2	1
69	в отрыве от	1	1
70	как он сам	1	1
71	войне и мире	2	1
72	как и в	1	1
73	может быть не	2	1
74	с одной стороны	1	1
75	в смысловом отношении	1	1
76	но при этом	1	1
77	и потому что	1	1
78	другим потому что	2	1
79	во втором случае	1	1
80	связаны между собой	1	1
81	тем же самым	1	1
82	в нем не	1	1
83	еще и потому	1	1
84	может быть несколько	1	1
85	но и с	1	1
86	вовсе еще не	1	1
87	бросается в глаза	1	1
88	быть не только	1	1
89	и все же	2	1
90	который в данном	1	1
91	чем иным как	2	1
92	в войне и	2	1
93	мы не можем	1	1
94	то что мы	1	1
95	сказать и о	1	1
96	в первом случае	3	1
97	как и всякий	1	1
98	в самом деле	2	1
99	речь идет о	3	1
100	по сути дела	1	1
101	но на этот	1	1
102	на то что	2	1
103	одного и того	1	1
104	в этих случаях	1	1
105	по себе но	1	1
106	к тому что	1	1
107	значимость только в	1	1
108	тем более не	1	1
109	быть и не	1	1
110	для того чтобы	3	1
111	здесь не только	1	1
112	к тому же	5	1
113	точки зрения в	1	1
