N	2gram	Trubetskoy_1	Literetu
1	и не	8	22
2	тогда как	6	17
3	в мире	6	16
4	и в	23	16
5	при этом	9	15
6	в этом	12	14
7	не только	7	14
8	но и	9	14
9	в том	30	12
10	может быть	16	12
11	а не	1	12
12	то что	18	12
13	в частности	2	11
14	я и	1	10
15	не в	8	10
16	то же	4	9
17	так и	10	9
18	в то	6	9
19	того что	6	9
20	в этой	6	8
21	в жизни	3	8
22	том что	19	8
23	не может	17	8
24	как бы	10	8
25	в своей	1	7
26	тем самым	3	7
27	же время	2	7
28	только в	6	7
29	со стороны	1	7
30	точки зрения	13	7
31	я в	2	7
32	еще не	5	6
33	с его	1	6
34	в себе	5	6
35	состоит в	1	6
36	в другом	2	6
37	о том	7	6
38	и его	1	6
39	в его	5	6
40	с другой	6	6
41	к тому	8	6
42	отличие от	3	5
43	как в	1	5
44	в целом	5	5
45	тому же	6	5
46	то есть	2	5
47	лишь в	5	5
48	это не	3	5
49	как и	9	5
50	что я	1	5
51	в основе	2	5
52	что он	7	5
53	в качестве	1	5
54	именно в	5	5
55	а именно	1	5
56	вместе с	6	5
57	а в	3	5
58	одним из	4	4
59	но не	2	4
60	по отношению	9	4
61	хотя и	4	4
62	и если	6	4
63	входит в	1	4
64	должно быть	4	4
65	однако в	1	4
66	даже в	3	4
67	не говоря	1	4
68	никогда не	4	4
69	говоря уже	1	4
70	данном случае	3	4
71	с одной	3	4
72	в начале	2	4
73	из них	5	4
74	одно из	3	4
75	как будто	5	4
76	как у	3	4
77	до конца	1	4
78	одной стороны	2	4
79	в данном	3	4
80	по существу	6	4
81	и для	6	4
82	жизни в	1	4
83	отношению к	9	4
84	например в	1	3
85	самом деле	12	3
86	той же	1	3
87	с ее	2	3
88	в сторону	2	3
89	отнюдь не	2	3
90	однако не	1	3
91	усматривает в	2	3
92	и как	1	3
93	и наконец	3	3
94	и к	5	3
95	но в	4	3
96	то в	2	3
97	на его	1	3
98	а затем	2	3
99	в глазах	2	3
100	и тем	1	3
101	с точки	8	3
102	произведения в	1	3
103	по своей	7	3
104	потому что	9	3
105	в области	4	3
106	уже о	1	3
107	не случайно	1	3
108	прежде всего	3	3
109	между тем	12	3
110	совершенно не	3	3
111	уже не	1	3
112	в самом	8	3
113	те кто	1	3
114	и жизни	1	3
115	мира в	1	3
116	мыслится как	1	3
117	жизнью в	1	3
118	жизни и	2	3
119	как на	4	3
120	том числе	1	3
121	второй из	1	2
122	того же	9	2
123	в первом	1	2
124	жизни к	1	2
125	как мы	2	2
126	вопрос о	3	2
127	так чтобы	2	2
128	не вполне	3	2
129	на себя	1	2
130	я не	2	2
131	из того	4	2
132	мы и	2	2
133	то это	1	2
134	и на	6	2
135	время в	1	2
136	бы то	2	2
137	не могу	1	2
138	во всех	10	2
139	а и	8	2
140	отношение к	4	2
141	еще один	1	2
142	все же	13	2
143	себе на	1	2
144	не знает	2	2
145	так или	5	2
146	он в	1	2
147	на то	9	2
148	вследствие этого	2	2
149	все они	5	2
150	в нем	3	2
151	он все	2	2
152	о которой	2	2
153	и вот	1	2
154	том чтобы	2	2
155	то ни	3	2
156	в совершенно	3	2
157	мире не	1	2
158	и с	5	2
159	его в	5	2
