N	3gram	Bakhtin_fo_2	Vladivir
1	в том что	3	10
2	о том что	1	8
3	с точки зрения	8	6
4	вместе с тем	1	6
5	а также и	1	6
6	не может быть	1	6
7	это значит что	2	6
8	в конце концов	1	5
9	и в этом	3	5
10	в то время	1	4
11	только в том	1	3
12	то что в	1	3
13	с одной стороны	1	3
14	в то же	4	3
15	в отличие от	1	3
16	как мы видели	1	3
17	что и в	1	3
18	это же самое	1	2
19	это учение о	1	2
20	что в этом	2	2
21	сводится к тому	1	2
22	оно не может	1	2
23	также и в	1	2
24	есть прежде всего	1	2
25	на первый план	2	2
26	в этом отношении	2	2
27	и в то	3	2
28	в данном случае	1	2
29	то время как	1	2
30	в связи с	7	2
31	с другой стороны	1	2
32	то же время	4	2
33	и вместе с	1	2
34	к тому что	1	2
35	иной раз и	1	2
36	что весь этот	1	1
37	не может не	1	1
38	а следовательно и	2	1
39	как то что	1	1
40	в виду что	1	1
41	и не только	1	1
42	по вопросу о	1	1
43	в котором он	1	1
44	и так сказать	1	1
45	так что в	1	1
46	том что он	1	1
47	в том же	4	1
48	о том как	3	1
49	в этом случае	2	1
50	в дальнейшем мы	2	1
51	до сих пор	2	1
52	он не был	2	1
53	находится в состоянии	1	1
54	но в данном	1	1
55	а так как	1	1
56	такие слова и	1	1
57	же самое время	1	1
58	с тем что	1	1
59	значит что все	1	1
60	уже не только	1	1
61	это вовсе не	1	1
62	не был бы	1	1
63	времени то есть	1	1
64	он не мог	1	1
65	с тех пор	1	1
66	значении этого слова	1	1
67	с этой точки	1	1
68	одно и то	1	1
69	может быть и	2	1
70	как об этом	1	1
71	того чтобы не	1	1
72	не только в	5	1
73	в себя и	1	1
74	и то же	1	1
75	и никак не	1	1
76	всего бытия и	1	1
77	в связи со	1	1
78	иначе он не	1	1
79	о которых мы	1	1
80	потому что они	2	1
81	и должно быть	2	1
82	этой точки зрения	1	1
83	у него и	1	1
84	а вместе с	1	1
85	но в конце	1	1
86	там же в	1	1
87	с самого начала	1	1
88	между ними нет	1	1
89	выходит за пределы	1	1
90	той или иной	1	1
91	не выходит за	1	1
92	и в результате	1	1
93	как это делают	1	1
94	в данном отношении	1	1
95	бы он ни	1	1
96	в том числе	3	1
97	важную роль в	1	1
98	для того чтобы	7	1
99	что есть и	1	1
100	нечего и говорить	1	1
101	того что люди	1	1
102	то же самое	2	1
