N	3gram	Ircho_Kome_1	Istorich
1	и т д	4	16
2	с другой стороны	5	8
3	не только в	1	5
4	о том что	3	5
5	так же как	1	4
6	с одной стороны	3	4
7	что у него	1	4
8	в тех случаях	1	4
9	тем не менее	1	4
10	в том что	9	4
11	отсюда видно что	1	3
12	этой точки зрения	1	3
13	в ответ на	1	3
14	мы уже знаем	1	3
15	с этой точки	1	3
16	в данном случае	1	3
17	тех случаях когда	1	3
18	то время как	4	2
19	но и в	2	2
20	после того как	3	2
21	и здесь мы	1	2
22	до сих пор	2	2
23	так как он	1	2
24	т е в	2	2
25	с семьей на	1	2
26	в то время	5	2
27	на то чтобы	1	2
28	как и в	2	2
29	и в конце	1	1
30	к этому же	1	1
31	не в состоянии	2	1
32	три или четыре	1	1
33	хотя и не	1	1
34	что под этим	1	1
35	состоит в том	1	1
36	он не мог	1	1
37	по отношению к	3	1
38	с тех пор	1	1
39	же как и	1	1
40	то же самое	2	1
41	в зависимости от	1	1
42	только в условиях	1	1
43	что он не	1	1
44	бы то ни	2	1
45	независимо от того	1	1
46	но он не	1	1
47	и т п	5	1
48	в большинстве случаев	1	1
49	можно было бы	1	1
50	как мы уже	1	1
51	чаще всего в	1	1
52	одна из них	1	1
53	имело место уже	1	1
54	вместе с тем	1	1
55	и у других	1	1
56	в самом начале	1	1
57	обращает на себя	1	1
58	к заключению что	1	1
59	то ни было	2	1
60	и тот же	1	1
61	в свои руки	2	1
62	о содержании этих	1	1
63	до наших дней	1	1
64	более или менее	1	1
65	что в действительности	1	1
66	не прошло и	1	1
67	не менее это	1	1
68	или может быть	2	1
69	во второй половине	2	1
70	совершенно очевидно что	1	1
71	чтобы доказать свою	1	1
72	мы и здесь	1	1
73	к тому что	1	1
74	видеть в нем	2	1
75	как мы видели	1	1
