N	3gram	Trubetskoy_1	Marksizm
1	с точки зрения	6	20
2	не может быть	1	13
3	в самом деле	1	9
4	до сих пор	5	8
5	бы то ни	2	8
6	то ни было	2	8
7	в связи с	3	7
8	в настоящее время	1	6
9	и того же	1	5
10	одного и того	1	5
11	в отличие от	1	5
12	до настоящего времени	1	5
13	с другой стороны	1	5
14	с самого начала	2	4
15	то же самое	2	3
16	в этом отношении	2	3
17	может быть и	2	3
18	в конце концов	3	3
19	и тот же	1	3
20	один и тот	1	3
21	то же время	2	3
22	в первом случае	1	3
23	но все же	4	3
24	можно сказать что	2	3
25	в то же	2	3
26	для того чтобы	5	3
27	в том что	3	3
28	но при этом	1	2
29	в том числе	5	2
30	самом деле если	1	2
31	в таком случае	1	2
32	том числе и	4	2
33	так же как	3	2
34	но в то	1	2
35	во всяком случае	6	2
36	смысле этого слова	1	2
37	по отношению к	1	2
38	между этими двумя	2	2
39	в свою очередь	1	2
40	это и есть	1	2
41	тем не менее	3	2
42	ничего общего с	2	2
43	все более и	1	1
44	и в сущности	1	1
45	а следовательно и	1	1
46	что один и	1	1
47	еще только в	2	1
48	между тем этот	1	1
49	чуть ли не	1	1
50	а между тем	1	1
51	своей индивидуальности и	1	1
52	до известной степени	1	1
53	сами по себе	1	1
54	совершенно так же	1	1
55	целью найти в	1	1
56	с этой точки	2	1
57	так или иначе	3	1
58	и требует от	1	1
59	найти в нем	1	1
60	может быть по	1	1
61	с одной стороны	7	1
62	подойти к этой	1	1
63	в этом направлении	1	1
64	так и от	2	1
65	а в том	1	1
66	тем что в	1	1
67	в широком смысле	1	1
68	сих пор не	1	1
69	о каждом из	1	1
70	более или менее	5	1
71	таким образом в	2	1
72	с целью найти	1	1
73	так и в	1	1
74	сменяют друг друга	1	1
75	связи с тем	1	1
76	этой точки зрения	2	1
77	с тем что	1	1
78	ясно что все	1	1
79	не только не	1	1
80	не менее совершенно	1	1
81	более и более	1	1
82	на нее не	1	1
83	и в результате	1	1
84	друг с другом	5	1
85	может быть в	1	1
86	во всех других	1	1
87	той или иной	2	1
