N	2gram	Vinokur_Vv_1	Istorich
1	и в	27	26
2	т е	38	22
3	так как	13	18
4	в египте	1	16
5	мы имеем	3	14
6	никогда не	3	13
7	потому что	14	13
8	и на	3	12
9	в этом	34	12
10	таким образом	19	12
11	в том	31	12
12	что в	11	12
13	мы видели	2	11
14	может быть	24	11
15	и т	43	10
16	не только	21	10
17	том что	26	10
18	с другой	8	10
19	и не	13	10
20	еще не	4	9
21	представление о	1	9
22	а именно	6	9
23	что он	4	9
24	но и	5	9
25	и это	6	8
26	все эти	3	8
27	все же	8	8
28	в нем	13	8
29	т д	37	8
30	на том	3	8
31	с ним	1	8
32	вместе с	6	8
33	другой стороны	5	8
34	например в	2	7
35	но в	10	7
36	мы можем	2	7
37	и его	5	7
38	о том	15	7
39	с одной	4	7
40	уже не	5	7
41	у него	1	7
42	превращается в	1	7
43	одной стороны	4	7
44	мы уже	1	6
45	мы не	2	6
46	эта связь	1	6
47	как в	1	6
48	как он	6	6
49	и с	2	6
50	в виде	4	6
51	то что	17	6
52	этом случае	6	6
53	в более	2	6
54	ее в	1	6
55	не может	13	6
56	то же	8	5
57	в ней	3	5
58	за собой	3	5
59	чаще всего	1	5
60	и этим	1	5
61	как и	5	5
62	и что	4	5
63	же мы	1	5
64	в то	5	5
65	то это	3	5
66	так и	1	5
67	в его	10	5
68	мы видим	1	5
69	только в	13	5
70	тем что	6	5
71	у нас	2	5
72	как это	5	5
73	его в	6	5
74	как мы	9	4
75	что оно	2	4
76	но как	2	4
77	из этих	5	4
78	имеем в	1	4
79	на его	1	4
80	после этого	2	4
81	это не	8	4
82	и тем	5	4
83	с тем	6	4
84	не всегда	1	4
85	в очень	3	4
86	совершенно ясно	1	4
87	но здесь	1	4
88	а также	3	4
89	что и	3	4
90	что между	1	4
91	до сих	5	4
92	иногда это	1	4
93	прежде всего	8	4
94	связано с	1	4
95	зависит от	3	4
96	одну из	1	4
97	как бы	5	4
98	сих пор	5	4
99	у них	1	4
100	но это	1	4
101	есть и	4	4
102	все что	1	4
103	же как	3	3
104	связана с	4	3
105	и то	5	3
106	должна быть	2	3
107	из которых	2	3
108	это еще	2	3
109	или иное	1	3
110	независимо от	3	3
111	та же	1	3
112	в себе	4	3
113	если он	1	3
114	вообще не	3	3
115	что она	3	3
116	главным образом	1	3
117	при этом	3	3
118	если бы	2	3
119	и вот	3	3
120	так например	6	3
121	в них	4	3
122	в своей	4	3
123	и ее	4	3
124	в одном	4	3
125	не в	8	3
126	приводят к	1	3
127	на котором	2	3
128	того как	3	3
129	например у	1	3
130	к концу	1	3
131	не потому	1	3
132	могут быть	4	3
133	вот почему	3	3
134	как только	1	3
135	приходит к	1	3
136	меня в	1	3
137	и другие	1	3
138	данном случае	5	3
139	имеется в	1	3
140	показывает что	1	3
141	другими словами	1	3
142	один из	6	3
143	том как	1	3
144	в качестве	7	3
145	так что	5	3
146	при помощи	2	3
147	и других	3	3
148	ее не	1	3
149	от того	3	3
150	со стороны	12	3
151	но есть	1	3
152	от этого	5	3
153	не было	1	3
154	в частности	3	3
155	в данном	11	3
156	наряду с	2	3
157	в тех	2	3
158	как будто	3	3
159	что здесь	2	3
160	и от	1	3
161	кроме того	1	3
162	только одна	1	3
163	или в	1	3
164	вопрос о	8	3
165	превратился в	1	3
166	а в	5	3
167	еще в	1	3
168	и эта	1	3
169	сказать что	5	3
170	этим объясняется	1	3
171	как на	11	3
172	в своих	2	3
173	к этому	3	3
174	они не	1	3
175	того же	3	2
176	из его	2	2
177	что эти	1	2
178	всех его	1	2
179	представлением о	1	2
180	что иное	4	2
181	большей частью	1	2
182	представляет собой	12	2
183	он был	1	2
184	но не	7	2
185	могло быть	1	2
186	по отношению	4	2
187	должны были	1	2
188	тогда как	2	2
189	а через	1	2
190	на то	1	2
191	в одной	1	2
192	с этим	2	2
193	дает нам	1	2
194	в своем	3	2
195	то или	1	2
196	и как	9	2
197	увидим что	1	2
198	также как	1	2
199	что это	3	2
200	в этой	3	2
201	и до	2	2
202	но он	1	2
203	и те	2	2
204	из него	1	2
205	с этой	4	2
206	можно было	7	2
207	но все	3	2
208	на этой	3	2
209	было бы	5	2
210	уже знаем	1	2
211	известно что	1	2
212	стоит на	1	2
213	здесь нет	4	2
214	ни одной	1	2
215	вовсе не	6	2
216	это очевидно	2	2
217	в эту	1	2
218	или вообще	5	2
219	и сейчас	2	2
220	в которых	6	2
221	своего рода	3	2
222	на другую	1	2
223	есть еще	2	2
224	однако в	3	2
225	что этот	1	2
226	уже выше	1	2
227	одна сторона	1	2
228	можно указать	1	2
229	которых он	1	2
230	не имеет	4	2
231	одна из	2	2
232	не могло	1	2
233	не вполне	4	2
234	идут от	1	2
235	это то	1	2
236	или как	3	2
237	в руки	6	2
238	и далее	2	2
239	зависимости от	1	2
240	отличается от	1	2
241	должны быть	1	2
242	к тому	4	2
243	что при	1	2
244	утверждать что	1	2
245	в греческом	1	2
246	в свое	2	2
247	представляли себе	1	2
248	здесь не	2	2
249	только то	1	2
250	на той	1	2
251	и сам	2	2
252	что у	1	2
253	этим в	1	2
254	о котором	8	2
255	ничего не	2	2
256	с соответствующими	1	2
257	после того	2	2
258	можно сказать	3	2
259	полагали что	1	2
260	говорит он	2	2
261	в форме	2	2
262	все время	1	2
263	того что	12	2
264	что наряду	1	2
265	представления в	1	2
266	или же	3	2
267	именно на	2	2
268	мы знаем	1	2
269	совсем другое	1	2
270	пока не	1	2
271	всяком случае	3	2
272	мы находим	1	2
273	она имеет	1	2
274	после смерти	1	2
275	и др	2	2
276	что не	5	2
277	те кто	2	2
278	не означает	1	2
279	а не	3	2
280	о чем	4	2
281	что из	1	2
282	он и	2	2
283	в одно	1	2
284	него в	2	2
285	так же	3	2
286	и соответствующими	1	2
287	когда мы	2	2
288	что же	3	2
289	отношению к	4	2
290	стороны и	3	2
291	значит что	1	2
292	что мы	2	2
293	влечет за	2	2
294	но для	1	2
295	мы должны	1	2
296	только что	4	2
297	в этих	3	2
298	не есть	4	2
299	е в	4	2
300	с ними	1	2
301	жизни и	2	2
302	народов не	1	2
303	также не	1	2
304	точно так	2	2
305	во всяком	3	2
306	вряд ли	2	1
307	также что	1	1
308	речь идет	2	1
309	соответствии с	2	1
310	как говорят	2	1
311	отношения к	1	1
312	одним из	5	1
313	также и	16	1
314	по адресу	1	1
315	в связи	2	1
316	только потому	1	1
317	мере в	4	1
318	и есть	3	1
319	которые были	2	1
320	очень много	1	1
321	а от	1	1
322	оно было	1	1
323	в какой-то	1	1
324	в зависимости	1	1
325	а как	3	1
326	есть не	3	1
327	что если	2	1
328	ответить на	1	1
329	нам в	1	1
330	имеет свою	2	1
331	которой как	1	1
332	в полной	1	1
333	это сказывается	1	1
334	находится у	1	1
335	что можно	2	1
336	себе что	3	1
337	бы с	1	1
338	месте в	1	1
339	так или	4	1
340	по этому	2	1
341	дать ему	1	1
342	как один	1	1
343	не создает	1	1
344	но действительно	1	1
345	что его	1	1
346	во всех	2	1
347	только после	2	1
348	общих чертах	1	1
349	природы и	1	1
350	то мы	1	1
351	своей работе	1	1
352	одном случае	1	1
353	которых как	1	1
354	только тогда	1	1
355	себе человека	1	1
356	отличие от	3	1
357	не просто	4	1
358	тесно связан	1	1
359	которые не	1	1
360	лицом к	1	1
361	народа как	2	1
362	в истории	9	1
363	трудно сказать	1	1
364	что именно	2	1
365	так называемая	2	1
366	народа в	1	1
367	необходимо несколько	1	1
368	этой стороны	2	1
369	помнить что	1	1
370	однако не	4	1
371	ними и	1	1
372	которой у	1	1
373	хотя и	3	1
374	как уже	2	1
375	его к	2	1
376	и к	1	1
377	для которой	1	1
378	и раскрытии	1	1
379	греции и	3	1
380	ясно и	1	1
381	есть ли	1	1
382	в этот	2	1
383	весь круг	1	1
