N	2gram	Savitsky_P_1	Istorich
1	и т	3	27
2	и в	14	26
3	т д	1	24
4	так же	1	18
5	т е	3	18
6	то что	4	16
7	не только	17	15
8	может быть	5	14
9	что в	4	14
10	же как	1	13
11	но и	6	12
12	и пр	5	11
13	все же	1	9
14	его в	1	9
15	что и	1	9
16	и не	12	9
17	то же	9	8
18	мы знаем	1	8
19	а в	4	8
20	в этом	10	7
21	как и	1	7
22	в этих	1	7
23	знаем что	1	7
24	в качестве	9	7
25	и то	1	6
26	еще не	1	6
27	мы можем	1	6
28	могут быть	3	6
29	мы видим	1	6
30	потому что	3	6
31	а не	2	6
32	не может	4	6
33	вместе с	1	6
34	в иной	1	6
35	но не	3	5
36	и как	3	5
37	но в	9	5
38	и только	1	5
39	в силу	2	5
40	и по	1	5
41	с собой	1	5
42	и с	2	5
43	это не	3	5
44	не в	5	5
45	и здесь	1	5
46	и что	1	5
47	в его	2	5
48	с ними	3	5
49	мы должны	4	5
50	вопрос о	1	4
51	на себя	1	4
52	в которых	5	4
53	не просто	1	4
54	представляют собой	1	4
55	с другой	5	4
56	другой стороны	1	4
57	например в	2	3
58	из этих	1	3
59	и и	2	3
60	на то	1	3
61	и если	4	3
62	связанные с	1	3
63	а затем	1	3
64	те же	1	3
65	том что	4	3
66	и при	1	3
67	по сравнению	2	3
68	и более	1	3
69	что эта	1	3
70	не имеет	1	3
71	в русской	4	3
72	все еще	1	3
73	она не	1	3
74	с того	1	3
75	а также	4	3
76	в том	9	3
77	только в	7	3
78	человека с	1	3
79	переходит в	1	3
80	и других	2	3
81	в свете	1	3
82	там где	1	3
83	что мы	3	3
84	в данном	1	3
85	сравнению с	1	3
86	наряду с	3	3
87	как бы	4	3
88	многих других	1	3
89	случаях когда	1	3
90	для нас	2	3
91	только что	1	3
92	же в	4	3
93	является и	1	3
94	к этой	1	3
95	и другие	1	3
96	в русских	1	2
97	сомнения что	2	2
98	и есть	2	2
99	должна быть	1	2
100	только это	2	2
101	связана с	1	2
102	в некотором	1	2
103	к ним	1	2
104	в этой	1	2
105	в истории	1	2
106	с этим	2	2
107	вот как	1	2
108	в своем	4	2
109	хотя и	3	2
110	что это	1	2
111	представляет собой	1	2
112	в себе	3	2
113	в нем	3	2
114	не к	2	2
115	главным образом	2	2
116	е к	1	2
117	хотя бы	8	2
118	было бы	6	2
119	из них	2	2
120	и тем	2	2
121	с тем	3	2
122	при существовании	1	2
