N	3gram	Vinokur_St_1	slovoVRo
1	и т п	9	33
2	не может быть	5	15
3	в этом случае	2	6
4	с одной стороны	2	5
5	той или иной	1	5
6	по отношению к	3	4
7	в зависимости от	1	4
8	этом случае она	1	4
9	то же время	4	4
10	но все же	3	4
11	в то же	4	4
12	в узком смысле	1	4
13	в том что	17	4
14	в той или	1	3
15	с точки зрения	8	3
16	в этом отношении	7	3
17	но в то	2	3
18	так и в	4	3
19	несколько слов о	1	2
20	а вовсе не	1	2
21	а также и	2	2
22	до сих пор	7	2
23	хотя бы и	2	2
24	т п но	1	2
25	может быть и	2	2
26	не только в	4	2
27	тот факт что	1	2
28	все это очень	1	2
29	во всяком случае	6	2
30	сих пор не	1	2
31	ни в чем	1	2
32	языка не может	1	2
33	т п в	3	2
34	языка может быть	1	2
35	для того чтобы	10	2
36	и т д	21	2
37	именно там где	1	1
38	и не в	1	1
39	мы говорим о	1	1
40	чтобы оно не	1	1
41	том что в	3	1
42	далеко не все	1	1
43	и даже не	2	1
44	также и в	1	1
45	в том числе	2	1
46	что не может	2	1
47	том что он	1	1
48	он не только	1	1
49	дело не только	1	1
50	не может не	1	1
51	говорит о том	2	1
52	и в то	1	1
53	сами по себе	1	1
54	но и в	2	1
55	том числе и	2	1
56	и не может	1	1
57	на то что	4	1
58	в лучшем случае	1	1
59	и могут быть	1	1
60	в применении к	3	1
61	к сожалению не	2	1
62	в той же	2	1
63	что он не	1	1
64	всяком случае не	1	1
65	это не значит	3	1
66	только с точки	1	1
67	лежащий в основе	1	1
68	те или иные	1	1
69	в целом ряде	1	1
70	а не в	1	1
71	с другой стороны	6	1
72	тем или иным	3	1
73	именно в том	1	1
74	тем не менее	2	1
75	целом ряде случаев	1	1
76	о том что	11	1
77	того или иного	4	1
78	а в том	1	1
79	во всех этих	1	1
80	проявляется в том	1	1
81	наук и в	1	1
82	таким образом в	1	1
83	вовсе не в	2	1
84	и притом в	1	1
85	как и в	2	1
86	она ни была	1	1
87	выйти за пределы	1	1
88	для правильного понимания	1	1
89	эпохи и в	1	1
90	речь идет о	2	1
91	нужно сказать что	4	1
92	что как раз	1	1
93	а во второй	2	1
94	заключается именно в	1	1
95	и его современников	1	1
