N	2gram	Propp_Isto_3	Mirosoze
1	может быть	11	30
2	не только	14	29
3	и в	22	28
4	не может	4	28
5	но и	12	25
6	а не	6	25
7	он не	5	24
8	в этом	17	20
9	не было	2	18
10	у него	3	17
11	не в	4	16
12	потому что	3	16
13	в ней	2	15
14	в своей	1	15
15	человека и	1	14
16	и есть	2	14
17	никогда не	3	14
18	человека в	1	13
19	в нем	9	13
20	и он	2	12
21	и это	2	12
22	и не	12	11
23	в своем	2	10
24	человек не	1	10
25	было бы	3	10
26	что в	15	10
27	в мире	1	10
28	прежде всего	3	10
29	что он	9	10
30	и потому	2	10
31	и все	3	10
32	с тем	2	9
33	но он	4	9
34	и его	4	9
35	не есть	1	9
36	в его	3	9
37	в глубине	1	8
38	в котором	2	8
39	но не	7	8
40	но в	10	7
41	к нему	5	7
42	того что	5	7
43	он весь	1	7
44	нет ничего	2	7
45	должна быть	1	6
46	и на	4	6
47	он сам	1	6
48	в этой	5	6
49	ведет к	1	6
50	только в	4	6
51	вместе с	9	6
52	все это	1	6
53	человек и	1	6
54	в том	9	6
55	нет и	1	5
56	если он	2	5
57	от нее	1	5
58	это не	6	5
59	как и	3	5
60	у нас	4	5
61	то что	7	5
62	это и	1	4
63	и этот	1	4
64	есть не	1	4
65	отношение к	4	4
66	не как	1	4
67	и по	1	4
68	должен был	3	4
69	в них	6	4
70	в этих	11	4
71	точки зрения	2	4
72	в которых	2	4
73	до самой	1	4
74	к ней	4	4
75	она не	4	4
76	что и	9	4
77	один из	5	4
78	в человека	2	4
79	уже не	7	4
80	уже в	1	4
81	а в	6	4
82	тем что	4	4
83	и вместе	1	4
84	всю жизнь	2	4
85	и там	4	4
86	с этой	1	4
87	от него	2	4
88	не знает	1	4
89	его не	3	3
90	к богу	1	3
91	с этим	8	3
92	этого мира	1	3
93	на том	3	3
94	этот процесс	1	3
95	и вот	2	3
96	на этом	4	3
97	и с	4	3
98	его в	3	3
99	в жизни	2	3
100	только одно	1	3
101	для них	3	3
102	не мог	2	3
103	том что	8	3
104	но если	1	3
105	не имеет	2	3
106	ничего не	6	3
107	к тому	3	3
108	в ее	1	3
109	с собой	2	3
110	толстой и	1	3
111	в него	2	3
112	конечно не	1	3
113	одно из	1	3
114	и их	1	3
115	так как	7	3
116	что человек	1	3
117	себя и	1	3
118	о себе	3	3
119	это значит	1	3
120	для нас	4	3
121	хотя бы	1	3
122	в свете	5	3
123	в иной	1	3
124	мы увидим	3	3
125	есть и	5	3
126	на своем	1	3
127	доступ к	1	3
128	одним из	4	2
129	также и	1	2
130	в этот	2	2
131	связана с	3	2
132	и насилия	1	2
133	не хочет	1	2
134	а как	1	2
135	вопрос о	2	2
136	который был	2	2
137	время как	2	2
138	не все	6	2
139	по отношению	2	2
140	себе и	2	2
141	относится к	2	2
142	т е	16	2
143	как в	2	2
144	к новому	1	2
145	все же	5	2
146	и как	3	2
147	и к	3	2
148	и у	3	2
149	он в	1	2
150	все эти	4	2
151	бы не	1	2
152	вообще не	1	2
153	если бы	6	2
154	с ней	6	2
155	них нет	1	2
156	него и	2	2
157	к черту	1	2
158	входит в	1	2
159	был очень	1	2
160	вопрос и	1	2
161	в ином	6	2
162	чем в	1	2
163	сих пор	5	2
164	в то	2	2
165	в иное	1	2
166	и сама	1	2
167	не принадлежит	1	2
168	в каком	1	2
169	есть только	2	2
170	могут быть	5	2
171	отличается от	1	2
172	него как	1	2
173	и от	3	2
174	то время	2	2
175	и что	2	2
176	живет в	5	2
177	есть также	1	2
178	с ним	1	2
179	о том	3	2
180	с того	2	2
181	ли она	1	2
182	и те	1	2
183	человека как	1	2
184	и она	3	2
185	же можно	2	2
186	мы видим	8	2
187	жизни и	2	2
188	не стал	1	2
189	никто не	2	2
190	нет никаких	2	2
191	отношению к	2	2
192	как будто	2	2
193	до сих	5	2
194	мы еще	3	2
195	связано с	4	2
196	на этот	1	2
197	долгое время	1	2
198	о чем	1	2
199	его собственной	1	2
200	от мира	1	2
201	он и	3	2
202	есть одно	1	2
203	порядку и	1	2
204	этот случай	8	2
205	по своему	1	2
206	как бы	1	2
207	сам не	1	2
208	том смысле	1	2
209	в начале	1	2
210	и для	2	2
211	не существует	1	2
212	она может	1	2
213	всего что	1	2
214	в свою	4	2
215	сказать что	3	2
216	у которых	1	2
217	к этой	1	2
218	к этому	7	2
219	все что	3	2
220	если вы	1	1
221	ту же	2	1
222	также что	1	1
223	и т	16	1
224	и то	2	1
225	есть очень	1	1
226	на самом	2	1
227	и до	1	1
228	из всех	1	1
229	мы имеем	19	1
230	особенность его	1	1
231	мы не	1	1
232	установить что	1	1
233	имеет свою	3	1
234	начинается с	1	1
235	и через	1	1
236	но она	2	1
237	что иное	3	1
238	принадлежит к	1	1
239	не вполне	6	1
240	я не	3	1
241	то это	2	1
242	начало и	1	1
243	еще не	10	1
244	за это	2	1
245	иное как	3	1
246	тем как	1	1
247	то мы	2	1
248	самом деле	1	1
249	из сторон	1	1
250	к которой	1	1
