N	3gram	Losev_Dial_4	FransuaR
1	в том что	9	6
2	той или иной	1	5
3	в отличие от	1	4
4	нужно сказать что	1	4
5	и прежде всего	1	3
6	на самом же	1	3
7	в нем только	1	3
8	самом же деле	1	3
9	с точки зрения	9	3
10	и без четкого	1	2
11	и в частности	2	2
12	в это время	1	2
13	видеть в нем	1	2
14	вовсе не в	2	2
15	в основе своей	1	2
16	но все же	1	2
17	и вовсе не	1	2
18	как бы ни	1	2
19	дело в том	1	2
20	не входит в	1	2
21	вполне понятно что	1	2
22	можно говорить о	1	1
23	в чем же	2	1
24	лежит в основе	3	1
25	в то же	6	1
26	что тем самым	1	1
27	но дело в	1	1
28	человек как бы	1	1
29	совершенно не понимает	1	1
30	что с точки	1	1
31	с которой они	1	1
32	можно сказать что	1	1
33	то же время	6	1
34	с другой стороны	1	1
35	в себя и	1	1
36	на первый план	1	1
37	основе ее лежит	1	1
38	того что не	1	1
39	и вообще не	1	1
40	вовсе и не	1	1
41	сказать что в	1	1
42	но в то	2	1
43	и не может	1	1
44	и не только	1	1
45	как бы в	1	1
46	имеет в виду	1	1
47	в сущности только	1	1
48	не только в	1	1
49	включает в себя	1	1
50	и в области	1	1
51	и в чем	1	1
52	то или иное	3	1
53	лежащее в основе	1	1
54	может быть только	1	1
55	но прежде всего	1	1
56	то что было	1	1
57	в связи с	1	1
58	некоторые из них	1	1
59	ни на что	2	1
60	при переходе в	1	1
61	мы видим что	2	1
62	в нем нет	1	1
63	то что мы	2	1
64	в собственном смысле	2	1
65	но это не	1	1
66	друг от друга	1	1
67	тех или иных	1	1
68	для того чтобы	5	1
69	в сущности это	1	1
70	он еще не	1	1
71	в основе ее	1	1
72	в частности и	1	1
73	в частности об	1	1
74	всей нашей работы	1	1
75	в ней и	1	1
76	это как бы	1	1
77	в отношении к	1	1
78	и пр но	1	1
79	что мы уже	1	1
80	не может быть	6	1
