N	3gram	Medvedev_F_2	Dialekti
1	и т д	5	23
2	с точки зрения	7	14
3	в таком случае	1	10
4	тем не менее	1	10
5	что иное как	1	6
6	т е что	1	6
7	не может быть	10	6
8	не что иное	1	6
9	в самом деле	5	5
10	сам по себе	3	5
11	по крайней мере	1	5
12	на первый план	2	4
13	т е в	1	4
14	сама по себе	1	4
15	как раз и	3	3
16	сами по себе	2	3
17	даже и не	2	3
18	с одной стороны	1	3
19	в том что	2	3
20	что он есть	1	3
21	есть не что	1	3
22	как и в	1	3
23	и прежде всего	2	3
24	ровно ничего не	1	3
25	тем что оно	2	2
26	не говоря уже	1	2
27	но даже и	1	2
28	того или иного	4	2
29	он не может	1	2
30	событие как таковое	1	2
31	говоря уже о	1	2
32	но они не	1	2
33	из того что	1	2
34	в зависимости от	3	2
35	что не есть	1	2
36	и в этом	5	2
37	и пр это	1	2
38	не могут быть	4	2
39	с другой стороны	3	2
40	как особого рода	1	2
41	во всяком случае	5	2
42	что же такое	1	2
43	иметь в виду	1	2
44	мы не можем	1	2
45	это и есть	1	2
46	к тому что	2	2
47	так или иначе	1	2
48	и пр и	4	1
49	мы ни взяли	1	1
50	что каждый из	1	1
51	это даже не	1	1
52	из всего этого	3	1
53	что в основе	1	1
54	в виду что	1	1
55	и во всяком	1	1
56	эти факты и	1	1
57	имеем в виду	1	1
58	на самом деле	3	1
59	и в особенности	1	1
60	новых точек зрения	1	1
61	в таком виде	1	1
62	сюда же относятся	1	1
63	перестал бы быть	1	1
64	но тогда и	1	1
65	же сколько и	1	1
66	до сих пор	1	1
67	и не может	3	1
68	и в то	3	1
69	чем иным как	1	1
70	и случилось с	1	1
71	в этом отношении	7	1
72	а все остальное	1	1
73	в других областях	1	1
74	это и случилось	1	1
75	это может быть	1	1
76	в применении к	2	1
77	не чем иным	1	1
78	в данном случае	1	1
79	т е это	1	1
80	лежать в основе	1	1
81	не тем что	1	1
82	столько же сколько	1	1
83	в такой же	1	1
84	не в том	3	1
85	тем что его	1	1
86	что он просто	1	1
87	то в нем	1	1
88	у нас не	1	1
89	в учении о	1	1
90	зависимости от характера	1	1
91	более или менее	1	1
92	ни в чем	2	1
93	то же время	5	1
94	и пр в	1	1
95	спрашивается что же	1	1
96	том смысле что	2	1
97	он был бы	1	1
98	связи с этим	3	1
99	мы указали что	1	1
100	но все эти	1	1
101	бы то ни	1	1
102	но что же	1	1
103	мы имеем в	1	1
104	в то же	5	1
105	в связи с	10	1
106	мы приходим к	2	1
107	в том смысле	3	1
108	пр и пр	4	1
109	что и в	1	1
