N	2gram	Berdyaev_O_1	Problemy
1	из подполья	11	35
2	и в	19	35
3	как бы	3	31
4	и не	13	27
5	что он	3	24
6	в его	7	21
7	но в	2	19
8	как и	6	18
9	не может	4	18
10	к другому	1	16
11	в нем	10	16
12	и все	10	15
13	в сущности	1	14
14	в этом	12	14
15	и его	4	14
16	для него	5	14
17	может быть	11	14
18	но и	13	14
19	все это	6	14
20	он не	7	13
21	к нему	3	13
22	и с	2	12
23	в другом	2	12
24	у достоевского	19	12
25	прежде всего	9	12
26	и к	2	12
27	самом деле	1	10
28	не только	11	10
29	не в	11	10
30	то что	5	10
31	на самом	1	9
32	в отношении	1	9
33	все же	2	8
34	так и	2	8
35	и для	2	8
36	потому что	9	8
37	не ты	1	8
38	еще не	3	7
39	с его	4	7
40	себе и	1	7
41	самим собой	1	7
42	лишь в	7	7
43	и сам	1	7
44	вовсе не	1	7
45	что же	2	7
46	с ним	3	7
47	а в	5	7
48	отношении к	1	7
49	и на	2	6
50	он сам	4	6
51	но не	1	6
52	отношение к	5	6
53	что они	2	6
54	в самом	5	6
55	что у	2	6
56	в каждом	1	6
57	в одном	1	6
58	и что	1	6
59	стремится к	1	6
60	но это	1	6
61	от него	7	6
62	что в	4	6
63	и то	2	5
64	как в	1	5
65	в себе	3	5
66	он и	1	5
67	в конце	1	5
68	да и	1	5
69	его с	1	5
70	и это	1	5
71	в глаза	1	5
72	в том	5	5
73	с ними	1	5
74	так что	2	5
75	и даже	1	5
76	в романах	4	5
77	как к	2	5
78	этого слова	1	5
79	ивана карамазова	7	4
80	в мире	1	4
81	он в	2	4
82	же и	1	4
83	романах достоевского	3	4
84	та же	1	4
85	что это	1	4
86	и вот	3	4
87	друг с	1	4
88	я бы	1	4
89	же не	1	4
90	его в	2	4
91	все и	1	4
92	в них	1	4
93	в своей	2	4
94	но он	7	4
95	по себе	2	4
96	никогда не	9	4
97	и без	1	4
98	во всем	1	4
99	как будто	1	4
100	все его	1	4
101	говорит он	1	4
102	все время	1	4
103	которым он	1	4
104	всяком случае	1	4
105	так как	2	4
106	у него	22	4
107	тем что	2	4
108	и прежде	1	4
109	с другом	1	4
110	что не	4	4
111	до конца	7	4
112	а не	11	4
113	в творчестве	5	4
114	человек и	4	4
115	бы в	1	4
116	во всяком	1	4
117	за собой	1	3
118	достоевского в	3	3
119	он знает	1	3
120	в виду	1	3
121	совсем не	2	3
122	в одной	1	3
123	когда он	3	3
124	героев достоевского	2	3
125	поэтому он	1	3
126	все эти	4	3
127	ее как	1	3
128	и кто	1	3
129	в братьях	1	3
130	него и	4	3
131	к другу	1	3
132	было бы	3	3
133	с тем	2	3
134	достоевского нет	2	3
135	сам и	1	3
136	в котором	1	3
137	к одному	1	3
138	героя из	1	3
139	ничего не	2	3
140	и мысли	4	3
141	записок из	5	3
142	не могу	1	3
143	в ее	2	3
144	под влиянием	1	3
145	это я	1	3
146	что и	2	3
147	это не	3	3
148	в форме	1	3
149	друг к	1	3
150	того что	3	3
151	нуждается в	1	3
152	со всеми	1	3
153	человека с	1	3
154	уже не	1	3
155	уже в	2	3
156	из них	1	3
157	его и	1	3
158	братьях карамазовых	1	3
159	даже и	2	3
160	а с	1	3
161	ставрогина как	1	3
162	должно быть	2	3
163	и от	3	3
164	том что	2	3
165	сказать что	2	3
166	в обычном	1	2
167	например в	1	2
168	чтобы не	1	2
169	сам по	1	2
170	не хочет	1	2
171	уверен что	1	2
172	и тут	1	2
173	в ней	1	2
174	в своем	2	2
175	хотя и	2	2
176	и как	1	2
177	скажете что	1	2
178	в этот	2	2
179	в которой	2	2
180	бы и	1	2
181	в записках	3	2
182	ни был	1	2
183	что все	2	2
184	это было	3	2
185	много раз	2	2
186	чтобы все	1	2
187	кажется что	1	2
188	достоевского и	5	2
189	в этих	3	2
190	места в	1	2
191	вы скажете	1	2
192	что сам	1	2
193	между двумя	1	2
194	вопрос о	10	2
195	этими двумя	1	2
196	мысли в	1	2
197	его собственного	1	2
198	и лишь	1	2
199	к ней	2	2
200	по своей	1	2
201	внутренней жизни	1	2
202	иван карамазов	2	2
203	а что	1	2
204	бы он	1	2
205	для его	1	2
206	и он	8	2
207	и самое	1	2
208	братьев карамазовых	1	2
209	характер и	1	2
210	уже с	1	2
211	можно было	1	2
212	особенно в	1	2
213	его мысли	4	2
214	от власти	1	2
215	о нем	1	2
216	о том	3	2
217	почему же	1	2
218	с чертом	1	2
219	и мир	1	2
220	я уверен	1	2
221	то в	1	2
222	в эти	1	2
223	в жизни	1	2
224	в душе	2	2
225	чего бы	1	2
226	не случайно	1	2
227	всех тех	1	2
228	связан с	1	2
229	обычном смысле	1	2
230	он во	1	2
231	говорит о	1	2
232	на этот	1	2
233	всю жизнь	1	2
234	человека как	1	2
235	с каким-то	1	2
236	ивана и	2	2
237	смысле этого	1	2
238	с тобой	1	2
239	свои собственные	1	2
240	самое главное	2	2
241	в силах	1	2
242	и ни	2	2
243	я хочу	1	2
244	для достоевского	5	2
245	хотя бы	3	2
246	будто бы	1	2
247	если вы	1	1
248	ту же	1	1
249	нем нет	3	1
250	кто бы	1	1
251	жизни этого	1	1
252	и через	1	1
253	достоевского у	1	1
254	с кем	1	1
255	тот сам	1	1
256	но тем	1	1
257	женщины и	1	1
258	и до	1	1
259	уже указывали	1	1
260	и больше	1	1
261	отношения к	1	1
262	сказать с	1	1
263	достоевский достигает	1	1
264	есть не	1	1
265	человеком и	1	1
266	мы не	1	1
267	достоевского есть	4	1
268	к братьям	1	1
269	себе что	1	1
270	там это	1	1
271	собой в	1	1
272	он был	8	1
273	в преступлении	4	1
274	его собственным	1	1
275	то он	1	1
276	человеке в	5	1
277	к которой	1	1
278	всего он	1	1
279	к богу	1	1
280	в противоречии	1	1
281	не все	2	1
282	в центре	1	1
283	на бесконечные	1	1
284	и пр	1	1
285	об обществе	1	1
