N	2gram	Vygotskiy__1	Dialekti
1	т е	3	46
2	не есть	3	40
3	и не	16	30
4	и есть	5	19
5	а не	13	18
6	и т	26	17
7	ничего не	2	17
8	может быть	22	17
9	то что	32	16
10	т д	8	15
11	стало быть	2	15
12	и в	31	15
13	как бы	5	14
14	точки зрения	15	14
15	так как	18	14
16	что это	6	13
17	по себе	9	13
18	это есть	5	13
19	того что	10	13
20	это не	1	12
21	в этом	12	11
22	и вот	3	11
23	ясно что	19	11
24	в том	30	11
25	прежде всего	4	11
26	не может	17	11
27	и все	5	11
28	том что	16	10
29	в основе	2	10
30	потому что	10	10
31	личности и	1	10
32	она есть	1	10
33	это и	3	9
34	то же	5	9
35	мы не	12	9
36	было бы	6	9
37	с точки	2	9
38	в виду	4	9
39	и что	8	9
40	уже не	2	9
41	и пр	1	9
42	все это	8	9
43	что иное	1	8
44	в чем	2	8
45	не в	11	8
46	в себе	4	8
47	не только	13	8
48	ни в	9	8
49	и это	3	8
50	и о	4	8
51	и ее	1	8
52	иное как	1	8
53	не что	1	8
54	должна быть	3	7
55	что именно	1	7
56	и мы	1	7
57	он есть	1	7
58	как и	16	7
59	и вообще	1	7
60	и его	7	7
61	что оно	3	7
62	только в	14	7
63	что мы	8	7
64	или в	1	7
65	что он	7	7
66	что в	23	7
67	перед нами	1	6
68	хотя и	3	6
69	и тем	2	6
70	если бы	6	6
71	в то	5	6
72	что и	13	6
73	так что	5	6
74	вовсе не	6	6
75	и даже	6	6
76	в результате	4	6
77	сказать что	7	6
78	той же	3	5
79	мы имеем	4	5
80	в сущности	10	5
81	и на	1	5
82	быть в	2	5
83	с его	1	5
84	только тогда	7	5
85	сама по	2	5
86	в своем	3	5
87	то в	1	5
88	учение о	1	5
89	на то	10	5
90	что она	6	5
91	в нем	2	5
92	есть не	2	5
93	в жизни	2	5
94	что такое	2	5
95	же это	1	5
96	что я	4	5
97	в ней	1	5
98	но что	2	5
99	но только	3	5
100	того чтобы	7	5
101	тогда когда	5	5
102	как таковой	1	5
103	я не	1	5
104	в каком	2	5
105	таким образом	20	5
106	как только	1	5
107	о том	7	5
108	в себя	2	5
109	так и	3	5
110	личности на	1	5
111	можно сказать	1	5
112	именно в	1	5
113	в свете	1	5
114	если мы	12	5
115	для того	6	5
116	и для	5	5
117	но если	1	5
118	оно есть	2	4
119	хотя бы	1	4
120	что они	2	4
121	в этой	3	4
122	и как	2	4
123	с их	1	4
124	бы только	1	4
125	идеи и	1	4
126	в силу	3	4
127	подобно тому	5	4
128	и с	2	4
129	этом смысле	2	4
130	с тем	3	4
131	и уже	1	4
132	бытия и	1	4
133	она не	5	4
134	видим что	2	4
135	так то	1	4
136	что все	3	4
137	идет речь	1	4
138	еще не	1	4
139	в его	6	4
140	оказывается что	5	4
141	мы должны	1	4
142	мы видим	5	4
143	с ними	1	4
144	есть в	7	4
145	в одном	2	4
146	само по	5	4
147	как раз	2	4
148	отнюдь не	6	4
149	так же	12	4
150	в особенности	1	4
151	тому как	7	4
152	но это	3	4
153	один из	4	4
154	тех или	2	4
155	бы в	2	4
156	или не	2	4
157	именно о	1	4
158	жизни и	3	4
159	но и	2	4
160	должны быть	3	4
161	то на	2	3
162	и то	2	3
163	едва ли	1	3
164	что если	1	3
165	может осуществиться	1	3
166	то мы	1	3
167	а если	1	3
168	изменения и	1	3
169	со стороны	4	3
170	как в	9	3
171	с этим	3	3
172	и нет	1	3
173	когда он	2	3
174	и наконец	1	3
175	как таковое	2	3
176	но в	3	3
177	та же	3	3
178	бы и	2	3
179	и если	4	3
180	одной и	4	3
181	в одну	1	3
182	об этом	1	3
183	не всегда	2	3
184	всегда и	1	3
185	можно только	1	3
186	в своей	3	3
187	в их	1	3
188	она в	2	3
189	и той	3	3
190	есть всегда	1	3
191	иной раз	1	3
192	есть прежде	1	3
193	мы можем	4	3
194	та или	1	3
195	найти в	1	3
196	есть только	2	3
197	могут быть	11	3
198	лежит в	1	3
199	в собственном	3	3
200	то или	2	3
201	к жизни	2	3
202	вот почему	1	3
203	и та	1	3
204	и следовательно	2	3
205	и об	1	3
206	д и	1	3
207	для всех	4	3
208	при помощи	20	3
209	или иное	2	3
210	в области	11	3
211	за пределы	1	3
212	себя и	2	3
213	говорит о	2	3
214	у нас	4	3
215	на основании	7	3
216	когда она	2	3
217	я уже	1	3
218	и потому	2	3
219	из которых	3	3
220	что здесь	2	3
221	от него	2	3
222	с ним	2	3
223	в свою	1	3
224	совершенно не	5	3
225	только о	2	3
226	только не	3	3
227	это понятие	1	3
228	тем самым	2	3
229	к этому	4	3
230	человека и	2	2
231	есть обязательно	1	2
232	и без	2	2
233	тех же	2	2
234	очень много	1	2
235	мы говорим	1	2
236	ведь и	1	2
237	и само	1	2
238	вопрос о	3	2
239	науки и	1	2
240	происходит это	1	2
241	есть нечто	2	2
242	совпадает с	4	2
243	бы ни	2	2
244	из ее	1	2
245	может дать	2	2
246	на нем	1	2
247	во всех	1	2
248	только после	1	2
249	как таковая	1	2
250	коем случае	1	2
251	но как	2	2
252	есть по	1	2
253	нет и	1	2
254	и чем	1	2
255	чем же	1	2
256	если она	2	2
257	далее мы	1	2
258	все же	5	2
259	что по	3	2
260	себе не	3	2
261	или иную	1	2
262	в самом	11	2
263	в которой	4	2
264	это утверждение	1	2
265	мы получаем	2	2
266	первый момент	1	2
267	из этих	6	2
268	думать что	1	2
269	что даже	2	2
270	всей его	1	2
271	при этом	19	2
272	тем не	2	2
273	собственном смысле	3	2
274	тут не	1	2
275	с этой	4	2
276	а это	1	2
277	но все	1	2
278	не будет	3	2
279	между искусством	1	2
280	есть все	1	2
281	на все	1	2
282	заключается в	7	2
283	время и	1	2
284	в них	2	2
285	все равно	1	2
286	показывает что	5	2
287	нашего исследования	3	2
288	не мешает	1	2
289	во внимание	2	2
290	и вне	1	2
291	между собою	1	2
292	если так	1	2
293	должно быть	1	2
294	со всей	1	2
295	том как	1	2
296	в котором	4	2
297	по сравнению	1	2
298	представление о	3	2
299	от себя	4	2
300	при условии	1	2
301	не могли	1	2
302	однако в	1	2
303	мимо цели	1	2
304	поведение и	1	2
305	что с	2	2
306	что есть	2	2
307	не менее	2	2
308	или что	1	2
309	что эта	3	2
310	как о	1	2
311	того как	1	2
312	думают что	1	2
313	случае не	2	2
314	никогда не	8	2
315	или иная	1	2
316	и по	3	2
317	она должна	2	2
318	во всем	3	2
319	как не	1	2
320	как будто	5	2
321	что на	3	2
322	и искусство	1	2
323	не могут	3	2
324	слово которое	1	2
325	можно и	1	2
326	и тогда	2	2
327	свою очередь	1	2
328	без всякого	2	2
329	в ее	5	2
330	совершенно ясно	19	2
331	и может	2	2
332	и когда	3	2
333	в фактах	1	2
334	д все	1	2
335	в коем	1	2
336	находится в	1	2
337	мы всегда	1	2
338	о нем	1	2
339	но мы	3	2
340	никак не	4	2
341	не имеем	1	2
342	и во	2	2
343	тем или	2	2
344	явления но	1	2
345	которые мы	1	2
346	говорить об	1	2
347	я думаю	2	2
348	во всей	1	2
349	я вижу	1	2
350	и только	3	2
351	мы хотим	1	2
352	одной из	1	2
353	как нечто	1	2
354	и так	4	2
355	образа в	1	2
356	в качестве	2	2
357	же и	1	2
358	итак в	1	2
359	конечно не	1	2
