N	3gram	Losev_Vlad_1	formyVre
1	в связи с	1	7
2	для того чтобы	2	7
3	не только в	2	5
4	в том же	1	4
5	то же время	4	4
6	в то же	4	4
7	как мы уже	3	4
8	мы уже сказали	2	3
9	и в особенности	1	3
10	и в то	2	3
11	и в этом	1	3
12	в том что	7	3
13	и т д	2	3
14	а следовательно и	1	2
15	на первый план	2	2
16	в дальнейшем мы	1	2
17	он не был	1	2
18	и столько же	1	2
19	бы она ни	1	2
20	в этом отношении	1	2
21	у него есть	1	2
22	тем более что	2	2
23	это же самое	1	1
24	в чем не	1	1
25	а за ними	1	1
26	с ним но	1	1
27	в котором он	1	1
28	так что в	2	1
29	том что он	2	1
30	всю человеческую жизнь	1	1
31	в конце концов	3	1
32	что он не	3	1
33	но в данном	1	1
34	как мы увидим	2	1
35	с ним в	1	1
36	никак не могла	1	1
37	но он не	1	1
38	он как мы	2	1
39	в нем мы	1	1
40	вместе с тем	1	1
41	в тот же	1	1
42	одно и то	1	1
43	так как он	2	1
44	то время как	1	1
45	что во время	1	1
46	с одной стороны	1	1
47	в значительной мере	1	1
48	и то же	1	1
49	а также и	1	1
50	жизни так и	1	1
51	большую роль в	1	1
52	в связи со	2	1
53	но только в	1	1
54	все это было	2	1
55	с другой стороны	3	1
56	не может быть	3	1
57	но в то	1	1
58	ни в чем	1	1
59	в то время	2	1
60	и вместе с	1	1
61	в тех же	1	1
62	в свою очередь	1	1
63	о том что	7	1
64	только во время	1	1
65	с тем что	1	1
66	а это и	1	1
67	сказать что здесь	1	1
68	можно сказать что	2	1
69	также и в	1	1
70	уже не только	1	1
71	к тому что	1	1
72	чувствует себя в	1	1
73	конце концов он	1	1
74	что и в	2	1
75	в частном владении	1	1
76	только с помощью	1	1
