N	4gram	Vygotskiy__1	Vvedenie
1	в то же время	1	6
2	с одной стороны и	1	3
3	дело в том что	1	2
4	как мы уже знаем	1	2
5	одной и той же	2	2
6	сомнений в том что	1	2
7	заключается в том что	4	2
8	ответ на этот вопрос	2	2
9	его можно было бы	1	1
10	именно в этом пункте	1	1
11	в том виде в	1	1
12	можно было бы назвать	1	1
13	точно так же как	1	1
14	примера можно было бы	1	1
15	не может служить предметом	1	1
16	в чем же заключается	1	1
17	одно и то же	2	1
18	качестве примера можно было	1	1
19	в собственном смысле слова	1	1
20	заключается в том чтобы	1	1
21	собственном смысле этого слова	3	1
22	но вместе с тем	4	1
23	говорить о том что	1	1
24	с этой точки зрения	1	1
25	и в этом отношении	1	1
26	так как если бы	1	1
27	и до наших дней	1	1
28	ему не остается ничего	1	1
29	для того чтобы быть	1	1
30	приходит к выводу что	3	1
31	том виде в каком	1	1
32	одном и том же	1	1
33	в одном и том	1	1
34	для того чтобы сделать	1	1
35	в собственном смысле этого	3	1
36	с другой стороны как	1	1
37	в качестве примера можно	1	1
