N	3gram	Bakhtin_Pr_1	Hudozhes
1	по отношению к	8	10
2	то же время	9	6
3	в то же	9	6
4	более или менее	1	5
5	с другой стороны	3	5
6	в том что	6	5
7	с точки зрения	13	3
8	того или иного	1	3
9	можно сказать что	1	3
10	в этом смысле	10	3
11	в том и	1	2
12	и в то	2	2
13	но он не	1	2
14	во всей его	2	2
15	в противном случае	1	2
16	до известной степени	1	2
17	в свою очередь	1	2
18	для того чтобы	1	2
19	тем или иным	1	2
20	к тому что	1	2
21	и в форме	1	2
22	сама по себе	1	2
23	и в сущности	2	1
24	может быть назван	1	1
25	документ но и	1	1
26	одно из условий	1	1
27	чего нет в	1	1
28	имеем в виду	1	1
29	подобно тому как	3	1
30	в настоящее время	1	1
31	к самому герою	1	1
32	в этом случае	1	1
33	и для него	1	1
34	может быть это	1	1
35	в зависимости от	5	1
36	в самом произведении	2	1
37	не входит в	3	1
38	бы то ни	2	1
39	только то что	2	1
40	в себе и	1	1
41	несмотря на свою	1	1
42	с самим собою	1	1
43	перед нами не	1	1
44	точно так же	1	1
45	для него не	2	1
46	он ни был	2	1
47	в романе достоевского	5	1
48	по крайней мере	1	1
49	может быть и	1	1
50	то что может	1	1
51	не совпадает с	1	1
52	прямого авторского слова	1	1
53	в ее составе	1	1
54	в художественном произведении	1	1
55	то ни было	1	1
56	по себе еще	2	1
57	таким образом и	1	1
58	отношению к нему	1	1
59	отношение к своему	1	1
60	и в пределах	1	1
61	в известном смысле	1	1
62	отношения к миру	1	1
63	и по отношению	1	1
64	отношению к автору	1	1
65	не могут быть	1	1
66	и на его	1	1
67	в его сознании	1	1
68	при условии что	1	1
69	же время оно	1	1
70	не только к	1	1
71	та или иная	1	1
72	как впрочем и	1	1
73	как более или	1	1
74	как бы в	2	1
75	так же как	1	1
76	все то что	3	1
77	его можно лишь	1	1
78	высказывания и в	1	1
79	по ту сторону	2	1
80	в то время	1	1
81	а в том	1	1
82	и здесь остается	1	1
83	по себе а	1	1
84	не была бы	1	1
85	и для автора	1	1
86	это и есть	1	1
87	не во внешних	1	1
88	о том что	1	1
89	этой точки зрения	1	1
90	именно потому что	2	1
91	мы имеем в	1	1
92	они ни были	1	1
93	тех или иных	1	1
94	в отношении к	1	1
95	а в то	2	1
96	он не только	1	1
97	быть не может	1	1
98	в себе в	1	1
99	видения мира и	1	1
100	том что он	4	1
101	не может быть	4	1
102	в полной мере	1	1
103	авторской позиции и	1	1
104	к нему как	1	1
105	себе еще не	2	1
106	входит в его	1	1
