N	4gram	Vinokur_Ku_3	Psycholo
1	и в самом деле	3	9
2	заключается в том что	1	4
3	и вместе с тем	1	2
4	и т п то	1	1
5	заключается вовсе не в	1	1
6	только для того чтобы	1	1
7	вовсе не в том	1	1
8	представлять себе дело так	1	1
9	в целом ряде случаев	1	1
10	в том смысле что	1	1
11	в какой мере не	2	1
12	один и тот же	2	1
13	не ясно ли что	1	1
14	ни в какой мере	2	1
15	только в том случае	1	1
16	в самом деле в	1	1
17	себе дело так будто	1	1
18	с этой точки зрения	1	1
19	не в том что	2	1
20	одной и той же	1	1
