N	2gram	Propp_Isto_6	Hudozhes
1	в мире	1	23
2	в качестве	3	19
3	то есть	1	18
4	и не	10	16
5	не только	10	15
6	и в	26	15
7	в том	12	15
8	тогда как	2	13
9	может быть	11	13
10	в частности	3	13
11	при этом	3	12
12	и его	7	12
13	а в	3	12
14	но не	2	11
15	в этом	12	11
16	в себе	3	11
17	то же	5	10
18	по отношению	2	10
19	представляет собой	2	10
20	как бы	4	10
21	так и	5	10
22	а не	2	10
23	отношению к	2	10
24	но и	9	10
25	точки зрения	1	9
26	в его	5	9
27	своего рода	2	8
28	сводится к	2	8
29	отличие от	1	7
30	но в	7	7
31	в то	5	7
32	с другой	10	7
33	с его	4	6
34	отношение к	1	6
35	том что	10	6
36	не в	3	6
37	в основе	1	6
38	по своей	1	6
39	в ее	1	6
40	приводит к	1	6
41	не может	6	6
42	что в	12	6
43	более или	1	5
44	то что	6	5
45	ни в	2	5
46	я есть	1	5
47	тем самым	2	5
48	могут быть	3	5
49	с ее	1	5
50	можно сказать	2	5
51	а также	4	5
52	того что	2	5
53	только в	5	5
54	уже не	7	5
55	между ними	1	5
56	другой стороны	8	5
57	или менее	1	5
58	в нем	8	5
59	отношения к	1	4
60	и то	3	4
61	мы имеем	14	4
62	еще не	9	4
63	хотя и	1	4
64	и как	2	4
65	он не	2	4
66	в другом	1	4
67	и тем	4	4
68	в этих	2	4
69	в своей	3	4
70	не столько	1	4
71	между тем	1	4
72	в форме	2	4
73	для него	1	4
74	со стороны	3	4
75	прежде всего	4	4
76	а на	1	4
77	не знает	1	4
78	как это	5	4
79	например в	7	4
80	к тому	2	4
81	сказать что	3	4
82	того же	2	3
83	и ее	3	3
84	в целом	1	3
85	что можно	1	3
86	как правило	1	3
87	как говорит	1	3
88	как уже	1	3
89	и к	1	3
90	в противоположность	1	3
91	одно и	1	3
92	его в	5	3
93	это не	4	3
94	текст в	1	3
95	как и	5	3
96	но он	2	3
97	тем не	1	3
98	их в	3	3
99	однако в	2	3
100	не менее	1	3
101	в русской	6	3
102	потому что	13	3
103	не будет	5	3
104	так в	6	3
105	если бы	3	3
106	и что	5	3
107	того или	1	3
108	что он	9	3
109	к нему	1	3
110	человека с	1	3
111	не случайно	1	3
112	в области	1	3
113	далеко не	3	3
114	о чем	2	3
115	в данном	3	3
116	и для	1	3
117	таким образом	12	3
118	в свою	1	3
119	в таком	1	3
120	таком случае	1	2
121	и это	8	2
122	идет о	1	2
123	между двумя	1	2
124	к другому	1	2
125	и больше	2	2
126	говоря и	1	2
127	совпадает с	1	2
128	но она	1	2
129	не вполне	2	2
130	на свою	1	2
131	и на	12	2
132	могло быть	2	2
133	но как	4	2
134	не все	1	2
135	в своем	2	2
136	образом и	2	2
137	все эти	8	2
138	в этой	2	2
139	но на	1	2
140	не как	1	2
141	в силу	1	2
142	этом мире	1	2
143	на этом	1	2
144	встречаются в	1	2
145	об этом	1	2
146	в них	3	2
147	несмотря на	1	2
148	и некоторые	2	2
149	к такой	1	2
150	и более	1	2
151	вовсе не	2	2
152	даже в	2	2
153	связей с	2	2
154	тому что	1	2
155	одна из	2	2
156	не могло	2	2
157	этих двух	1	2
158	не является	1	2
159	числе и	1	2
160	оно не	1	2
161	однако все	1	2
162	и о	1	2
163	подобных случаях	1	2
164	того чтобы	1	2
165	здесь не	2	2
166	и сам	2	2
167	или в	3	2
168	с человеком	1	2
169	о том	7	2
170	именно в	1	2
171	а именно	9	2
172	может оказаться	1	2
173	мире и	1	2
174	в сказании	3	2
175	тот или	1	2
176	с одной	7	2
177	из которого	1	2
178	есть в	1	2
179	и др	2	2
180	или даже	1	2
181	одно из	1	2
182	никто не	2	2
183	в одном	3	2
184	при всей	1	2
185	у него	7	2
186	случае не	1	2
187	для того	1	2
188	процесс превращения	1	2
189	между которыми	1	2
190	или иначе	1	2
191	а с	2	2
192	превращается в	7	2
193	одной стороны	7	2
194	мы легко	1	2
195	начиная с	1	2
196	так же	2	2
197	как в	6	2
198	из которых	3	2
199	к своему	3	2
200	так или	1	2
201	и по	4	2
202	о его	1	2
203	во всех	1	2
204	для такого	1	2
205	речь идет	1	2
206	мира и	2	2
207	тем более	1	2
208	с ним	8	2
209	одной из	1	2
210	в иной	1	2
211	из этого	3	2
212	том числе	1	2
213	также и	1	1
214	же как	3	1
215	и через	3	1
216	переходит к	1	1
217	их сознания	1	1
218	он показывает	1	1
219	и есть	1	1
220	этого мира	1	1
221	здесь и	2	1
222	и четвертая	1	1
223	и чрезвычайно	1	1
224	из его	2	1
225	др в	1	1
226	в зависимости	1	1
227	несколько иной	1	1
228	есть не	1	1
229	со смертью	1	1
230	общение с	1	1
231	это всегда	1	1
232	что иное	2	1
233	в полной	1	1
234	никогда не	13	1
235	не знают	1	1
236	зависимости от	2	1
237	не что	1	1
238	пребывания в	1	1
239	который может	1	1
240	не от	1	1
241	на них	1	1
242	иное как	1	1
243	что его	1	1
244	или иное	3	1
245	говорилось выше	2	1
246	что они	2	1
247	на колени	1	1
248	в истории	1	1
249	мере в	1	1
250	более чем	1	1
251	можно предположить	1	1
252	такова же	2	1
253	что касается	2	1
