N	2gram	Vygotskiy__4	Komedia
1	и в	33	22
2	и не	13	21
3	том что	22	13
4	таким образом	13	12
5	в том	21	12
6	так как	12	11
7	со стороны	2	11
8	ни в	3	10
9	потому что	24	10
10	в самом	12	9
11	до сих	3	9
12	вместе с	8	9
13	сих пор	3	9
14	в этом	28	8
15	его в	3	8
16	в своем	7	8
17	к ней	1	8
18	о том	20	8
19	если бы	10	8
20	в его	10	8
21	что и	3	8
22	что он	20	8
23	едва ли	2	7
24	то же	9	7
25	при этом	2	7
26	не по	2	7
27	об этом	4	7
28	в конце	8	7
29	только что	15	7
30	а в	4	7
31	в свою	1	7
32	того же	1	6
33	самом деле	12	6
34	еще не	1	6
35	так что	7	6
36	тому же	3	6
37	в то	3	6
38	и его	5	6
39	к тому	12	6
40	того чтобы	22	6
41	свою очередь	1	6
42	ясно что	5	6
43	и что	25	6
44	для того	23	6
45	может быть	22	6
46	как раз	9	6
47	во время	6	6
48	к этому	4	6
49	речь идет	3	5
50	не хочет	1	5
51	что его	3	5
52	более чем	1	5
53	но в	2	5
54	не только	7	5
55	он не	11	5
56	в своей	4	5
57	в которых	3	5
58	то это	3	5
59	же время	2	5
60	связи с	2	5
61	и сам	1	5
62	с ним	5	5
63	к нему	1	5
64	что в	21	5
65	по отношению	1	5
66	из них	4	5
67	тем что	3	5
68	прежде всего	2	5
69	как это	14	5
70	все это	13	5
71	и т	6	4
72	он знает	2	4
73	в ней	6	4
74	с другой	2	4
75	и речи	1	4
76	меньше всего	2	4
77	все же	5	4
78	когда он	7	4
79	то что	44	4
80	в себе	6	4
81	что она	10	4
82	но все	2	4
83	и с	2	4
84	должен был	3	4
85	с тем	4	4
86	несмотря на	1	4
87	точки зрения	6	4
88	не в	2	4
89	в отношении	1	4
90	самого начала	5	4
91	на него	4	4
92	у него	6	4
93	и здесь	3	4
94	с самого	5	4
95	так и	3	4
96	т п	3	4
97	вовсе не	5	4
98	но и	3	4
99	до конца	7	4
100	ничем не	2	4
101	а не	6	4
102	в связи	1	4
103	не является	2	4
104	и для	3	4
105	бы в	1	4
106	хотя бы	2	4
107	либо в	4	4
108	так же	13	4
109	идет о	3	3
110	над ней	1	3
111	говорить о	3	3
112	к началу	1	3
113	из того	1	3
114	столь же	2	3
115	с его	2	3
116	в ее	2	3
117	с этим	5	3
118	и к	2	3
119	тем же	1	3
120	в которой	4	3
121	представляет собой	2	3
122	в этой	9	3
123	как он	5	3
124	на то	10	3
125	не могла	1	3
126	в нем	7	3
127	что ни	2	3
128	от нее	1	3
129	то ни	1	3
130	было бы	12	3
131	в них	2	3
132	далеко не	3	3
133	как и	5	3
134	и еще	1	3
135	но если	3	3
136	том как	3	3
137	себе в	1	3
138	с точки	4	3
139	ни малейшего	2	3
140	их в	3	3
141	не имеет	2	3
142	никогда не	5	3
143	ничего не	2	3
144	и мысли	1	3
145	же самое	6	3
146	на это	1	3
147	в глаза	1	3
148	должно было	2	3
149	и мы	15	3
150	тех пор	2	3
151	в двух	4	3
152	одной из	1	3
153	нисколько не	5	3
154	с одной	3	3
155	что не	4	3
156	не так	1	3
157	всяком случае	3	3
158	мы можем	5	3
159	отношению к	1	3
160	и даже	1	3
161	даже не	2	3
162	на ее	2	3
163	на которые	1	3
164	перед ним	2	3
165	на этот	3	3
166	один из	2	3
167	второго акта	1	3
168	в частности	4	3
169	не может	10	3
170	конечно не	3	3
171	одной стороны	3	3
172	в течение	1	3
173	как бы	25	3
174	с этой	4	3
175	в целом	5	3
176	из себя	1	3
177	бы он	1	3
178	до тех	2	3
179	дело с	3	3
180	в какой	5	3
181	во всяком	3	3
182	человека и	1	2
183	из его	2	2
184	его не	2	2
185	мы не	5	2
186	в сущности	6	2
187	время как	2	2
188	и он	3	2
189	и на	5	2
190	бы то	2	2
191	во всех	2	2
192	он говорит	3	2
193	конечном счете	1	2
194	за пределы	1	2
195	что они	6	2
196	и я	1	2
197	что произошло	1	2
198	как в	3	2
199	стороны и	1	2
200	что касается	2	2
201	целый ряд	5	2
202	в результате	2	2
203	и хотя	1	2
204	так или	1	2
205	бы не	2	2
206	то обстоятельство	1	2
207	раз в	7	2
208	только один	1	2
209	если он	2	2
210	ни было	1	2
211	и если	9	2
212	на его	1	2
213	после этого	6	2
214	исходя из	4	2
215	в мире	3	2
216	является конечно	1	2
217	а как	2	2
218	это не	6	2
219	отца и	2	2
220	еще одно	1	2
221	ни одной	3	2
222	я говорю	1	2
223	которую он	2	2
224	этой связи	1	2
225	и без	1	2
226	в котором	2	2
227	в их	2	2
228	сам себя	2	2
229	в одном	3	2
230	что эта	6	2
231	тому что	6	2
232	она не	3	2
233	что с	1	2
234	что ему	2	2
235	в основе	3	2
236	за то	3	2
237	больше чем	2	2
238	к концу	1	2
239	бы по	2	2
240	больше того	3	2
241	в руки	2	2
242	и со	1	2
243	он называет	1	2
244	нет ни	3	2
245	он бы	1	2
246	к прямо	1	2
247	если же	1	2
248	и это	5	2
249	как мы	4	2
250	и о	4	2
251	в виду	2	2
252	без всякого	2	2
253	то время	2	2
254	можно было	4	2
255	меч и	1	2
256	она была	1	2
257	а также	1	2
258	в другом	1	2
259	и во	1	2
260	в конечном	1	2
261	которой мы	3	2
262	между тем	1	2
263	все время	24	2
264	какой мере	2	2
265	за ней	2	2
266	тот же	3	2
267	могло быть	1	2
268	должен быть	1	2
269	трагедии и	6	2
270	и ее	2	2
271	уже в	2	2
272	если мы	12	2
273	за ним	1	2
274	мы знаем	2	2
275	был бы	3	2
276	до того	1	2
277	представляют собой	1	2
278	до начала	1	2
279	умер и	2	2
280	или иначе	1	2
281	себя и	1	2
282	что для	5	2
283	не было	3	2
284	отца в	1	2
285	а на	2	2
286	обстоятельство что	1	2
287	что мы	6	2
288	первого акта	2	2
289	ближе к	1	2
290	до этого	2	2
291	из которых	3	2
292	в пределах	3	2
293	по существу	2	2
294	для понимания	2	2
295	его от	1	2
296	человека который	1	2
297	только для	1	2
298	о его	1	2
299	нет ничего	1	2
300	и ты	1	2
301	все остальные	1	2
302	является ли	1	2
303	ли в	1	2
304	и все	12	2
305	конце концов	3	2
306	человека не	1	2
307	из этой	3	2
308	не будет	4	2
309	а о	1	2
310	другой стороны	2	2
311	совершенно не	4	2
312	равно как	1	2
313	из этого	5	2
314	к этой	3	2
315	в своих	3	2
316	это в	4	2
317	в таком	4	2
318	формы и	1	1
319	например в	3	1
320	он считает	1	1
321	он нисколько	2	1
322	с жизнью	1	1
323	показательным для	1	1
324	как мало	1	1
325	в пятом	1	1
326	перемена в	1	1
327	в первом	1	1
328	к другому	1	1
329	и до	3	1
330	мы имеем	2	1
331	это совершенно	3	1
332	и наш	1	1
333	женой все	1	1
334	вопрос о	2	1
335	малейшего сомнения	1	1
336	начинается с	1	1
337	на глазах	1	1
338	принадлежит к	2	1
339	требует от	1	1
340	я не	4	1
341	пор на	1	1
342	для нашей	2	1
343	знак в	1	1
344	сравнивает себя	1	1
345	в сцене	1	1
346	это время	2	1
347	ряд исследователей	1	1
348	он сам	1	1
349	нет больше	1	1
350	все эти	6	1
351	не был	2	1
352	в чем	1	1
353	только после	5	1
354	тем как	1	1
355	поле битвы	1	1
356	но не	3	1
357	но как	1	1
358	заметим что	1	1
359	к которой	3	1
360	с какими	1	1
361	и всякий	2	1
362	в сторону	3	1
363	виноват в	1	1
364	черты и	2	1
365	если в	1	1
366	очевидно что	1	1
367	зритель не	1	1
368	он полагает	2	1
369	себе и	2	1
370	или бессознательной	1	1
371	событий а	1	1
372	относится к	1	1
373	которые не	1	1
374	в истории	1	1
375	себя за	1	1
376	в одной	2	1
377	независимо от	1	1
378	общего с	1	1
379	одном из	1	1
380	опасность и	1	1
381	как к	1	1
382	перед нами	6	1
383	третий раз	1	1
384	который они	1	1
385	узнает что	1	1
386	и как	5	1
387	и наконец	2	1
388	в действительности	2	1
389	от этого	3	1
390	моментов в	1	1
391	в этот	1	1
392	роль играет	1	1
393	ход действия	3	1
394	отца но	1	1
395	говорят о	1	1
396	из жизни	1	1
397	из той	1	1
398	в нашем	1	1
399	из этих	2	1
400	начнем с	1	1
401	открывает ему	1	1
402	он умер	1	1
403	им в	1	1
404	его воли	1	1
405	отца ее	1	1
406	и те	1	1
407	самое главное	1	1
408	к развязке	1	1
409	все тот	2	1
410	т д	2	1
411	образом для	1	1
412	и почему	2	1
413	в восприятии	1	1
414	ставит нас	1	1
415	том чтобы	4	1
416	чем она	1	1
417	нужные для	2	1
418	на этом	3	1
419	в нее	2	1
420	именно это	1	1
421	с такими	1	1
422	что все	11	1
