N	3gram	Bakhtin_Pr_1	StatiiOP
1	в том что	6	16
2	о том что	1	11
3	в этом отношении	3	9
4	и т д	1	6
5	том что он	4	5
6	до сих пор	2	5
7	для того чтобы	1	5
8	к тому что	1	5
9	дело в том	1	4
10	своего времени и	1	3
11	в одном из	1	3
12	и т п	3	3
13	так же как	1	3
14	с другой стороны	3	3
15	во всяком случае	3	3
16	с самого начала	1	3
17	в другом месте	1	2
18	говорит об этом	1	2
19	с точки зрения	13	2
20	сами по себе	3	2
21	бы то ни	2	2
22	то что в	1	2
23	ни в одном	1	2
24	то ни было	1	2
25	не столько в	1	2
26	и в этом	5	2
27	всяком случае не	1	2
28	не в том	1	2
29	для него самого	2	2
30	более или менее	1	2
31	так и в	1	2
32	не только не	1	2
33	в самом деле	2	2
34	но все же	2	2
35	или лучше сказать	1	2
36	поэтому в романе	1	1
37	точка зрения на	2	1
38	не мудрено что	1	1
39	а как материал	1	1
40	на самом деле	4	1
41	в настоящее время	1	1
42	в этом смысле	10	1
43	т е не	2	1
44	он не только	1	1
45	что же касается	1	1
46	в своей работе	1	1
47	он не может	1	1
48	в той же	2	1
49	и именно в	1	1
50	точно так же	1	1
51	на этот вопрос	1	1
52	на первом месте	1	1
53	в зависимости от	5	1
54	для своего времени	1	1
55	т е в	2	1
56	в данном случае	2	1
57	к сожалению не	1	1
58	в высшей степени	1	1
59	в конце концов	5	1
60	себе и в	1	1
61	в известном смысле	1	1
62	по сравнению с	1	1
63	что он сам	1	1
64	для него была	1	1
65	другом месте и	1	1
66	не только к	1	1
67	друг к другу	1	1
68	и в трагедии	1	1
69	тем что в	1	1
70	по отношению к	8	1
71	то же время	9	1
72	заключается в том	1	1
73	в то время	1	1
74	в свою очередь	1	1
75	в этом случае	1	1
76	но он не	1	1
77	нужно сказать что	1	1
78	как бы ни	1	1
79	в трагедии в	1	1
80	но и он	1	1
81	в то же	9	1
82	и быть не	1	1
83	ответ на вопрос	1	1
84	таким образом в	1	1
85	иначе и быть	1	1
86	в отношении к	1	1
87	но именно в	1	1
88	как бы он	1	1
89	как мы видели	1	1
